APPLICATION_ID,ABSTRACT_TEXT
11020646,"The US opioid crisis continues to have a catastrophic impact on human lives and the ongoing COVID-19
pandemic is compounding its effects. Based on the statistics published by the CDC, 91,799 drug overdose
deaths occurred in the US in 2020, where the age-adjusted overdose deaths increased by 31% from 2019 to
2020. In addition, opioids, which cause respiratory depression, were involved in 75% of all drug overdose
deaths in the US. We propose to build on our work in non-invasive monitoring of vital signs to develop an FDA-
regulated medical device with a primary application in monitoring patients for opioid-induced respiratory
depression. This includes at-home monitoring of patients with chronic pain being treated with high-dose opioid
prescription medications or patients suffering from opioid use disorder (OUD) as well as monitoring subjects
with OUD at supervised injection sites (also known as supervised consumption spaces). Our overall goal is to
develop a non-contact multi-modal monitoring system for the detection of opioid-induced respiratory
depression at home and in supervised injection sites. While radar is capable of penetrating through clothing
and blankets to measure chest wall movements resulting from respiration, it requires the guidance of depth
imaging to target a person and the chest area. Our specific aims are: 1. Estimate tidal volume using a
noncontact monitoring system. Our current technology is capable of detecting respiratory rate with a high
degree of accuracy for stationary subjects. However, robust detection of respiratory depression involves
monitoring of respiratory rate, pattern, and depth (i.e., tidal volume). As part of this specific aim, we will develop
a framework to estimate tidal volume of a stationary subject using radar and depth information, where we
estimate tidal volume from chest wall displacements. Furthermore, we will extract features to characterize
respiratory pattern from the acquired radar signal. As a primary validation of this estimation framework, our
system will be tested on 20 healthy volunteers. The outcome of the test will provide us with preliminary data
regarding the accuracy of the radar and the depth-based tidal volume estimation as compared with the gold
standard. 2. Develop and validate a framework for integrating data from sensors to detect respiratory
depression. In this specific aim, we will develop a framework to use the respiratory rate, respiratory pattern,
and tidal volume information from the radar and depth camera to determine if respiratory depression has
occurred. This involves a two-step approach, where we extract respiratory features to characterize respiratory
patterns to complement respiratory rate and tidal volume, and then use a machine learning model to detect the
occurrence of respiratory depression. To help with design the right model, we will collect data using our radar
and depth imaging system from anesthetized pigs going through opioid-induced respiratory depression."
11020684,"PROJECT SUMMARY
The proposed I-Corps project is based on a predicate SBIR Phase I award for the development of a long-lasting,
sustained release of NLX product using a novel system of a pH/temperature-sensitive hydrogel embedded with
NLX-encapsulated solid lipid nanoparticles (SLNs), employed in an in-situ gelling, subcutaneous injectable
formulation (1R43DA058477-01A1). The specific aims of this project are:
Aim 1: Formulation and characterization of anionic NLX-loaded SLNs dispersed in a cationic temperature
sensitive tri-block copolymer hydrogel system.
Aim 2: Evaluating the in vivo efficacy of the hydrogel system in a fentanyl-induced rat model of opioid overdose.
In vivo studies under Milestone 2 aim to demonstrate that SLNs-loaded hydrogels can prevent fentanyl-induced
respiratory depression and antinociception for up to 48 h following a single subcutaneous injection.
The I-Corps team will be composed of Mr. Jeff Yang as the C-level Corporate Officer, Dr. Roman Domszy and
Dr. Barry Rhein as the Industry Experts, and Dr. Cesar Torres Luna as the Technical Lead. Mr. Yang is the CEO
of Lynthera and has significant healthcare experience, including extensive fundraising relationships with
healthcare investors (VC funds, family offices, private equity) through his previous career as a healthcare-
focused investment banker and private equity investor. Dr. Domszy is the R&D managing director of Lynthera
and has more than 20 years of experience in the development of nanocomposite materials for industrial and
biomedical applications. Dr. Domszy has served as the principal investigator on several NIH-funded SBIR grants
and is part of the senior/key personnel of the current SBIR. Mr. Barry Rhein is part of Lynthera's Scientific
Advisory Board and currently provides the company with his extensive industry expertise with respect to
commercialization and manufacturing of pharmaceutical products. Dr. Domszy and Mr. Rhein will be splitting
responsibilities for the Industry Expert role of the team to best meet the needs of this role and its time-intensive
requirements. Dr. Torres Luna is a research scientist at Lynthera and the Principal Investigator of the current
SBIR project. Dr. Torres Luna has a broad background in drug delivery, nanomedicine, polymer science,
nanotechnology, formulation development, and soft materials characterization."
10791774,"SUMMARY
NIA issued PA-18-025 to explore “…clinical translational potential of metformin to delay deleterious aging
changes or to extend healthy human life span.” Within PA-18-025 was the critical need to explore what factors
potentially modulate the clinical effectiveness of metformin before more costly large-scale clinical trials. Although
there is epidemiological support for health benefits of metformin in patient populations, it is not clear if these
protective effects extend to those free of disease. Therefore, there is a need to perform human studies
determining which subjects free of chronic disease benefit from metformin treatment. Retrospective analysis of
a randomized, double-blinded clinical trial in our lab revealed that subjects who were insulin sensitive had no
effect or negative effects on insulin sensitivity when taking metformin during an exercise training program. These
data suggest that in some subjects, metformin has detrimental metabolic outcomes that could accelerate aging.
There are data both in support of and refuting that metformin inhibits mitochondrial complex I action and/or
mitochondrial remodeling. The overall objective of this application is to determine if subjects currently free of
disease benefit from metformin treatment. There are two critical questions that remain unanswered in human
subjects: 1) does antecedent metabolic health influence responses to metformin, and 2) does long-term
treatment with metformin lead to mitochondrial remodeling and changes in function. To better understand the
translational potential of a clinically relevant dose of metformin for the prevention of chronic conditions, this
proposal aims to determine how antecedent metabolic health affects the response to metformin treatment, and
identify the relationship between skeletal muscle mitochondrial remodeling and mitochondrial function with
metformin treatment. The hypotheses are that: 1) metformin treatment in subjects free of T2D will improve insulin
sensitivity and glucoregulation in insulin resistant individuals, but will decrease insulin sensitivity and
glucoregulation in insulin sensitive subjects, and 2) long-term metformin treatment will remodel mitochondria in
a way that decreases mitochondrial function in subjects that are insulin sensitive, but improves mitochondrial
function in subjects that are insulin resistant. To test these hypotheses, a 12-week randomized, double-blind
clinical trial will be performed in subjects 40-75 yrs of age, free of disease, and stratified by insulin sensitivity
(insulin sensitive and insulin resistant). Pre and post-training assessments include the hyperinsulinemic-
euglycemic clamp to measure hepatic and peripheral insulin sensitivity, continuous glucose monitoring to
determine glucoregulation, and proposed blood-based biomarkers of aging. Further, the use of novel stable
isotope labeling with proteomic analysis will determine individual and complex-specific mitochondrial remodeling.
This approach will be combined with analysis of protein modification and turnover to comprehensively analyze
mitochondrial effects of metformin treatment in skeletal muscle. By completion of this project, it is expected that
there will be evidence that helps further delineate who may benefit from metformin treatment to slow aging."
10791775,"PROJECT SUMMARY / ABSTRACT
Psychotic disorders are characterized by high rates of suicidal ideation and behavior, and the risk for
suicide appears to be greatest during the earliest stages of psychosis. A recent meta-analysis
showed that the majority of youth at clinical high-risk (CHR) for psychosis experience suicidal
ideation, and that approximately one in five make at least one suicide attempt. There are, however,
no suicide prevention interventions specifically tailored to the needs of transition-aged youth at CHR,
and no current best practice guidelines for how to respond to suicide risk in this population. The
Youth-Nominated Support Team (YST) intervention has recently been shown to reduce mortality
among adolescents and is potentially highly adaptable within the context of existing CHR services.
YST is intended as an adjunctive treatment and is primarily delivered towards support persons rather
than the youth themselves, and therefore would not interfere or overlap with the already extensive
direct services provided in CHR treatment settings. The proposed project intends to adapt the YST
intervention for CHR populations and to provide pilot efficacy data for a larger subsequent
randomized trial. Specifically, we aim to: (1) adapt YST for CHR based on stakeholder input (i.e.,
clients, family/friends, clinicians) and to develop a new treatment manual; (2) to implement YST in a
single CHR clinic and to revise the intervention based on input from clients, providers, and support
persons, and (3) to conduct a pilot randomized clinical trial at four SAMHSA funded CHR sites. For
the first stage of this study, we intend to conduct six focus groups (two of clients, two of family
members, and two of clinicians) to gather input on needs and preferences regarding suicide
prevention. This information will be incorporated into the YST protocol through expert consensus
meetings (i.e., study investigators, clinicians, and consultants) and used to develop a treatment
manual. During the second stage of the project, we will conduct a small feasibility study using this
intervention manual at the primary study site (N=8), and will again gather input from clients, providers,
and support persons to further revise the treatment manual. In the final stage, we will conduct a pilot
randomized clinical trial of the adapted YST intervention at four CHR clinics (N=70), comparing the
adapted YST intervention to an active control condition consisting of safety planning, crisis resources,
and means restriction. The proximal targets will be social connectedness, hope, and treatment
engagement, and the distal targets suicidal ideation and behavior (e.g., attempts, preparatory
actions). This study will provide the first clinical trial data for targeted suicide prevention among the
CHR population. Findings will inform best practices for addressing suicide risk in the CHR phase of
illness and facilitate the development of a subsequent larger randomized clinical trial incorporating
additional CHR clinics to further test the efficacy of the adapted YST intervention and to identify
underlying mechanisms of change."
10791776,"Project Summary/Abstract
Glioblastoma (GBM) is the most common and lethal primary brain tumor with the median survival of 9.7 months.
The current standard of care treatment involves a combination of surgery, chemotherapy and radiation but only
improve the median survival up to 14 months. Challenges in discovery of therapeutics for GBM include identifying
drug targets and discovering therapeutics that are blood brain barrier (BBB) permeable. To meet the challenges,
we have identified small ubiquitin-related modifier 1 (SUMO1) as an oncoprotein that drives the self-renewal and
tumorigenesis of GBM stem cells. We have designed GBM cell-based SUMO1 assay, screened the compounds
library provided by the National Cancer Institute, and identified the hit compound as the first small molecule
degrader that induces SUMO1 ubiquitination and degradation in GBM cells. Structure-activity relationship (SAR)
studies around the hit-derived analogs have generated three scaffolds of lead compounds with improved potency
and an excellent BBB permeability. Using GBM stem cell-enriched neurospheres and derived xenografts, we
have shown that the lead compounds are more effective in treatment of GBM than the standard chemotherapy
temozolomide (TMZ). In this R01 project, we will optimize our lead series with the aim of identifying more potent,
orally bioavailable and BBB-permeable SUMO1 degraders that will have the preclinical efficacy, safety, and
pharmacokinetic properties predicting it be enable full exploration in clinical treatment of GBM. To achieve this
objective, we will leverage our computational chemistry technology to assist the design of novel compounds with
BBB permeability and drug-like properties through chemical modifications of our lead series in Aim 1. Each of
compounds will be rationally designed, synthesized and assessed in our established compound testing funnel
for their activity and target selectivity in SUMO1 degradation. Compounds that meet our criteria for success will
be selected for in vitro solubility, permeability, absorption, distribution, metabolism, and excretion assessment
and prioritized for the anticancer activity against GBM stem cell-enriched neurospheres. In Aim 2, the leading
compounds selected from the studies of Aim 1 will be evaluated for their pharmacokinetic properties to determine
oral bioavailability and BBB permeability. Selected compounds will be assessed for in vivo target engagement
and therapeutic efficacy in treatment of patient derived xenograft GBM models. The optimized lead compounds
selected from the studies in Aim 2 will be evaluated for their toxicology, safety pharmacology and oral formulation
in Aim 3. The milestone of this project is to select optimized lead compound(s) for advancement into preclinical
development phase, investigative new drug-enabling studies and phase I trials in treatment of GMB patients."
10791778,"All aerobic organisms continuously generate reactive oxygen species (ROS) such as superoxide anion and
H2O2 as natural products of metabolism. ROS are potentially damaging to biomolecules, but can also be
exploited by cells as weapons for attacking pathogens and as molecules for signaling. To balance the
beneficial and potentially harmful effects of ROS, aerobic organisms are armed with a suite of anti-oxidant
enzymes, and in eukaryotes, the only enzyme for superoxide is the superoxide dismutase (SOD). SODs use a
metal co-factor such as Cu to catalyze at extraordinary rates, the disproportination of superoxide to O2 and
H2O2. Until recently, the bimetallic Cu/Zn SOD was believed to be the only Cu SOD for eukaryotes, but in
2014, our lab discovered a new class of SODs that cannot bind Zn and lack sequences to cover the active site,
hence, a Cu-only SOD with a highly unusual solvent exposed Cu co-factor. Cu-only SODs are wide-spread
throughout the fungal kingdom as the sole extracellular SOD for fungi. In animals, the Cu-only SOD gene
underwent twice duplication, resulting in 4x tandem repeats of Cu-only SODs on a single polypeptide we call
CSRP (Cu-only SOD repeat protein). What sets the Cu-only SOD family apart from other SODs is their
restricted localization and unusual open active site. All Cu-only SODs and CSRP molecules are predicted to
be extracellular and remarkably, we find that Cu-only SODs do not acquire their Cu-cofactor from intracellular
metal pools, unlike other eukaryotic secreted cuproproteins. Instead, Cu-only SODs are activated outside the
cell by extracellular Cu. We hypothesize this new family of cuproproteins evolved to function exclusively
outside the cell in extracellular redox biology. Here we combine biophysical, structural biology, and cell biology
approaches to examine how the Cu site of Cu-only SODs is fine-tuned to capture Cu and not other metals
outside the cell, and how the enzyme functions with extracellular superoxide. In eukaryotes, the primary source
of extracellular superoxide is the NADPH oxidase (NOX), typically activated by Rho GTPases to produce ROS
for signaling. Recently, we uncovered a surprising NOX - Cu-only SOD partnership in a unicellular fungal
pathogen that represents a remarkably simple and unique form of Rho GTPase control of ROS. We will
elucidate the mechanism underlying this redumentary system for ROS signaling and define how pathogenic
yeasts can use Cu-only SODs and ROS to signal polarized growth. CSRP may likewise function in pathways
involving NOX and ROS signaling. Using a vertebrate model, we find CSRP most abundantly expressed in
tissues with a high capacity for regeneration by signaling through ROS. Our goals are to uncover the
biochemical activities of CSRP and elucidate its function in possible relationship to NOX in tissues with high
regenerative capacity. It is remarkable that nature has designed two distinct variations of Cu-containing SODs:
the Cu/Zn versus the Cu-only. Our studies promise to uncover how the Cu-only SODs are specialized to
operate outside the cell in redox and/or metallobiology."
10816483,"Circulating tumor cells (CTCs) pose continuous and persistent threats to create new metastases albeit at an
unknown, extremely low efficiency. Compared to single CTCs, clusters of multicellular CTCs possess 20-100
times higher metastatic capacity, create more polyclonal metastasis, and correlate with worse prognosis. Our
previous studies identified that in addition to collective migration and cohesive shedding, tumor cell aggregation
is a new mechanism for CTC cluster formation, enhancing cancer stemness and polyclonal metastasis. The
objectives of this proposal are to elucidate the molecular mechanisms underlying CD44 and PAK2-promoted
CTC aggregation, identify the drivers of CTC cluster-mediated polyclonal metastasis, and therefore develop
proof-of-principle targeting strategies to block lung metastasis of triple negative breast cancer, using multiple
human PDXs and CTC lines as well as mouse tumor models. The collaborative team includes Dr. Huiping Liu
(Northwestern University) with expertise in CTC and cancer stemness, breast oncologist Dr. Massimo
Cristofanilli (Northwestern University), imaging expert Dr. Constadina Arvanitis (Northwestern University), and
bioinformaticist and structural biologist Dr. Yang Shen (Texas A & M)."
10816486,"This project integrates five NIH-supported components of TalkBank by linking
phonological codes from PhonBank, fluency codes from FluencyBank and lexical and
grammatical codes from CHILDES, AphasiaBank, and DementiaBank. This integrated
database will give us an improved way of studying profiles in various language disorders
and types of development."
10816611,"Despite advancements, about 700,000 people in the U.S. still experience an ischemic stroke annually.
Current treatments for acute ischemic stroke are largely restricted to thrombolysis or thrombectomy, for which
many stroke patients are ineligible for. Therefore, developing novel therapies for stroke is a significant public
health need. Understanding the cellular mechanisms underlying stroke is critical for the development of new
stroke therapies. Neutrophils and platelets are critical regulators of ischemic stroke injury. In humans and
mice, platelet-neutrophil aggregates increase after ischemic stroke as well do neutrophil extracellular traps
(NETs), a marker of neutrophil activation. NETs are critical during inflammation and infection and are released
by neutrophils to trap pathogens. While NETs help fight infection, excessive NET formation can be
detrimental to the host by promoting thrombosis. However, the pathological role of NET release has not been
studied in ischemic stroke injury. Furthermore, the molecular regulators that trigger NET formation during
stroke remain unclear. Finally, if targeting NET release during ischemic stroke injury improves outcomes is
completely unknown. Here, we will test the innovative hypothesis that platelets are a primary driver of
NET release during ischemic stroke and targeting NET formation with a novel, endogenous NET-
inhibitory factor (nNIF), will improve stroke outcomes. We will employ complementary clinical, in vitro,
and in vivo approaches, along with state-of-the-art techniques and models to rigorously test this hypothesis.
Specific Aim 1 will determine if NETs are released after ischemic stroke and if they are present in the brains
of human stroke patients and mice after experimental stroke. Furthermore, we will examine if neutrophils are
primed to release NETs in ischemic stroke patients. Specific Aim 2 will establish whether platelet high
mobility group box 1 (HMGB1), a danger associated molecular pattern released by platelets after activation,
regulates NET formation during ischemic stroke injury. Specific Aim 3 will determine if therapeutic nNIF
administration blocks NET formation during experimental stroke and improves acute and long-term stroke
outcomes, including motor and neurological function. Successful completion of these aims will 1) determine if
NETs are present in ischemic stroke injury including intravascular and extravascular locations; (2) establish
whether neutrophils and platelets are primed to participate in NET formation during ischemic stroke, (3)
determine whether platelet HMGB1 is a critical regulator of platelet-mediated NETosis during ischemic stroke;
and (4) determine if NET inhibition improves stroke outcomes and the therapeutic window associated with
pathological NET formation. Data generated in this proposal will significantly increase our understanding of
how platelets contribute to pathological NET formation during ischemic stroke and associated neurological
injury."
10817072,"Clonal hematopoiesis of indeterminate potential (CHIP) is a newly recognized disorder characterized by the
ontogenesis of a genetically distinct, proliferative clonal leukocyte population. The prevalence of CHIP increases
with older age and is associated not only with risk of hematologic cancers, but with fibrosis, systemic
inflammation, and atherosclerotic cardiovascular diseases. Recapitulation of CHIP in mice by transplantation of
clonal leukocytes results in accelerated atherosclerosis, cardiac fibrosis and direct tissue infiltration of clonal
macrophages and stimulation of interstitial fibrosis.
Age is a dominant risk factor for chronic kidney disease (CKD), which is associated with accelerated
cardiovascular disease, premature death, and progression to dialysis dependence. The biological mechanisms
conferring this age-associated risk are incompletely understood. The final common pathologic process in
progressive CKD is tubulointerstitial fibrosis, which is characterized by the accumulation of inflammatory
infiltrates and fibroblasts within the kidney interstitium and permanent loss of tubular epithelial cells.
Tubulointerstitial fibrosis also represents the central underlying lesion in the progression of acute kidney injury
(AKI) to chronic disease.
Based on mechanistic links between CHIP and atherogenesis, kidney interstitial inflammation, and fibrosis, we
hypothesize that CHIP is a novel biological risk factor for CKD progression. To test this hypothesis, we propose
to determine the associations of CHIP with kidney disease progression in established cohorts of CKD and AKI.
In parallel, we propose to delineate potential causal mechanisms using recognized animal models of chronic
and acute kidney disease.
The identification of clonal leukocytes as a novel mechanism of CKD progression would represent a new disease
pathway that could motivate future targeted interventions."
