APPLICATION_ID,ABSTRACT_TEXT
10769739,"Glioblastoma multiforme (GBM), is the most common and most aggressive malignant primary brain tumor in
humans. Despite multimodal aggressive therapy, GBM is fatal—with survival over 3 years being considered
long-term. More therapeutic targets and treatment options are clearly needed. In our preliminary study, we
identified a novel oncogene, AVIL in GBMs. AVIL gene is overexpressed in all the glioblastoma cell lines,
including glioblastoma stem cells, and clinical cases, but is hardly detectable in non-cancer astrocytes, neural
stem cells, and brain tissues. Silencing AVIL resulted in complete eradication in GBM cell cultures, but had
little effect on the astrocyte control cells. In animal models, silencing AVIL dramatically inhibited in vivo
xenografts in mice. Conversely, overexpressing AVIL in cell culture systems promoted tumorigenesis, enabled
fibroblasts to escape contact inhibition, and transformed immortalized astrocytes. In patient cohorts, higher
expression levels of AVIL in gliomas correlated with worse prognosis. Most importantly, GBM cells are more
susceptible to small molecule inhibitors of AVIL. These evidences support the premise that AVIL is an Achilles
heel of GBMs, targeting which may be an effective approach for GBMs. In this application, we propose the
systematic investigation of AVIL as a novel target against GBMs. Aim 1: Determine the efficacy of targeting
AVIL in vitro and test AVIL expression as a biomarker of sensitivity. We have shown the critical role of AVIL in
some GBM and GSC cell lines. Here, we will investigate its role in additional glioblastoma lines, GSCs, and
short-term explants of GBM patient derived xenograft cultures and potential synergistic effect with
CDK4/MDM2. We will test the efficacy of tet-inducible shRNAs targeting AVIL, and small molecule compounds
we identified through small molecule screen. In addition, we will determine whether AVIL expression serves as
a biomarker for sensitivity to AVIL inhibition. Aim 2: Determine the efficacy of targeting AVIL in animal GBM
models. We will use shRNA and small-molecule inhibitors in xenograft models to test both the efficacy and
safety of targeting AVIL in vivo. In addition, we will use Avil knockout mouse model by crossing them with
glioma mouse models to test whether Avil expression is necessary for glioma tumorigenesis in mouse. Aim 3:
Investigate the downstream targets and mechanisms of AVIL inhibition and identify potential pharmacodynamic
biomarkers. We have preliminary data suggesting AVIL regulates LIN28B, and FOXM1 may mediate the effect
in U87 cells. We will investigate whether LIN28B and FOXM1 are functionally critical targets of AVIL, and
whether they are potential pharmacodynamic biomarkers to evaluate treatment efficacy of AVIL-targeting
therapy. Aim 4: Investigate potential resistance mechanisms of targeting AVIL. The goal is to anticipate
challenges to AVIL-based treatment before they arise in the clinical setting. The proposed study will have a
significant impact on the understanding and treatment of GBMs. The findings will pave ways to target AVIL as
a novel oncogene, and lead to the development of novel therapeutic approaches for the deadly disease."
10769857,"PROJECT SUMMARY/ABSTRACT
 The long-term objective of this project is to investigate the fundamental immunological mechanisms
involved in the development of asthma and allergic diseases. It is becoming increasingly clear that cytokines
produced by epithelial cells, including thymic stromal lymphopoietin, IL-25, and IL-33, play an important role in
shaping type 2 immunity and in the pathophysiology of allergic diseases. However, major gaps remain in our
knowledge concerning the molecular and cellular control of production and secretion of these cytokines. In this
application, we will investigate the mechanisms involved in IL-33 secretion.
 IL-33 is primarily stored in the nucleus of non-hematologic cells; nuclear localization is a unique feature of
this cytokine. We previously found that exposure of human airway epithelial cells to a fungal allergen,
Alternaria alternata, evokes rapid extracellular release of ATP, which triggers sustained increases in
intracellular calcium concentration and IL-33 secretion into the extracellular milieu. We also found that airway
epithelial cells release acetylcholine (ACh) extracellularly following Alternaria or house dust mite allergen
exposure. Importantly, blocking M3 muscarinc receptors (M3R) on epithelial cells suppressed ATP release and
IL-33 secretion, suggesting an autocrine role for ACh. Therefore, we hypothesize that allergen-induced ACh
secretion by the airway epithelium plays a pivotal role in triggering a sequence of intracellular events that lead
to extracellular release of IL-33.
 The experiments described in this proposal will investigate key steps of this process in detail. In Aim 1,
we will deterimne how airborne allergen exposure triggers ACh secretion and early cellular responses in airway
epithelial cells in vitro. In Aim 2, we will investigate how epithelium-derived ACh facilitates IL-33 secretion by
focusing on the autocrine ACh/M3R signaling pathway and protein kinase C-dependent phosphorylation of key
regulatory proteins. In Aim 3, we will investigate the role of epithelial ACh/M3R signaling in allergen-induced IL-
33 secretion and initiation of type 2 immunity in the lung by using mouse models of allergic inflammation.
 We will employ a combination of complementary expertise in molecular and cell biology, pharmacology
and immunology in the laboratories of Dr. O’Grady and Dr. Kita. Novel and robust in vitro and in vivo models
have been developed for this project. These studies will provide a better understanding of how the epithelium
responds to environmental allergens and will define key cellular and molecular mechanisms responsible for
secretion of IL-33. Ultimately, these studies will characterize critical mechanism(s) involved in allergen-induced
immune responses, allowing for identification of novel therapeutic target(s) to treat and ideally prevent
immune-mediated airway diseases, such as asthma, chronic rhinosinusitis, and other allergic disorders."
10769860,"Project Summary/Abstract
Many different disease states and surgical interventions result in a period of inadequate
tissue/organ blood supply (i.e., ischemia), that result in reperfusion injury when blood flow is
restored, known as ischemia-reperfusion injury (IRI). IRI causes local inflammation, cell death,
excessive tissue destruction and possible organ failure. Examples are found in transplantation,
trauma, myocardial infarction, stroke, and in particular, IRI is a main cause of liver dysfunction
and failure after liver surgery. Unfortunately, there are currently no therapies available in clinical
practice addressing IRI, where a major problem is the harmful systemic side effects and toxicities
of existing drugs.
To address this problem, we are innovating a new therapeutic technology aiming to program
immune cells toward a metabolic state blocking excessive inflammation by directing tryptophan
metabolism through delivery of an enzyme into circulation. This represents a new class of anti-
inflammatory/immunosuppressive biologic drug, with potential to limit systemic toxicities/side
effects, and with potential to be significantly less immunocompromising. Lack of treatment options
for liver IRI and a catalog of in vivo preliminary data strongly supporting the foundational rationale
of IDO as an innovative new anti-inflammatory agent, make this proposal highly significant.
Looking to the future, success would open opportunity to expand to other anti-inflammatory
applications, for example, pre-conditioning donor grafts for transplantation."
11002434,"Project Summary/Abstract
Many different disease states and surgical interventions result in a period of inadequate
tissue/organ blood supply (i.e., ischemia), that result in reperfusion injury when blood flow is
restored, known as ischemia-reperfusion injury (IRI). IRI causes local inflammation, cell death,
excessive tissue destruction and possible organ failure. Examples are found in transplantation,
trauma, myocardial infarction, stroke, and in particular, IRI is a main cause of liver dysfunction
and failure after liver surgery. Unfortunately, there are currently no therapies available in clinical
practice addressing IRI, where a major problem is the harmful systemic side effects and toxicities
of existing drugs.
To address this problem, we are innovating a new therapeutic technology aiming to program
immune cells toward a metabolic state blocking excessive inflammation by directing tryptophan
metabolism through delivery of an enzyme into circulation. This represents a new class of anti-
inflammatory/immunosuppressive biologic drug, with potential to limit systemic toxicities/side
effects, and with potential to be significantly less immunocompromising. Lack of treatment options
for liver IRI and a catalog of in vivo preliminary data strongly supporting the foundational rationale
of IDO as an innovative new anti-inflammatory agent, make this proposal highly significant.
Looking to the future, success would open opportunity to expand to other anti-inflammatory
applications, for example, pre-conditioning donor grafts for transplantation."
10769726,"PROJECT SUMMARY
All women experience menopause, putting a female at risk for a number of chronic diseases, including an
increased risk of obesity. Although post-menopausal replacement of estrogen (hormone replacement therapy -
HRT) has been shown to be effective at protecting against the metabolic and inflammatory perturbations linked
to estrogen-deficiency, HRT has been shown to pose unwanted health risks including an increased risk of
stroke, heart attack, and a variety of cancers. As such, it has become a priority of the National Center for
Complementary and Integrative Health to invest in the development of therapies that are both safe AND
effective at combating menopause-induced side effects, including excess fat mass accrual and its related
negative metabolic and inflammatory perturbations. One such potential alternative therapy is the potent
phytoestrogen from the Humulus Lupus plant (hops), 8-prenylnaringenin (8-PN). The overall research
objectives in this application are to determine 1) the dose of 8-PN that is both safe and effective at combating
the metabolic and inflammatory perturbations linked to obesity in a setting of estrogen deficiency, 2) the tissue
most responsive to 8-PN supplementation, and 3) elucidate the in vivo signaling mechanism of 8-PN action.
The long-term goal is to develop a safe and effective natural therapy for the clinical treatment of menopause-
associated metabolic impairments and inflammatory-driven health perturbations. The central hypothesis is that
8-PN can serve as a potent and safe natural therapeutic for estrogen-deficient-induced inflammatory and
metabolic perturbations. The rationale for this project is that this pre-clinical work will lay the foundation for the
utilization of 8-PN as a potent therapeutic for impaired metabolic and exacerbated inflammatory processes
resulting from estrogen deficiency. The central hypothesis will be tested by pursuing two specific aims: 1)
Determine the effective and safe dose of 8-PN to serve as a therapy for metabolic and inflammatory
perturbations in an estrogen-deficient model, 2) will examine the hypothesis that skeletal muscle is the tissue
most metabolically responsive to 8-PN therapy through estrogen-receptor alpha action. The research
proposed in this application is innovative, in the applicant’s opinion, as, to date, no studies have systematically
examined the protective capacity of 8-PN against metabolic and inflammatory perturbations or thoroughly
assessed the potential toxicity of 8-PN’s long-term use in an estrogen-deficient model. The proposed research
is significant as the results from this investigation will have an important positive impact for ALL women
because they will lay the groundwork for future clinical trials using 8-PN as a therapy for the negative health
side effects linked to estrogen deficiency."
10913467,"PROJECT SUMMARY/ABSTRACT:
Emergency general surgery (EGS) - accounting for 11% of US hospital admissions; over 50% of operative
mortality; the highest risk, acuity, rate of complications, and cost in general surgery - particularly the subset of
emergency laparotomy (EL) patients which suffer the worst EGS outcomes - is increasingly recognized as a
public health crisis. While enhanced recovery programs (ERPs) have dramatically advanced pre-, intra-, and
inpatient postoperative evidenced-based best practices (EBPs), ERPs have largely ignored subsequent
postoperative home-based recovery. Despite certain postoperative complications occurring commonly after
discharge (notably over 40% of surgical site infections [SSI]), recovery for surgical patients once discharged to
home remains understudied and ripe for improvement and innovation, especially as surgical care models
increasingly shift greater proportions of postoperative recovery into the home-based setting. Digital solutions
for remote monitoring, patient engagement/education, and surgical prediction show promise but are used
minimally for surgical recovery. We hypothesize that well-designed technology solutions for EL home- and
transition-based workflows engaging diverse stakeholders will empower EL patients, their caregivers, and care
teams to achieve optimal outcomes and safe recovery. The goal of REST-PSLL (Re-engineering Surgical
Recovery and Transitions Using Technology Patient Safety Learning Laboratory) is to apply systems
engineering approaches to co-produce innovative and scalable patient- and care team-centric solutions for EL
home-based recovery. REST-PSLL has the following specific aims. Aim 1: Identify barriers and facilitators to
ideal at-home recovery for patients following EL. We will engage stakeholders using the Systems Engineering
for Patient Safety (SEIPS) model to identify and evaluate factors to understand barriers and facilitators of
optimal care and postoperative complications with a focus on SSI. Aim 2: Iteratively design and develop new
processes, tools, and technologies that help remove or reduce barriers to ideal at-home recovery. We will use
swimlane diagrams to then analyze for areas of improvement to generate initial design requirements and
prototypes for tools/technologies followed by iterative user-centered design to specify design requirements,
develop solutions, and conduct end-user testing at our clinical sites. Aim 3: Implement and evaluate solutions
in practice. Perform pilot testing and implementation, assess primary (addressing or avoiding trigger/potential
issue, solution us) and secondary outcomes guided by RE-AIM framework; evaluate implementation phases
guided by EPIS implementation framework to generate implementation learnings and solution revision plan(s).
REST-PSLL is poised to be highly successful and impactful, highlighted by: a) anticipated learnings that can be
extrapolated to other surgical populations; b) use of transdisciplinary complementary systems expertise and
approaches; c) deep clinical expertise; d) patient- and caregiver- co-production; and e) expanding or
optimizing existing solutions/platforms."
10773012,"Abstract
Severe allergic asthmatic disease is characterized by significant airway structure changes and chronic
inflammation predominated by eosinophils, mononuclear cells, and lymphocytes, and accompanied by mucus
hypersecretion that depends upon the nature of the immune response. The most severe airways disease
progresses through a continuum of responses ranging from manageable airway dysfunction to a steroid
resistant state that is often a result of a severe exacerbation that is difficult to control. Over the more than 25
years of work in this area my laboratory has defined the role of numerous cytokines and chemokines that
initiate and drive the pulmonary immune responses, identified innate immune molecules that shape the
immune phenotype (TLRs, Notch), defined a role for respiratory viral infections that induce and exacerbate
disease, examined epigenetic regulation of immune cell function, and more recently identified metabolic control
of innate immune cell activation. Many of our previous discoveries have revealed potential therapeutic targets
for pulmonary diseases, including studies in our 2nd NHLBI RO1 that examine stem cell factor and ILC2. One
of our present NHLBI RO1 grants is examining the role of autophagy and cellular metabolism for innate
immune cell function. Our most recent studies are addressing additional mechanisms linked to trained
immunity within the lung, as well as development of lung responses that alter the structural and functional
integrity of the lung. While we will be combining 2 RO1 with divergent themes, our overall objective of
understanding how the pulmonary immune environment is developed and maintained during disease is central
to all of our studies. Together, our past and ongoing investigations are revealing an integrated understanding
of not only the immune responses during disease development, but also the long-term consequence of early
disease and its relationship to altered lung function and development. Using this R35 mechanism, we will
continue expanding on these areas of research that will be paradigm shifting. We will focus on specific goals
including 1) determine how early RSV-induced responses in the lung alter the innate immune cell phenotype
and induce lung structural changes that predisposes the lung to later allergic/asthmatic responses; 2) examine
the role that stem cell factor (SCF) has on altering the activation of ILC2 populations in chronic pulmonary
disease; and 3) investigate how cell metabolism alters immune cell development during disease to maintain
and extend disease severity. Completion of these studies will provide new insights, establish new paradigms,
and complete proof of concept studies needed to advance knowledge and validate new, therapeutically
relevant mechanisms in clinical disease."
10773013,"PROJECT SUMMARY
MHC class I (MHC-I) -restricted peptide cancer vaccines hold the minimal amount of biochemical information
required for generating antigen-specific T cells to elicit anti-tumor responses. On their own, immunization with
minimal peptide epitopes does not provide a satisfactory response, so typically long peptides or conjugated
delivery systems are necessitated. However, such approaches defeat the directness of short synthetic peptide
vaccines. A new peptide vaccine immunization paradigm will be introduced, based on combining (via simple
mixing) MHC-I peptide epitopes with a vaccine adjuvant that induces spontaneous nanoliposome-antigen
particleization (SNAP). Liposomes that contain small amounts of cobalt porphyrin-phospholipid (CoPoP) rapidly
bind short his-tagged peptides (8-9mers) via spontaneous insertion of the his-tag into the bilayer. This gives rise
to particleization that is stable in biological media. His-tagged peptides are simply mixed with CoPoP liposomes
at the time of vaccination (without further purification) to convert these well-characterized peptides into a 100 nm
particle. This approach is potently effective in generating antigen-specific CD8+ T cells. AH1 is a MHC-I H-2Ld
model CD8+ epitope derived from the gp70 murine leukemia virus antigen. An AH1-derived peptide can be used
with SNAP immunization to generate high numbers of antigen specific CD8+ T cells. SNAP immunization with
low nanogram doses peptides completely protects mice from subsequent tumor challenge, and eradicates 100%
of lung metastases in a therapeutic vaccine model. Varying components of SNAP immunization will be assessed,
including the his-tag length, the density and dose of co-incorporated (MPLA and QS-21; both part of GSK’s
vaccine adjuvant AS01) to determine their impact the Ag-specific CD8+ response. Generation of Ag-specific
CD44+ CD62L+ cells will be assessed to determine whether such central memory cells are more effective in
eradicating tumors. Vaccine efficacy will be tested in multiple prophylactic and therapeutic local and metastasis
tumor models. Therapeutic treatment of large tumors will be assessed with the impact of cyclophosphamide and
checkpoint blockade. Mechanistic insights will be probed by assessing how the delivered peptide reaches MHC-
I. It is hypothesized that his-tag peptides bind to CoPoP liposomes, and undergo serum-stable transit to draining
lymph nodes. There, they are phagocytosed by dendritic cells where the reductive environment of phagosomes
is also suspected to induce the release of the peptide from the CoPoP liposomes. Toll-like receptor in the bilayer
are hypothesized to upregulate the expression of MHC-I within the phagosome. Further studies will assess the
viability of SNAP immunization and antigen multiplexing as an in vivo screening tool for peptide microlibraries
using established tumor-associated antigens and neoantigens that will be identified with next-generation
sequencing. Finally, the safety and cobalt response of the system will be assessed. These studies will provide
substantial advancement for short, MHC-I-restricted peptide-based cancer vaccines for cancer therapy and
immunogenic epitope screening."
10746767,"This career development award details a 5-year training plan to facilitate transition to an independent career as
a hepatogeneticist focused on gene discovery and characterization for hepatobiliary disease. I completed my
Pediatrics residency at St. Christopher’s Hospital for Children and my fellowship in Human Genetics at The
Children’s Hospital of Philadelphia (CHOP). I am currently an attending physician and research fellow at CHOP
in the Division Of Human Genetics. My clinical and research efforts focus on children with hepatobiliary disease.
My goals for this proposal are to become more experienced with exome and genetic variant interpretation and
to gain experience using zebrafish as a model to study hepatobiliary disease. I will also use this opportunity to
develop my ability to design experiments, write successful grant applications, and lead a laboratory, to facilitate
a smooth transition to academic faculty.
My mentor for this proposal is Dr. Hakon Hakonarson, a Professor of Pediatrics and director of the Center for
Applied Genomics (CAG) at CHOP. Dr. Hakonarson has mentored dozens of post-doctoral research fellows and
K-awardees, and was the recipient of CHOP’s Research Mentor Award. I will be co-mentored by Dr. Michael
Pack, a Professor of Medicine at the University of Pennsylvania (UPenn). Dr. Pack also has an extensive history
of mentoring trainees and K-awardees and works closely with Dr. Hakonarson on novel gene characterization. I
have also assembled a scientific advisory committee, consisting of Drs. Klaus Kaestner, Ben Stanger, Kirk
Wangensteen, Tom Jongens, and Elizabeth Rand, all experts in the fields of hepatology, neurogenetics or
genetics with extensive mentoring experience. I will also have the benefit of the outstanding resources at both
CHOP and UPenn, which have facilitated career development for countless past trainees.
My proposed research focusses on the discovery and characterization of novel genes implicated in hepatobiliary
disease. We are assembling a cohort of individuals with unexplained hepatobiliary disease, and will apply a
research pipeline to facilitate identification of novel genes. Our laboratory has already identified de novo
nonsense and frameshift variants in MED12 as causal for Hardikar Syndrome, a syndromic form of biliary
dysgenesis, of previously unknown genetic basis. Aim 1 of this proposal delineates how a patient cohort will be
assembled and characterized, and Aim 2 details the characterization of the role of MED12 in biliary development.
Completion of the proposed studies will improve our ability to genetically diagnose hepatobiliary disease, better
characterize the genetic landscape of these poorly-understood conditions, and elucidate the mechanism by
which nonsense and frameshift MED12 variants cause biliary disease. This proposal will also provide me with
experience studying hepatobiliary disease in animal and cellular models, writing grants and scientific papers,
and allow me to observe how academic laboratories are run. Furthermore, this patient cohort and the cellular
and animal models developed as part of this proposal will be invaluable in my future career."
10746771,"Project Summary
 One out of seven adults in the United States suffers difficulty in hearing. Most hearing loss is related to
inner ear dysfunction. A prominent signature of hearing loss is damage of outer hair cells, which can result in
40-60 dB of hearing loss. Outer hair cells are known as cellular actuators that are needed for cochlear
amplification. Outer hair cells are situated in the cochlear sensory epithelium called the organ of Corti. The
organ of Corti is sandwiched between two collagen-fiber-rich matrices called the basilar and tectorial
membranes. Traditionally, studies on cochlear amplification were focused on motion of the basilar membrane,
but new evidence is suggesting that we have been seeing only one-side of the story (basal-side of the outer
hair cells). Recent advancement in imaging and velocimetry techniques enables scientists to ‘see-through’ the
cochlea so that they can capture organ of Corti motion beyond the basilar membrane. New observations using
recent techniques are both exciting and puzzling. For example, at the apical side of the outer hair cell,
vibrations are broadly tuned as compared to basilar membrane motion or neural responses. Functional
consequences of the incongruence between mechanical and neural tuning are unclear. Two challenges are
impeding the progress of hearing science regarding cochlear amplification. First, despite recent progress, the
resolution of velocity measurement techniques is insufficient to specify individual outer hair cells. Second, in
experiments with live animals, there are very limited means to control outer hair cell physiology.
 This project resolves those two challenges. We have developed novel in vitro methods that enable us
to measure the motion of individual outer hair cells under electrically, chemically and mechanically controlled
conditions. Experimental outcomes are explained and extended by our Virtual Cochlea—a set of computer
models to analyze cochlear mechano-transduction. By combining these experiments and the computer
models, we can ensure scientific rigor of our research while minimizing animal use. For transparency, acquired
data and computer programs will be made available to public.
 The three aims of this proposal are designed to quantify the most needed biophysical attributes needed
to address open questions regarding cochlear amplification and tuning. They are 1) the deflection of stereocilia
(mechano-receptive organelle of the hair cells) due to outer hair cell motility, 2) mechanical properties of the
tectorial membrane and the Deiters cell (structures in series with the outer hair cell), and 3) the operating range
of stereocilia mechano-transduction (stereocilia deflection to saturate hair cell mechano-transduction). The
Virtual Cochlea is validated by comparing with the measurements of three aims before testing our overarching
hypothesis—the organ of Corti must be as compliant as the outer hair cells for the outer hair cells to generate
power for cochlear amplification."
