APPLICATION_ID,ABSTRACT_TEXT
10782295,"PROJECT SUMMARY
Skin-penetrating nematodes, including the human-parasitic threadworm Strongyloides stercoralis, infect over
one billion people worldwide and are a major source of morbidity in low-resource settings. Infections can cause
gastrointestinal distress, stunted growth and cognitive impairment in children, and even death in the case of
S. stercoralis infection. S. stercoralis infective larvae are developmentally arrested third-stage larvae that
navigate through the soil searching for hosts to infect. When they find a host, they infect by skin penetration,
resume growth and development inside the host in a process called activation, and navigate through the host
body to the small intestine. These parasites encounter widely varying levels of ambient oxygen (O2) and carbon
dioxide (CO2) throughout their life cycle, ranging from the near-atmospheric levels of O2 and CO2 they encounter
as infective larvae host seeking at the soil surface to the low O2/high CO2 levels they encounter as parasitic
adults residing in the human intestine. However, remarkably little is known about gas sensing in S. stercoralis or
any other mammalian-parasitic nematode. We propose to investigate the behavioral, neural, and molecular
mechanisms of gas sensing in S. stercoralis. We will conduct an in-depth, quantitative analysis of the behavioral
responses of S. stercoralis to acute changes in ambient O2 and CO2 levels as well as O2, CO2, and combined
O2/CO2 gradients using automated worm motility tracking. We will compare the responses of infective larvae,
activated infective larvae, free-living adults, and parasitic adults to changes in ambient O2 and CO2 to determine
how O2/CO2-evoked behaviors vary across life stages. We will then map and functionally characterize the neural
microcircuits that mediate behavioral responses to changes in ambient O2 and CO2. We will test the hypothesis
that the S. stercoralis homologs of sensory neurons and interneurons that mediate gas sensing in C. elegans
also mediate gas sensing in S. stercoralis but contain functional adaptations that enable parasite-specific
behavioral responses. Finally, we will identify and characterize the O2 and CO2 receptors that are required for
gas sensing in S. stercoralis. Together, our results will provide insight into how skin-penetrating nematodes use
gas sensing to find and infect human hosts. In the long-term, our results may identify new molecular targets that
could inform the design of novel anthelmintic drugs."
10782298,"Project Summary
The long duration and multidrug nature of tuberculosis (TB) treatment regimens pose obstacles to treatment
completion for patients and providers, but also challenge research efforts to develop new and improved regi-
mens. Without a validated early biomarker able to discriminate regimens with different curative potential, the field
depends heavily on preclinical models. However, TB regimen development has been slow, often hindered and
misled by poor preclinical-to-clinical translation. Animal models and pharmacometric modeling played key roles
in developing groundbreaking novel regimens capable of shorting treatment durations for drug-susceptible and
multidrug-resistant TB to 4 and 6 months, respectively. However, these tools are still not utilized to their full
potential. Recent successes in TB drug discovery have produced additional clinical and preclinical drug candi-
dates, which have revealed a new challenge: with many possible combinations, how to prioritize multidrug regi-
mens to test in resource-intensive clinical trials? The most efficient “critical path” of preclinical experiments and
modeling to follow to identifying and optimizing the best regimens for advancement to clinical trials remains
uncertain. The proposed project will establish a comprehensive, collaborative, multidisciplinary consortium of
scientific leaders, drug developers and other stakeholders to develop and pursue a preclinical and translational
research agenda to identify novel regimens with the greatest potential for clinical success in adults and children
with TB. The overarching hypothesis is that integration and analysis of specific preclinical and early clinical data
using validated models and tools will enable data-driven clinical trial simulations that yield quantitative predictions
of Phase 2 and Phase 3 trial endpoints useful to identify and rank regimens with the highest probability of clinical
success in patients across the age and disease spectrum of pulmonary TB. Initial efforts will be aimed at refining
and validating preclinical in vivo (BALB/c and C3HeB/FeJ mouse) and in vitro models and translational tools by
leveraging the largest data warehouse on TB drugs and regimens ever assembled, with data spanning from
early preclinical stages to Phase 3 clinical trials, for both back translation and forward prediction approaches to
validation. The overall goal is to develop a fully data- and knowledge-driven approach to evaluate, prioritize and
optimize novel drug regimens for clinical trials requiring only preclinical and early clinical trial data. In addition to
endpoints based on bacterial burden and relapse (in mice), the RS ratio, a new portable biomarker of bacterial
“health”, will be evaluated as a complementary pharmacodynamic (PD) biomarker to increase efficiency and
predictive accuracy of preclinical studies. The expected outcomes are novel methodologies of combining pre-
clinical and early clinical data, a defined set of critical path experiments with predictive value, and a framework
for model-informed decision-making based on quantitative predictions of clinical outcomes for emerging regi-
mens prior to initiation of phase 2/3 trials. The predictions will be used to rank order candidate regimens for
advancement to clinical trials."
11167933,"This project proposes a Sustainable Health Investment Partnership (SHIP), a new employer-
engaged upstream intervention program to reduce health disparities by increasing economic
stability for underemployed and low wage workers through an aligned and integrated countywide
safety-net program. Families earning 135-350% of federal poverty level often experience little to
no gain in net income as wages increase due to loss of public benefits such as Medicaid and are
constrained by numerous barriers to health and economic mobility. The SHIP will be designed
by cross-sector community partners to support workers throughout the continuum from poverty to
financial security by (1) aligning and expanding three local employer-based innovations: Access
Health (health coverage and SDoH impact), Tri-Share Childcare (childcare), and Wheels to Work
(transportation) 2) collaborating with place-based Impact Hubs that target minority and rural
populations 3) providing individualized, trust-based upstream SDOH support, connecting
vulnerable workers to public, private, and community resources to address self-prioritized health
and employment needs. The SHIP will be structured as a wellness plan to allow the collection of
longitudinal data related to workers’ health, social needs, employment metrics, income level, and
benefits eligibility to help create a value proposition for expanding the safety net for low income
families, Participatory research with employers and residents will help understand relevant assets,
causal loops and economic variables to effectively target governmental and organizational policy
changes within our clinical, safety-net, and employer sectors. This project will improve health and
economic stability in low-income households and draw additional individuals into the local
workforce."
10769311,"Project Summary/Abstract: The Career Enhancement Program (CEP) is a special feature of the SPORE
grant which allows sponsored institutions to support junior faculty or established investigators who wish to
enhance or refocus their careers on translational research in the field of prostate cancer. This is a crucial part of
our SPORE as it provides funding to promising young investigators to facilitate their early career development
and to evolve into independent investigators. It also can supply funds to more senior investigators who have not
previously focused on prostate cancer and who wish to direct their efforts to the area of translational prostate
cancer research. These projects are intended to last for two years with the second year of funding dependent
upon the supported investigator making progress towards the stated aims and goals of the project. To be eligible,
the applicant must have a current academic appointment at any of the Johns Hopkins Medical Institutions.
Applicants must hold an M.D., or Ph.D. degree or both. The applicants are expected to provide evidence of a
significant research commitment (at least 15% effort commitment) to ensure that the proposal can in fact be
addressed in an effective and productive way."
10915621,"1. PROJECT SUMMARY/ABSTRACT
Omniox is developing a unique oxygen delivery protein, OMX, as a treatment to preserve myocardial
and peripheral organ function and significantly reduce morbidity after neonatal cardiopulmonary
bypass (CPB) during surgical correction of congenital heart disease (CHD). Of the ~40,000 children born
annually with CHD, ~10,000 require urgent surgery to repair heart defects1, 2. Up to 60% of infants who
undergo CPB will experience post-operative complications that can result in peripheral organ dysfunction and
long-term neurological deficits3-15.
A critical driver of the myocardial and peripheral organ tissue damage is oxygen deprivation, or hypoxia3-15.
However, there are no current or promising therapeutic approaches that target hypoxia during CPB surgery to
stem or alleviate its damaging downstream effects. Omniox’s lead therapeutic candidate, OMX, is designed
to oxygenate hypoxic tissues. Supported by preliminary data from our Phase I/II Fast-Track SBIR and
generated with our collaborators, neonatal and pediatric care intensivists Drs. Fineman and Maltepe at the
University of California, San Francisco (UCSF), OMX has the potential to address a high unmet need of
preserving myocardial function and decreasing morbidity associated with neonatal CPB surgery.
The objective of this SBIR Phase IIB proposal is to advance development of OMX as a novel biologic for the
treatment of neonates undergoing CPB by demonstrating its therapeutic utility in oxygenating hypoxic tissue
and preserving myocardial and peripheral organ function. We propose to confirm that a more stable variant of
OMX preserves myocardial and peripheral organ function after CPB and identify the optimal dose regimen for
OMX efficacy (Aims 1 and 2), adapt and optimize a scalable production process suitable for transfer to a GMP
(Good Manufacturing Practice) contract development and manufacturing organization (CDMO), including
process and analytical development (Aim 3), and prepare and submit an IND for a Phase 1 clinical trial in
neonates (Aim 4). Pending good safety and efficacy data in neonatal and pediatric patients undergoing CPB,
Omniox plans to expand OMX use to other pediatric indications in which hypoxia drives disease pathology
such as persistent pulmonary hypertension in neonates16, 17 and birth asphyxia18-22."
11143512,"Project Summary
Caring for individuals with Alzheimer's Disease (AD) is associated with depressive symptoms and “burden”
because dealing with AD patient's cognitive, behavioral and personality changes is very challenging and
stressful for caregivers. There are over 11 million AD caregivers in the US, providing informal care services to
family members, with high incidences of stress (59%) and depressive symptoms (30%).
Clinical trials and other academic research demonstrated the benefits of non-pharmacological interventions to
improve the psychological well-being of AD caregivers, however there is a recognized need to translate these
programs to accessible products/services and deliver them widely at minimum cost.
To address these needs, we propose the new Recharge Behavioral Therapy (RBT), derived from an evidence-
based protocol to treat depression (Behavioral Activation) and a proven program to train coping skills (Coping
With Caregiving). We will translate prior research, combine powerful behavioral activation methods, and tailor
the integrated curriculum for AD caregivers into a new intervention to reduce stress and depressive symptoms.
Besides being an effective treatment for depression (efficacy stablished by multiple clinical trials), Behavioral
Activation (BA) was selected because it motivates individuals to engage in healthy behaviors to improve their
wellness. AD caregivers usually sacrifice their own physical and emotional needs, when providing care. The
BA component will encourage caregivers to take care of their own well-being and “Recharge their energy” in
their caregiving journey, so that they can fulfil their caregiver role at their best and improve their quality of life.
Coping With Caregiving (CWC) is a psychoeducational training program for AD caregivers, evaluated in
several clinical trials with demonstrated effectiveness in decreasing caregiver distress, burden of care, stress,
and depression. By integrating CWC in RBT, we will provide the necessary consideration to the AD caregiving
context and the resulting intervention will contain beneficial coping strategies for AD caregivers.
Furthermore, the implementation mechanism for the RBT intervention will be the new Recharge Mobile App
(RMA), an interactive, easy to use, and engaging mobile app that can be deployed to millions of people on
demand (app install from app stores) and at very low cost (small subscription fee).
RMA will be tailored for AD caregivers with training, practices, and content for RBT, which is not available in
the market. Creative use of app features (interactivity, compliance, and notifications) will engage caregivers.
Phase I will determine the initial RBT curriculum, develop the RMA prototype, and evaluate the feasibility.
Phase II will fully develop RBT/RMA and evaluate the intervention effectiveness with a randomized clinical trial.
RMA will help to reduce caregiver stress and depressive symptoms related to AD caregiving with a non-
pharmacological approach; offering an effective, low-cost, and accessible mobile app to be disseminated to
innumerous families struggling with Alzheimer's Disease through Apple and Google Play app stores."
10906036,"PROJECT SUMMARY
Interferons (IFNs) are central orchestrators of tumor immunity and can elicit both pro-tumor and anti-tumor
responses depending on the cancer cell type, the type of IFN produced (e.g. a, b or g), duration of the signal,
and other factors in the tumor microenvironment (TME). In their anti-tumor role, IFNs induce expression of major
histocompatibility complex I (MHC-I) on the surface of tumor cells that mediates CD8+ T cell recognition and
killing. Paradoxically, IFNs also upregulate expression of CD8+ T cell inhibitory surface molecules such as
programmed death ligand 1 (PD-L1) to temper the immune response and avoid an autoimmune reaction. Thus,
IFNs play a dual and opposing role in cancer development, making a more complete understanding of the
contexts in which their pro- or anti-tumor functions predominate important for effective cancer therapy
development. Immune evasion can occur when malignant cells lose MHC-I and antigen processing and
presentation (APP) machinery or otherwise become desensitized to IFN signaling. Thus, finding ways to
reinvigorate these pathways has significant therapeutic potential. Interestingly, recent work from the sponsor’s
lab and others has shown that mitochondrial electron transport chain activity is required for IFN-induced MHC-I
expression. In addition, preliminary data show that chronic IFN stimulation in vitro reduces mitochondrial
oxidative phosphorylation (OXPHOS) in melanoma cells, suggesting that IFN signaling can also influence tumor
mitochondrial metabolism. To probe this novel regulatory link between the metabolic state of tumor cells and
their responses to IFN, a metabolism-targeted CRISPR knock-out screen was performed in mouse melanoma
cells. Results from this screen not only confirmed a requirement for mitochondrial OXPHOS in regulating IFN
signaling, but also implicated fatty acid metabolism and ROS. Based on these preliminary data, it is proposed
that mitochondrial OXPHOS, specifically mitochondrial fuel utilization and ROS production, can directly regulate
key IFN signaling steps, and that chronic IFN exposure leads to changes in mitochondrial metabolism that
facilitate immune evasion in melanoma. This overall hypothesis will be tested through completion of two specific
aims. Aim 1 is to determine which steps in the IFN signaling pathway are subject to mitochondrial OXPHOS-
mediated regulation and the precise mitochondrial metabolic signals involved. Aim 2 is to determine how reduced
mitochondrial OXPHOS and/or increased mitochondrial ROS are generating a suppressive tumor
microenvironment and if chronic type I IFN signaling elicits similar immunosuppressive effects as chronic type II
IFN exposure. This project will provide important new insights into the relationship between mitochondrial
metabolism and IFN responses during tumor progression that might be exploited to improve or reactivate anti-
tumor immune responses for better cancer treatment and augment cancer immunotherapy."
10906016,"PROJECT SUMMARY
The goal of this project is to determine the mechanism by which cell death results from transcriptional inhibition.
The consensus model in the field posits that cell death following transcriptional inhibition results from the loss of
specific mRNA species and subsequent loss of protein. By targeting such a core cellular process, transcriptional
inhibition is thought to overwhelm cellular control and lead to unavoidable cell death. This death process, defined
as Accidental Cell Death (ACD), is not controlled by the cell and does not result from the use of defined effector
molecules. Contrary to the conventional model, we found that, rather than induce ACD, cell death following
transcriptional inhibition results from a previously undescribed regulated apoptotic signal. Furthermore, we found
that RNA Pol II degradation, rather than loss of mRNA production, resulted in cell death. Our data suggests a
new model, whereby degradation of Pol II induces a signal that leaves the nucleus and is received by the
mitochondria to initiate apoptosis. To identify genes that regulate a pro-apoptotic signal following transcriptional
inhibition, we performed a genome-wide CRISPR screen. Genome-wide CRISPR screens often fail to identify
death regulatory genes, making it difficult to elucidate mechanisms of cell death. To overcome this, we developed
a novel experimental strategy that allowed us to identify genes whose knockout modulated the cell death rate
following transcriptional inhibition. Based on the results of our screen, in Aim 1 we will test the hypothesis that
the alternative splicing regulator PTBP1 facilitates altered splicing and nuclear export of regulatory pre-mRNA,
and that this activity is required for cell death following transcriptional inhibition. We will use live cell microscopy
to establish the functional role of PTBP1 nuclear export. We will use SLAM-seq and RIP-seq to quantify PTBP1
activity following transcriptional inhibition. Our screen also identified BCL2L12 as the critical apoptotic effector
gene for transcriptional inhibition. In Aim 2, we will test the hypothesis that BCL2L12 activates apoptosis following
transcriptional inhibition in an isoform-specific manner. We will perform a series of functional genetics
experiments to characterize the role of BCL2L12 in the apoptotic response. By describing a new mechanistic
model by which transcriptional inhibition induces cell death, we will improve our understanding of how to
effectively use transcriptional inhibitors therapeutically. Ultimately, we hope our work will improve our ability to
predict which patients will best respond to transcriptional inhibitors and help identify novel treatment strategies."
10899532,"Project Summary:
Natural products play essential biological roles in producing organisms and have been a historically important
source of medicines. Microbial natural products research has focused largely on environmental organisms;
natural products, especially the potential small molecule virulent factor produced by pathogenic microbes, are
much less understood. Legionella infection causes Legionellosis, which can be present in its non-pneumonic
form as Pontiac fever or acute pneumonic form as Legionnaires’ disease. The fatality rate of legionnaires disease
is about 10% due to complications and about 25% for those infected in the healthcare facility. While how the
protein effectors of Legionella affect the host have been intensively studied, identifying the secondary
metabolites Legionella produce and the roles these natural products play in Legionella infection are understudied.
The proposed work will identify and characterize the potential bioactive nature products from the human
pathogen Legionella. Using a gene-targeting approach to identify a potential novel metalloenzyme that catalyzes
unusual oxidative rearrangement to generate the N-nitroso product, one homolog conserved in over
170 Legionella pneumophila subspecies and another homolog conserved in Legionella drozanskii was
discovered. Activity assay shows this homolog catalyzes similar reactions but utilizes different substrates.
Bioinformatic analysis of the gene neighborhood identifies the biosynthetic gene cluster (BGC) encodes
resistance enzyme and a prodrug activating enzyme, possibly indicating the biosynthesis of potential bioactive
metabolites.
Aim 1 will identify the natural product and bioactivity from the biosynthetic gene cluster from Legionella to
uncover the potential virulent factor. Aim 2 will initiate the characterization and mechanistic study of two enzymes
in the BGC involving the biosynthesis of the potential pharmacophore to facilitate the understanding and pave
the way for the inhibitor design of this new class of pharmacophore-producing enzyme pair. Successful
completion of these aims will identify the chemical structure of the potential bioactive natural products from the
human pathogen Legionella. In addition, two key enzymes involving the potential pharmacophore biosynthesis
will also be characterized. Identification of those natural products and their biosynthesis will possibly reveal new
virulence pathways that can be targeted to combat Legionella infection. Ultimately, the overall workflow will be
generalized to investigate other novel natural products or potential virulent factors from the human
pathogen Legionella to fight the emerging infectious disease by expanding the pool of 1) new classes of cytotoxic
drug candidates/virulent factors and 2) new inhibition targets from the biosynthetic pathway."
10873909,"Summary
Autism spectrum disorder (ASD) has diverse presentation but can be characterized by at core by a) rigid and
repetitive behavior and b) social communication deficits. In recent decades, there is increasing confidence that
identified genetic differences contribute to ASD in humans and a number of high confidence risk genes have
been identified. These risk genes can be studied in mice. There is hope that convergent phenotypes and
endophenotypes will illuminate key features of ASD (Hyman, 2014). One striking current area of
convergence seen in mice with ASD risk genes is a gain of function in rotarod motor learning and
alteration in neurotransmission onto spiny projection neurons (SPNs) of the striatum (Hyman, 2014).
This was first observed in mice with neuroligin gene mutations (Rothwell et al., 2014), but has also been
observed in mice with Tsc1 and Tsc2 gene mutations (Benthall et al., 2021). Tsc2 (with some studies of Tsc1
for comparison) will be the central focus of this proposal.
Here we propose that a major diagnostic criteria for ASD observed in TSC patients - restricted,
repetitive patterns of behavior - is mediated by changes in the activity of basal ganglia circuits that
control the learning and updating of appropriate actions. Specifically, we hypothesize that Tsc2
haploinsufficiency leads to changes in corticalstriatal synapses and SPN activity that facilities striatal
dependent learning and makes updating learning more inflexible. In Aim 1 we will use
electrophysiological and structural imaging methods to test if specific connections are stronger in Tsc2 Het
mice than WT. We posit based on studies in the dorsolateral striatum that corticostriatal connections onto D1R
expressing SPNs (dSPNs) will be enhanced in the dorsomedial striatum (DMS). Aim 2 will focus on behavior
and test in two different tasks if behavioral inflexibility in Tsc2 Het mice can be ameliorated by reducing reward
probability during learning. Aim 3 will use in vivo imaging in the striatum to examine how dopamine and striatal
activity may differ in Tsc2 mice under conditions that produce behavioral differences.
In sum, these data will inform basic neurobiology surrounding a convergent gain of function phenotype seen in
many ASD models: gain of function in striatal learning (rotarod being the most common test). We will translate
this learning phenotype into more translatable behavior learning paradigm--cue guided action learning and
seek the neural correlates of this gain of function. Finally, we will test a highly translatable therapeutic idea, the
idea that using lower reward probability during training will ameliorate neural differences and allow for greater
flexibility later."
