APPLICATION_ID,ABSTRACT_TEXT
10897792,"ABSTRACT
Black/African-Americans use alcohol and illicit drugs at the same rates as their White counterparts but are
much more likely to suffer negative substance related consequences. Moreover, they are less likely to initiate
treatment when compared with other racial groups; and when they do, are significantly less likely to complete
treatment or to be offered evidence-based treatments. Stigma, mistrust of the medical system, lack of health
care coverage, complex pathways to care, lower socioeconomic status, and the scarcity of culturally-informed
treatment may all be factors underlying low treatment initiation and engagement. Thus, offering treatment in
alternative settings, such as the Black Church, a highly trusted entity in Black communities, is a novel, and
potentially highly disseminable strategy for improving both access to evidence-based treatments and alcohol
treatment outcomes for this important population. Technology-based treatments are an emerging strategy for
reaching underserved populations and can address barriers to delivering interventions in novel settings. One
such strategy, computer-based training for Cognitive Behavioral Therapy (CBT4CBT), has been demonstrated
in multiple randomized clinical trials to be safe and effective in reducing alcohol and other substance use, both
as an add on to treatment, and as a stand-alone treatment, relative to standard care.
We recently demonstrated the feasibility of both conducting a rigorous clinical trial as well as delivering
CBT4CBT in the Black Church, which demonstrated overwhelming levels of interest and enthusiasm from
Black adults with AUD, as well as highly promising levels of engagement and treatment completion. We now
propose an 8-week randomized clinical trial in which 200 Black adults with primary AUD will be randomized to
either CBT4CBT in the Black church or referral to standard treatment in a specialty addiction setting, with a 9-
month follow-up to evaluate durability of treatment effects. Primary outcomes include retention (initiation of
treatment, engagement for at least 4 weeks) and percent days abstinent from alcohol (PDA). Selected
participant characteristics (e.g., gender, ethnic identity, religiosity, severity of AUD, mental health diagnoses,
and vulnerabilities in the social determinants of health) will be evaluated as potential moderators of outcome.
Secondary outcomes include satisfaction with care, expansion of social support networks, reduction in heavy
drinking days and in WHO drinking levels, effects on comorbid substance use, and overall quality of life.
Moreover, if CBT4CBT is demonstrated to be effective with Black adults with AUD in this setting, this would
represent an inexpensive strategy to address health disparities that could be disseminated with relative ease
among the large network of denominations serving Black individuals in the US."
10897796,"ABSTRACT
Recent scientific advancements have made chimeric antigen receptor (CAR) T cell therapy a prom1s1ng treatment option for relapsed and refractory cancers. In this strategy, T cells are extracted from the patient and reprogrammed and then reinfused into the subject to seek out and destroy cancer cells. However, not all individuals respond to this treatment and therefore a better understanding of the mechanisms that underlie antitumor immune cell function is required to improve response rates. Successful therapy has been linked to increased CART expansion, long-term persistence as well as early memory differentiation, and approaches to augment these properties could greatly enhance CAR T cell potency. DNA modifying enzymes such as the methylcytosine dioxygenase TET2 may be involved in the control of T cell differentiation and function, and TET2 disruption leads to increased T cell proliferation, longevity, and early memory differentiation. However, the role of TET2 in regulating CAR T cell fate and function is not well understood. I hypothesize that TET2 catalytically and non-catalytically regulates CAR T cell differentiation and antitumor activity by direct alteration of DNA methylation status as well as through chromatin remodeling. The catalytic function of TET2 induces active DNA demethylation through successive oxidation of 5-methylcytosine (5mC) to 5-hydroxymethylcytosine (5hmC), 5- formylcytosine (5fC), and 5-carboxylcytosine (5caC). Demethylation is then achieved through either passive dilution of 5hmC or active excision of 5fC and 5caC. The biological impact of these two active demethylation pathways in CART cells is not understood. In Aim 1, I propose to elucidate the role of TET2-catalyzed changes to the methylome in mediating CART cell differentiation and effector function. I postulate that the active excision commitment step converting 5hmC to 5fC is indispensable for TET2-mediated control of T cell differentiation and antitumor function. To evaluate this, I will investigate the effect of halting oxidation at the 5hmC step on differentiation, antitumor function, and global as well as site-specific DNA methylation profiles in CAR T cells. Additionally, TET2 impacts chromatin structure through both catalytic and non-catalytic mechanisms involving interactions between histone modification proteins. The role of TET2-induced changes to chromatin structure on T cell fate is also currently unknown. In Aim 2, I will determine how chromatin remodeling by TET2 impacts regulation of CAR T cell differentiation and function. I hypothesize that TET2 influences changes to local chromatin structure through catalytic and non-catalytic activities to regulate CAR T cell differentiation and antitumor function. Thus, I will investigate the effect of eliminating TET2 catalytic function on the differentiation, antitumor efficacy and the epigenetic landscape of CAR T cells compared to simultaneous knockout of both catalytic and non-catalytic activity and stalled catalytic function. Together, these aims will improve our understanding of TET2 function in regulating T cell-mediated tumor control and inform strategies to safely modulate TET2 activity to improve outcomes with CART cell therapy."
10897797,"PROJECT SUMMARY
Endovascular surgeries (ES) increasingly augment or replace traditional open surgical treatment of brain, liver,
heart, and vascular diseases due to their improved clinical outcomes, faster recovery times, and improved mor-
tality rates. These surgeries are commonly performed by inserting endovascular equipment into the groin or arm
and navigating to distal arteries through a combination of axial loading and rotation of the base of the tools,
utilizing the curved tips to deﬂect into intended locations and vessels. Despite the many beneﬁts of endovascular
surgeries, vascular anatomy, particularly for elderly patients who represent a large portion of those undergoing
such procedures, can demonstrate excessive tortuosity and severe angulation, leading to high-risk , time-intensive
procedures that can only be performed by a select number of expertly trained specialists. The small number
of specialists results in limited access to necessary treatment, and patients are forced to either wait and travel
for treatment or to not receive treatment at all. There is therefore a critical need for new endovascular robotic
surgical tools that are safe, e↵ective, and that enable more surgeons to successfully navigate challenging anatomies.
To address this need, a new soft-robotic approach called VINE – Vascular Internal Navigation by
Extension – will be used. When pressurized with ﬂuid, these VINEs navigate via extension at their tip in a man-
ner analogous to how plants grow, creating shapes with complex curvatures. These VINEs are inherently safer
due to their soft structure and represent a fundamentally di↵erent method of movement. The overall objective of
this work is to characterize the behavior and reﬁne the design of the VINE for ES, including the shape control
methods, and to validate its e""cacy and safety. The central hypothesis is that this new method of shape control
and navigation via tip-extension enables VINEs to safely and e↵ectively traverse the vasculature. The central
hypothesis will be tested by pursuing three speciﬁc aims: (1) characterize and reﬁne small-scale, pre-shaped and
steerable VINE designs for ES, (2) evaluate VINE e""cacy in bench-top models, and (3) validate the safety of the
entire VINE system in an in vivo pig study. This work will serve as a ﬁrst step towards achieving the long-term
goal of creating a soft robotic catheterization system, operable by a large number of surgeons, to increase access
to high-quality surgical treatment.
This work is innovative in that the proposed VINE is the ﬁrst everting, robotic catheter with shape control and
represents a substantive departure from the status quo, which currently relies on pushing semi-rigid instruments
from their proximal end. The expected contribution of this work is a preliminary soft, tip-extending robotic system
capable of safely and e↵ectively navigating around acute turns and through winding paths of the vasculature, which
is signiﬁcant since it will ultimately lead to increased access to high-quality minimally invasive procedures."
10897795,"SUMMARY
The innate and adaptive immune response against allografts is the main impediment to successful transplantation.
Heart transplantation is the best option for selected pediatric and adult patients with end-stage heart failure,
however, the threat of rejection remains high, despite improvements in immunosuppressive therapies, conditioning
regimens and medical care. Importantly, currently used interventions are not donor-specific and therefore may
cause increased risk of infections and cancer. A deeper understanding of the basis of allo-recognition is needed
for the development of novel donor-specific therapies to treat graft rejection minimizing the harmful side effects.
 Recent studies have challenged the dogma that initiation or re-activation of anti-donor immunity in graft-
draining secondary lymphoid tissues (SLTs) depends mainly on donor Ag-presenting cells (APCs) mobilized from
the grafts. Increasing evidence and our preliminary studies indicate that heart and non-vascularized skin allografts
release extracellular vesicles (EVs) carrying donor-Ag that traffic to the SLTs where the graft EVs stimulate donor-
reactive B cells and T cells. Despite increasing information during the past 5 years on the role of graft EVs on
elicitation of anti-donor immunity and their potential use as biomarkers in transplantation, the mechanisms in vivo
by which graft EVs interact with recipient’s immune cells in graft-draining SLTs and promote anti-donor immunity
remain largely unknown.
 The family of EVs encompasses vesicles with different biogenesis, size and composition that includes
exosomes and microvesicles. Although growing evidence indicates that EVs represent a mechanism by which
cells horizontally transfer proteins, mRNAs, non-coding RNAs and lipids, the function of EVs in vivo remains an
enigma. Therefore, we propose to investigate the mechanisms in vivo by which graft EVs initiate or re-activate
in graft-draining SLTs, the innate and adaptive immune responses that lead to rejection of allografts. We will
analyze these mechanisms in mouse experimental models of cardiac and non-vascularized skin allografts.
 We hypothesize that “graft EVs constitute a cell-free platform that by multiple mechanisms initiates
or re-activates the anti-donor immune response in the recipient’s SLTs”. This application will investigate
these mechanisms in situ and in vivo using transplant models in mice and a translational model in humanized
mice. We will test our hypothesis in the following aims: Aim 1 will investigate the origin of graft EVs and their
effects on recipient APCs in graft-draining SLTs, Aim 2 will analyze the mechanisms by which graft EVs generate
anti-donor B cell immunity in SLTs and Aim 3 will analyze how graft EVs elicit anti-donor T cell immunity in SLTs
and its relevance to transplantation in humans. Our long-term goal is to understand how graft EVs function in
vivo to provide new grounds for development of EV-based therapies and disease markers of clinical relevance
to transplantation and immune-mediated disorders."
10897813,"PROJECT SUMMARY/ABSTRACT
Post-transcriptional modifications of mRNA have emerged as a central regulatory mechanism in genetic
information flow. N6-methyladenosine (m6A) is the most abundant post-transcriptional modification in
eukaryotic mRNAs. m6A mRNA methylation is reversible and dynamically regulated by writers, erasers and
readers. Writers are methyltransferases that install the methyl group on adenosine residues, erasers are
demethylases that remove the methyl group, and readers are proteins that recognize and interact with the m6A
site. m6A methylation influences all fundamental aspects of mRNA metabolism, including mRNA processing,
stability and translation. Despite tremendous progresses, the in vivo roles of m6A mRNA methylation in
macrophage biology remains unclear. Sepsis is a major clinical problem and leading cause of death in patients
in intensive care units. Sepsis is usually caused by Gram-negative bacterial infection that triggers a fast
cytokine storm. Macrophages as the first line of defense are the predominant producer of pro-inflammatory
cytokines during infection. Proper resolution of the cytokine response is essential for the host's well-being. The
intensity and duration of cytokine storm is delicately regulated by negative feedback regulatory loops, and the
SOCS family of proteins are the central players of this feedback regulatory mechanism. We have sought to
understand the role of m6A methylation in macrophage biology by genetically targeting METTL14, a core
subunit of the m6A methyltransferase (a writer). We found that mice carrying METTL14 deletion in myeloid
cells are hypersensitive in both cecal ligation puncture (CLP)- and lipopolysaccharide (LPS)-induced sepsis
models. These tissue-specific METTL14-mutant mice produced and maintained much higher levels of serum
pro-inflammatory cytokines and suffered much higher mortality than control mice. METTL14-depleted
macrophages produced and sustained much higher levels of pro-inflammatory cytokines than the control
macrophages, and the underlying cause is that METTL14 deletion impairs SOCS1 induction in macrophages
following bacterial infection or LPS challenge. Our data support the hypothesis that m6A methylation plays a
critical role in controlling the intensity and resolution of cytokine storm in sepsis by increasing Socs1 mRNA
stability and translation. Our data strongly suggest that LPS or bacterial infection activates the NF-κB pathway
that stimulates Socs1 mRNA transcription; LPS/bacterial infection further increases Socs1 m6A methylation by
promoting FTO (an eraser) mRNA degradation, and then YTHDF1 (a reader) binds to the Socs1 m6A sites to
promote Socs1 mRNA stability and increase its translation. In this proposal we will validate that SOCS1 is an
essential METTL14 target to control macrophage activation in septic response using in vivo and in vitro models
(Aim 1), validate that YTHDF1 is a critical reader to promote Socs1 mRNA stability and translation in septic
response (Aim 2), and validate that FTO is a critical eraser whose mRNA degradation promotes Socs1 m6A
methylation and greatly contributes to negative feedback control of macrophage activation (Aim 3)."
10896079,"Summary
Retention in HIV care is associated with longer survival, viral suppression, and lower HIV transmission. HIV
disproportionally affects men who have sex with men (MSM). In Peru, the HIV epidemic is concentrated among
them (prevalence 12.2%), while only 0.4% of the general population is HIV+. Worryingly, MSM with HIV are
less likely to stay engaged in care! than other population groups. Studies with MSM have reported efficacy of
text-message (SMS) reminders for retesting of HIV and other sexually transmitted infections. However, more
trials are needed with them in order to assess the use of SMS for increasing retention in HIV care in resource-
limited settings, such as in Latin America. Two-way text messaging can provide an increased level of real-time
support to patients. WelTel was the first randomized controlled trial using an interactive two-way text
messaging approach that reported a significant increase in self-reported adherence and viral suppression. The
hypothesis for this study is that an upgraded version of WelTel to deliver an interactive two-way SMS-based
intervention will increase retention in care among HIV+ MSM in Peru. This career development award seeks:
1) to develop an SMS-based intervention to be delivered through the WelTel system to increase retention in
HIV care among HIV-positive MSM at a government-based hospital in Peru; and 2) to determine the efficacy of
the intervention for increasing retention in HIV care when compared with standard-of-care. I will recruit 208
HIV+ MSM and randomize them (1:1) to an intervention (receives the SMS-based intervention) and control
(standard of care) group. I will follow them up throughout the duration of the twelve months course. The main
outcome will be retention in HIV care within one year after enrollment. Results will be used to design a multi-
site trial to assess the effectiveness of the intervention in improving retention in HIV care among HIV+
Peruvian MSM that will be submitted for R01 funding. A multi-disciplinary mentoring team will support me with
expertise in areas related to my career plan: HIV prevention trials (Dr. Duerr), mobile health (Dr. Blas and Dr.
Lester), HIV research (Dr. Gonzales), implementation science (Dr. Zunt), qualitative research (Dr. Galea),
quantitative methods (Dr. Carcamo), and evaluation of interventions (Dr. Garcia). With them, I have designed a
training plan to fill the gaps in knowledge and skills I need to succeed in my goals. I will obtain additional formal
training in qualitative research and implementation science, and! statistical and epidemiological methods. I will
also acquire skills in grant/manuscript writing and I will pursue continuous training in responsible conduct of
research. This mentored research training support will enable me to achieve my goal of becoming a leading
global health researcher at Universidad Peruana Cayetano Heredia, actively collaborating with top international
institutions and fostering health policies with rigorous evidence."
11115524,The Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD) has a mission to develop safe and effective contraceptives for women and men. The mission of the Contraceptive Clinical Trials Network (CCTN) is to develop protocols and conduct clinical trials that will assist in product development with the end goal to provide effective and safe contraception for women and men.
10897176,"Summary
Antibiotic persistence remains one of the most challenging barriers to effective clearance of chronic bacterial
infections. Despite the intervening decades since its original discovery, we still lack a basic understanding of
how molecular networks implement the defining features of persistence: phenotypic heterogeneity and tolerance
to lethal levels of antibiotic exposure. Much of the work on persistence has been phenomenological and the
mechanistic studies which, so far, have only focused on a few candidate pathways, have failed to provide an
adequate understanding of this complex phenotype. Here, we propose an unbiased systems biology approach
to characterize the genetic and regulatory underpinnings of persistence. A primary aim is to precisely define the
cellular state of persister cells which typically make up only a small (< 10-4) fraction of the population. We will
utilize our previously developed genetic and chemically induced models of E. coli hyper-persistence to trigger
persister cells, and to follow the trajectory of their phenotypic diversification by using our recently developed
single-cell RNA sequencing technology (PETRI-seq). This will enable us to define the dynamics of the process
at single-cell resolution, and identify highly specific persister markers, which we can use to purify them to near-
homogeneity. We will then profile the global gene regulatory state of persisters by using our recently optimized
technologies for in vivo Protein-DNA and RNA-RNA interactions. Combining the single-cell RNA atlas and global
regulatory interactions will enable us to generate causal graphical models of pivotal regulatory events that
underlie persister formation. We will utilize our recently developed CRISPR-interference technology (CALM) to
systematically determine how knock-down perturbations to all essential and non-essential genes affect
quantitative parameters of persistence, including persister-fraction and kill-rates. Finally, by combining the
regulatory and genetic maps of persistence, we will identify and validate the most critical vulnerability nodes
whose targeting will eliminate persister formation and survival. The massive scale of these observations will
reveal the most comprehensive and unbiased global view of persister generation, gene regulation, and
physiology, to date. This is a critical foundation upon which we can devise rational strategies for reducing the
clinical burden of persisters. Finally, the unique conceptual and technological approaches here will serve as a
blueprint for exploring the genetic and regulatory basis of other complex bacterial phenomena, such as biofilms,
where phenotypic heterogeneity is a defining hallmark."
10897177,"PROJECT SUMMARY
Ovarian cancer is the 5th leading cause of cancer death in women. The overall 5-year survival rate for epithelial
ovarian cancer (EOC), the most common type, remains approximately 30% over the last several decades. High-
grade serous ovarian cancer (HGSOC) is the most common and lethal form of EOC. Thus, the novel strategies
for treating HGSOC are urgently needed. Cancer cells often carry genetic defects that provide opportunities for
specific targeting. Expression of the B55 α, a regulatory subunit of the heterotrimeric serine/threonine
phosphatase PP2A, is reduced in 46% of ovarian cancers, as a result of loss of heterozygosity. Our recent novel
genome-wide synthetic lethality screen discovered that B55 α reduction led to the enhanced sensitivity of cells
to an inhibitor targeting replication stress response kinase CHK1. Currently, inhibitors of CHK1 and its upstream
effector ATR are being tested in clinical trials without precise guidance of biomarkers to identify responsive
populations, which significantly reduce the efficacy of these agents. Thus, the goal of this application is to
establish the molecular basis for targeting B55 α defective HGSOC by ATR/CHK1 inhibitors and for B55 α being
a biomarker to guide the use of those agents. PP2A has diverse functions, including the negative regulation of
numerous oncogenic signaling. Oncogene activation can cause replication stress that could be lethal to the cells.
ATR/CHK1 signaling suppresses replication stress to less toxic levels. Thus, cancer cells with increased
replication stress, such as cancer cells with c-Myc activation/expression, heavily rely on ATR/CHK1 for survival.
Given the role of PP2A in negatively regulating multiple oncogenic pathways, B55 α deficiency may lead to
oncogene activation and replication stress, rendering these cells sensitive to ATR/CHK1 inhibition. We
hypothesize that ATR and CHK1 inhibitors specifically target B55 α-defective HGSOC cells by enhancing
replication stress. Thus, reduced B55 α expression could be a biomarker to guide the use of ATR and CHK1
inhibitors. Three Specific Aims are proposed. In Aim 1, we will determine the role of c-Myc in B55 α deficiency-
induced replication stress. In Aim 2, we will determine the causes of the B55 α deficiency-induced replication
stress. In Aim 3, we will assess the anti-tumor activities of ATR and CHK1 inhibition in targeting B55 α defective
HGSOC cells. If successful, our study will have a significant impact on improving the survival of ovarian cancer
patients by identifying new treatment approaches and by providing a new stratification biomarker for identifying
ATR/CHK1 inhibitor sensitive populations."
10897178,"Project Summary
In the United States, there are >17,000 new cases of spinal cord injury (SCI) every year, and ~300,000 people
living with chronic SCI. To date, no FDA-approved treatment improves functional recovery. SCI is increasingly
occurring in the aging populations, accompanied by an age-dependent decline in recovery. However, the lack of
studies that incorporate age as a key biological variable has become a major obstacle in translating preclinical
therapies into successfully treating the aging SCI population.
The functional decline of mitochondria associated with normal aging suggests that improving mitochondrial
function following SCI could result in better recovery. However, non-selectively enhancing mitochondria activity
can have divergent effects depending on age and effected cell types, impairing recovery in young mice while
promoting it in older mice. While the cellular and molecular mediators of this age-dependent effect are unknown,
this suggests that more uniform effects may be achieved by targeting the decline in mitochondria function in a
cell specific manner. New data suggest that mitochondrial activity in astrocytes is impaired with age, and that in
vitro reducing mitochondrial activity in young astrocytes increases the injury size, and conversely, activation of
mitochondria reduces the lesion size. This is of high importance because acute astroglial scar formation after
SCI is beneficial, reducing the spread of inflammation and protecting spared neural tissue. Preliminary in vivo
data suggests a reduction in acute astroglial scar formation with age and an increase in inflammation markers
and lesion size, associated with a reduction in functional recovery. Remarkably, pilot data show an age-
dependent changes in molecular pathways involved in astrogliosis including the reduction of STAT3 (signal
transducer and activator of transcription) and increase of PIAS3 (Protein inhibitor of activated STAT3), both
having opposite roles on mitochondrial activities.
Thus, the central hypothesis is that the age-dependent decline in astrocytic mitochondrial functions
impairs astroglial scar formation and reduces functional recovery after SCI with age. This hypothesis will
be tested in three related, but independent, aims:
The overall objective of this project is to demonstrate that promoting mitochondrial activity in astrocytes reduces
lesion size and promotes recovery after SCI in aged animals. These objectives will be achieved by reducing
mitochondrial function in astrocytes in vitro and in vivo, using genetic (Ndufs4flox;Ai14) and pharmacological
strategies (Aim 1), by increasing mitochondrial activity using PGC-1α overexpression in astrocytes and drugs
promoting mitochondrial functions chosen from a new High Content Screen assay (Aim 2), and by establishing
the sub-cellular roles played by STAT3 and PIAS3 in modulating mitochondrial function in astrocytes using in
vitro and in vivo gain and loss of function (transgenic mice STAT3flox, PIAS3flox, SOCS3flox; overexpression of
nuclear or mitochondrial STAT3 and PIAS3) and in vivo transient mRNA expression after SCI (Aim 3)."
