APPLICATION_ID,ABSTRACT_TEXT
10908879,"PROJECT SUMMARY
 Osteoarthritis (OA), the loss of cartilage lining articular joints, is the leading cause of pain and disability
worldwide. There are no existing treatments for OA and pain management strategies are inadequate. OA was
historically dismissed as a consequence of mechanical overloading, but overloading does not explain the
burden of OA. Furthermore, approaches to study this painful disease have often focused on evaluating single
tissues in isolation, like cartilage, and assume that OA pathology is focused solely within the joint organ
system. However, the OA population disproportionally is comprised of individuals with obesity and other co-
morbidities. We and others have contributed to a paradigm shift in OA, demonstrating the surprising finding
that OA may have systemic origins involving adipose tissue.. To determine the individual mechanistic
influences of systemic adipose tissue on the joint, we developed a model of fat free mice, that completely lack
fat, but are protected from OA. We can reverse this protection by implanting a small fat graft, which illustrates a
line of communication between fat and cartilage that is separable from other factors like insulin resistance and
liver damage, which are incompletely rescued. Consistent with this hypothesis, we are changing the prevalent
view in OA and propose that OA is a whole-body disease of pain and loss of physical function. Here we aim to
define systemic mediators of OA, which may enable the generation of first-in-class disease modifying
treatments that would chart the course for improved whole-body health and longevity.
 By studying OA, this proposal will provide insight into a critical unanswered question in multi-
organ aging: Is OA a systemic disease that generates symptoms in the joint? Our objective is to
determine how adipose tissue communicates with the joint. We will interrogate three potential direct interorgan
crosstalk mechanisms using a comprehensive and ambitious approach: (1) signaling through soluble secreted
factors, (2) cell migration or cell-to-cell mediated, and (3) nervous system mediated adipose-joint crosstalk. Our
previous work suggests that all three mechanisms occur in OA, however their relative contribution and
hierarchy are unknown. In the first study, we will use leptin signaling, a factor widely implicated in OA
pathogenesis, to understand joint tissue-specific responses and signal transduction between fat and the knee
joint. Then, we will use heterochronic parabiosis as a model to understand cell migration to knee joint injury.
Finally, we will consider crosstalk between adipose and joint tissues through sensory neurons that innervate
the knee joint. Mouse models of OA typically focus on structural assessments using histology or imaging alone,
however our lab incorporates pain and structural damage assessments in all our OA models. Our lab is
uniquely positioned to interrogate these adipose-knee joint crosstalk mechanisms, as we have the tools
and expertise to dissect and test each. From these studies, we will delineate pathological mechanisms of OA to
develop much needed first-in-class therapeutic targets."
10909788,"Systemic sclerosis (SSc; scleroderma) is a complex autoimmune disease without a cure or an effective
therapy for the many devastating aspects of disease. Mouse models do not recapitulate all features of SSc,
mandating human studies for understanding this complex pathogenesis. The median survival is ~11 years after
SSc diagnosis and the estimated national hospital costs related to SSc exceed 275 million yearly. SSc affects 250
per 1 million people in the US, with a ~3-4 time greater prevalence among Veteran’s Health Administration
patients. The pathogenesis of SSc is characterized by immunological abnormalities, vascular changes, notably in
the microvasculature, and fibrosis, yet both the cause and effect of these mechanisms within the gastrointestinal
tract (GIT), which is the most common extra-cutaneous organ system damaged in SSc, is unknown.
 Our previous work supported by I01 CX002111-01 “Systemic sclerosis (SSc) vasculopathy: Improved
clinical monitoring and treatment” discovered that that both large artery (i.e., brachial artery), as well as
microvascular (i.e., arterioles and capillaries) endothelial dysfunction is a critical feature of SSc. A dysfunctional
endothelium leads to increased vascular permeability, greater tissue immune cell infiltration, blunted angiogenic
capacity and impaired vascular reactivity and tissue blood flow. While we showed that acutely we could improve
this vascular dysfunction, clinical interventions are limited by trial design issues and are greatly improved by
models that specifically study the mechanism of disease. We identified a novel method for quantifying
microvascular change in the oral cavity (sublingual videomicroscopy) that correlates to GIT symptoms in SSc.
This sublingual videomicroscope measures the glycocalyx, which maintains homeostasis of the vasculature,
including controlling vascular permeability and microvascular tone, preventing microvascular thrombosis, and
regulating leukocyte adhesion.
 In the first specific aim of our proposed study, we will perform a natural history study of the glycocalyx,
its relation to GIT patient reported outcomes (PRO) and end-stage vasculopathy features, including digital ulcers
(DU), pulmonary hypertension (PH), scleroderma renal crisis (SRC), calcinosis, and telangiectases. In the second
specific aim of the proposed study, we will develop a novel model to further study these end-stage vasculopathy
features (DU, PH, SRC, calcinosis, telangiectases, and severe GIT symptoms) in Veterans with SSc. We will
generate endothelial cells (EC) from inducible pluripotential stem cells (iPSC) created from their blood and age-
frequency and sex matched healthy controls. The main research objective of this project is to build upon our
current clinical research program for our Veterans with SSc that has identified important in vivo aspects of SSc
vasculopathy and its relation to PRO. The over-arching goal of this project renewal is to define SSc-GIT
vasculopathy through serial microvascular measurements in the vasculature of the mouth and correlate these to
symptoms, end-stage vasculopathy clinical features, and glycocalyx characterization. We will then investigate the
etiology of end-stage vascular complications through the establishment of a SSc-iPSC-EC model that can be
tested for permeability, healing, and leukocyte rolling. Thus, this proposal will clarify SSc vasculopathy
pathogenesis through serial sublingual microvascular microscopy, GIT PRO, markers of glycocalyx dysfunction,
and testing of SSc-iPSC-EC generated from peripheral blood. This vasculopathy characterization can potentially
allow us to identify targeted clinical assessments, develop effective management plans, and apply therapeutic
screens for this devastating disease that effects our Veterans quality of life, and for which we currently have a
very limited understanding of pathogenesis. Importantly, the novel iPSC model developed in this project has the
potential to be used in other rare diseases characterized by vascular dysfunction that effect our Veterans."
10910071,"PROJECT SUMMARY / ABSTRACT
 Over the past two decades, suicide rates have increased nearly 35% in the U.S., with up-
ward trends in nearly all demographic groups. Further increases have occurred since the
COVID-19 pandemic began. Despite ambitious goals for reducing suicides and significant fed-
eral and private investment, suicide rates continue to rise unabated. To date, the predominant
approach to mitigating suicide risk in the U.S. is secondary prevention. Typically, these pro-
grams identify risk of recurrence among those who have already attempted suicide at least
once. Although secondary prevention is crucial, the majority of deaths by suicide occur on first
attempt. Thus, targeted primary prevention earlier in development is essential. Most current pri-
mary prevention programs are intensive, expensive, and delivered by highly trained mental
health providers, who are in short supply. Traditional face-to-face therapy is also unavailable to
many who live in underserved communities, and disliked by adolescents, who much prefer digi-
tal delivery on their devices. This high-risk, high-reward proposal addresses these limitations
and needs. We use an experimental therapeutics approach to evaluate the independent and
combined efficacies of two unconventional but scalable interventions: transcutaneous vagus
nerve stimulation (tVNS) to target emotion dysregulation, and a peer-support smartphone app to
combat social isolation. These low-cost interventions, which hold strong promise but have not
been used before, can reach large numbers of adolescents, with much potential to reduce pro-
spective suicide risk. We will enroll 212 adolescents, ages 13-17 years, who show elevations on
at least two prominent risk factors for suicide (e.g., self-injury, maltreatment). Using a 2 × 2 de-
sign, adolescents will be assigned randomly to receive 30 days of treatment with (1) tVNS to tar-
get emotion dysregulation, (2) a peer-support phone app to target social isolation, (3) tVNS + a
peer-support phone app, or (4) enhanced treatment as usual with monitoring and access to re-
sources. Intervention effects on mechanisms (emotion dysregulation, social isolation) proximal
efficacy signals (e.g., physiological reactivity, self-harm) and target outcomes (suicidal ideation,
suicidal behaviors) will be evaluated immediately post-intervention and at one-year follow-up.
Treatment data will be monitored daily to fine-tune dosing of both interventions. This transforma-
tive and innovative proposal tests two novel, scalable preventive interventions designed to
“meet adolescents where they are"" by using digital technologies to address core mechanisms of
suicide risk."
10910072,"The Testicular Cancer Consortium (TECAC) is the only international collaborative group whose goal is to
understand the genetic susceptibility to testicular germ cell tumors (TGCT). The incidence of TGCT is highest
among men of European ancestry, and the most common cancer affecting men aged 15-45. TECAC and its
members have conducted successful genome-wide association studies (GWAS) of TGCT; our latest analysis
has identified 22 novel susceptibility alleles bringing the total validated risk markers to 68, accounting for 43%
of heritability. Our studies have revealed the critical role of variation affecting essential pathways of male germ
cell development and maturation, sex determination, chromosomal segregation, and DNA maintenance in
TGCT susceptibility. We propose three complementary aims to deepen our discovery of inherited variation of
susceptibility to TGCT, results of which will refine our understanding of the biology of TGCT and male germ cell
development, provide insights into inherited variation predisposing to genomic instability, and improve our
ability to identify patients at highest risk of disease. In Aim 1, we will identify rare and common variants
(individual and gene burden) using whole exome (WES) approaches followed by independent validation. We
will conduct de novo WES on extant biosamples from 1000 and 1000 men with and without TGCT,
respectively, and assemble existing WES data from 2066 men with TGCT from TECAC members for
comparison to genomically matched (1:4) unaffected men from the Penn Medicine and UK Biobanks. To
address data heterogeneity, WES data from all sources will be called together using a common pipeline. Fifty
genes and 500 SNPs will be selected for validation in an independent set of extant biosamples from 5000 and
5000 men with and without TGCT, respectively, all with existing genome-wide genotyping. In Aim 2, we will
conduct a transcriptome-wide association study (TWAS), preceded by the largest GWAS study to date in
15,847 men with TGCT and 27,178 (230,610 with deCODE) men without TGCT. We will use a customized
version of FUSION to perform the TWAS, annotated with expression data derived from TGCT cell lines, fetal
and adult germ cells, GTEx, and single cell sequencing of germ cells. In Aim 3, after in silico assessment and
prioritization, 20 top loci/genes will be evaluated in TGCT in vitro models using siRNA and CRISPR to assess
over-expression and knockdown effects on morphology, proliferation, chromosomal abnormalities, and
cisplatin sensitivity. We will select candidate genes from our past genetic association efforts (11 preliminarily
prioritized) and from novel loci/genes found in our WES (Aim 1), GWAS and TWAS (Aim 2) efforts. Our
renewal builds upon our accomplishments and paves the way to identify novel susceptibility loci through three
highly cohesive aims. Our findings will lead to further ground-breaking insights into the biology and genetic
etiology of TGCT and will provide data needed to identify men at greatest need for surveillance, the optimal
way to decrease serious TGCT treatment-related morbidity."
10911068,"Project Summary
The breakthrough technology of CRISPR/Cas9-mediated genomic editing offers an entirely new
and powerful therapeutic potential for patients suffering from genetic diseases like Duchenne
Muscular Dystrophy (DMD). Since joining the Wellstone Network in 2015, the UT Southwestern
Myoediting Core has served both as an essential coordinating hub for the Wellstone research
groups (Projects 1 & 2) at UT Southwestern and as a conduit for sharing expertise and resources
with the broader scientific community. Moving forward, our goals for this Shared Research
Resource Core are: (Aim #1) To continue to support Projects 1 and 2 of the UT Southwestern
Wellstone Center by providing the cutting-edge technologies of human iPSCs, CRISPR/Cas9
genomic editing, and cardiomyocyte differentiation. (Aim #2) To help advance the study of
muscular dystrophy worldwide by providing a DMD/BMD Biorepository of patient-derived DMD
iPSCs and their corresponding CRISPR/Cas9-corrected isolates along with information regarding
the clinical phenotype and genomic sequence of the donor patient. (Aim #3) To help other
investigators take full advantage of these resources by freely sharing our streamlined protocols
and providing training (either on site, or in silico) in best practices and approaches. These
resources are available to investigators from other Wellstone Centers as well as the general
scientific community at large."
10911070,"Project Summary/Abstract
Duchenne muscular dystrophy (DMD) is an inherited X-linked disease caused by mutations in the gene
encoding dystrophin, a protein required for muscle fiber integrity. The dystrophin gene is one of the largest
human genes and consists of 79 exons. Although there are thousands of individual DMD mutations that have
been identified in humans, these mutations are concentrated in hot spot regions of the dystrophin gene. DMD
affects approximately 1 in 5,000 boys and is characterized by progressive severe muscle weakness and a
shortened lifespan. Despite intense efforts to find cures for DMD through a variety of approaches, including
myoblast transfer, viral delivery of dystrophin, and oligonucleotide-mediated exon skipping, there remains no
cure for this disease. Our approach is to use CRISPR/Cas9 genomic editing to permanently correct DMD by
skipping or reframing the mutant dystrophin exons in postnatal muscle tissue in vivo. We refer to this strategy
as Myoediting. This genome editing approach removes the genetic mutation responsible for the disease,
allowing for permanent correction of muscle structure and function. We deliver the CRISPR/Cas9 components
using an adeno-associated virus-9 (AAV9) delivery system which has been shown to provide robust
expression in skeletal muscle, heart and brain, the major tissues affected in DMD patients. To date, we have
successfully corrected the dystrophin gene mutation in several DMD animal models having mutations in key
hot spot regions of the dystrophin gene. In the previous funding period, we generated several other DMD
animals models covering the remaining human hot spot regions and propose to correct these mutations using
CRISPR/Cas genomic editing. Although we have made much progress using CRISPR/Cas genomic editing to
correct DMD, there remains more work to be done to translate this gene editing therapy to the clinic. The
efficiency of delivering the CRISPR/Cas9 components needs to be optimized and questions remain as to the
durability of dystrophin expression after correction. Furthermore, since muscle fibers have hundreds of nuclei,
we need to understand the occurrence of CRISPR/Cas9 genomic editing at the individual nuclear level. The
long-term goal of this project remains to optimize and adapt CRISPR/Cas9-mediated genome editing to
postnatal muscle and ultimately to leverage this approach to correct DMD mutations in humans. This project
continues to represent a close collaboration between clinicians and basic scientists sharing the common goal
of advancing a new therapeutic strategy to permanently cure DMD."
10911072,"Project Summary/Abstract for Project 2
Duchenne muscular dystrophy (DMD) is a recessive X-linked neuromuscular disorder resulting from mutations
in the dystrophin gene, which ultimately produces progressive muscle wasting and atrophy. Importantly, DMD
patients develop cardiac fibrosis and a decrease in cardiac function leading to advanced cardiomyopathy,
which is currently the major contributor to mortality in DMD patients. The mission of the UT Southwestern
Wellstone Center is to develop CRISPR/Cas9 genome editing as a therapeutic modality for DMD patients;
however, issues related to DMD-associated cardiomyopathy will continue to persist. Project 1 proposes to use
genome editing to target the 12 “hot spots” within the dystrophin gene making a truncated dystrophin protein
and converting a DMD patient into a Becker muscular dystrophy (BMD) patient. Thus, the overall goal of
Project 2 is to develop novel therapies to attenuate the morbidity and mortality associated with DMD-
associated cardiomyopathy. Significant strides have been made in treating non-DMD cardiomyopathy;
however, there are no definitive therapies to effectively induce long term reverse cardiac remodeling and
improve overall cardiac function within DMD patients. Our group has undertaken a cardiac MRI study
demonstrating that adult DMD patients have very low left ventricular (LV) mass as well as low LV concentricity
as compared to age-, sex-, and weight-matched control patients. Once a DMD patient develops symptoms
related to advanced cardiomyopathy, the DMD heart starts to dilate and enlarge resembling the structure of
advanced dilated non-ischemic cardiomyopathy. These observations raise the question whether the
development of pathological cardiac hypertrophy is the primary mechanism underlying DMD-associated
cardiomyopathy. Does the observed low LV mass and concentricity arise due to prolonged immobility or are
independent of a DMD patient’s ability to ambulate? Data from the Mammen Laboratory indicates that mdx
mice, a murine model of DMD, have altered cardiac metabolism and also have low cardiac mass due to a
decrease in proliferative gene expression during the first week of life. Therefore, the central hypothesis of
Project 2 is that low LV mass and concentricity in DMD-associated cardiomyopathy leads to progressive
cardiomyopathy independent of a DMD patient’s ability to ambulate. To test our central hypothesis, we will
pursue the following three specific aims: Specific Aim 1: Characterize the clinical and molecular phenotypes
in ambulatory and non-ambulatory DMD patients as a function of patient age. Specific Aim 2: Define the
cardiac phenotype in BMD-associated cardiomyopathy as a function of patient age and site of the genetic
mutation. Specific Aim 3: Determine the molecular phenotypes of human DMD and BMD cardiomyocytes."
10923781,"Background: Mild cognitive impairment (MCI) is an important public health concern for aging Veterans due to
the increased risk for progression to dementia and increased mortality. Insomnia is common in MCI (occurring
in up to 60% of patients) and increases risk for dementia, disability, and poor quality of life. Rates of MCI and
insomnia are higher among Veterans than civilians, thus aging Veterans with MCI and comorbid insomnia
represent a particularly high-risk population. The gold standard treatment for insomnia, Cognitive Behavioral
Therapy for Insomnia (CBT-I), is a multi-component behavioral intervention. However, cognitive impairments
experienced by individuals with MCI may limit the rate of progress in CBT-I. The use of memory support
strategies can improve patient recall of therapeutic information, enhance treatment adherence, and improve
treatment outcomes. Cognitive Symptom Management and Rehabilitation Therapy (CogSMART) provides
compensatory strategies to improve learning, memory, attention, and executive functioning. CogSMART has
been shown to improve cognition, functional capacity, neurobehavioral symptoms, and quality of life in diverse
Veteran populations with cognitive impairment. Incorporating supportive CogSMART cognitive strategies into
CBT-I has the potential to improve treatment learning, adherence, and outcomes for this Veteran population.
Significance: This RR&D SPiRE research project will assist us in developing and evaluating Sleep-SMART
(Sleep Symptom Management and Rehabilitation Therapy), an innovative user-informed approach for
treatment of insomnia in Veterans with MCI. Sleep-SMART is intended to provide the core components of
CBT-I along with training in compensatory cognitive strategies from CogSMART to enhance intervention
adherence and learning. Provision of this supportive cognitive training will assist Veterans with cognitive
impairments in maintaining compliance with the CBT-I regimen, thereby leading to faster and more complete
treatment benefits. Aims: Our principle aims for the investigation include: 1) developing the Sleep-SMART
intervention and treatment manual; 2) assessing the feasibility and acceptability of Sleep-SMART in Veterans
with MCI and insomnia; and 3) exploring the effects of Sleep-SMART on rehabilitation outcomes, quality of life,
sleep, and cognitive functioning. Methodology: We propose to develop the Sleep-SMART intervention and
manual over the first 6 months of the project (Phase I) using a participatory research approach guided by the
Intervention Mapping Adapt framework. We will subsequently assess the feasibility and acceptability of Sleep-
SMART (Phase II) by enrolling 26 Veterans ages 60 and older to receive six 50-minute weekly sessions of
individual Sleep-SMART treatment via secure video-conferencing. Feasibility will be assessed through
recruitment metrics, level of Veteran participation in the treatment, clinician fidelity to the treatment protocol,
and evaluation of barriers to treatment implementation. Acceptability will be assessed primarily through
questionnaires and other measures assessing satisfaction, acceptability, appropriateness, and adherence to
the intervention. While efficacy is not our primary aim, we will collect some initial data for estimating effect
sizes to assist in future power calculations. Veterans will be asked to complete specific measures of disability,
independent living skills, quality of life, sleep, and cognitive functioning. Next Steps: Pilot data acquired from
this investigation will be used for application(s) to conduct randomized controlled trials investigating the
efficacy of Sleep-SMART in Veterans with MCI and insomnia compared to standard CBT-I or treatment as
usual. The results of this investigation will also be used to inform scale-up implementation and dissemination
efforts."
10924916,"Overall Abstract
The CNPRC has maintained a pedigreed colony of Indian-origin rhesus macaques for over 22 years. The SPF
Pedigreed Indian origin rhesus colony includes both an SPF level 1 colony negative for Simian Retrovirus
(SRV), Simian Immmunodeficiency Virus (SIV), Simian T Cell Lymphotrophic Virus (STLV) , and Herpes B virus
(B virus) and an SPF Level 2 colony free of three additional viruses including rhesus cytomegalovirus
(RhCMV), simian foamy virus (SFV), and rhesus rhadinovirus (RRV). This application will expand the
percentage of SPF Level 2 rhesus while maintaining the current overall colony size. We will continue pedigree
determination for all colony animals and characterize the Major Histocompatibility Complex (MHC) Class I
(Mamu-A and -B) and Class II (Mamu-DRB, -DQA, -DQB, -DPA, and -DPB) loci in our breeding SPF rhesus
macaques. This application will continue to collect fecal microbiome and peripheral blood lymphoid cells as a
biorepository for use by HIV/AIDS investigators. The four principal goals of this application are:
Continue to expand the SPF Level 2 population relative to Level 1 while maintaining overall colony size.
Develop improved and expanded screening and confirmatory tests for the detection of SPF agents to facilitate
the maintenance of the SPF colony. We will initiate annual surveillance for Trypanosoma cruzi in recognition of
the expansion of the geographic range of this parasitic infection. This work includes new assays for agents
such as tuberculosis, which represents the first SPF agent.
Maintain genetic analysis to determine the pedigree of Indian rhesus born into the colony and test all adult
breeders to characterize their Major Histocompatibility Complex (MHC) Class I (Mamu-A and -B) and Class II
(Mamu-DRB, -DQA, -DQB, -DPA, and -DPB) loci.
Continue the collection and storage of intestinal microbiome and peripheral blood lymphocyte samples in a
unique SPF Level 2 biorepository to facilitate future research projects investigating the interaction of HIV with
the host microbiome and immune system."
10919937,"Summary
 Management of chronic pain and opioid use/misuse is challenging for clinicians and students,
especially when working with diverse and underserved patient populations. Not all people are affected
by chronic pain and opioid use concerns equally, and there are higher prevalence rates in women,
individuals from lower socioeconomic backgrounds, and people residing in rural areas. Medical and
health professional schools, students and practitioners need more educational resources to help
address the complex problems associated with the management of chronic pain, opioid use, and the
impact of diversity on clinical outcomes. Very few low-cost, flexible, highly-engaging, and effective
learning resources are available to help the healthcare workforce best learn to manage these unique
health concerns. Gamification holds promise as a user-friendly, fun, engaging and effective teaching
strategy, especially for healthcare applications. Palmetto Innovative Education LLC provides innovative
software and gaming solutions to help engage interprofessional teams of healthcare students,
researchers and clinicians with unique training opportunities. We seek to develop a convenient and
engaging educational platform to provide training in pain and opioid management as well as teach
empirically-supported communication strategies for optimizing treatment adherence. Typically, training
health professional students and practitioners via traditional didactic approaches falls short of engaging
learners in a manner that promotes application of knowledge. Conversely, gamification offers a lower-
cost, high quality, standardized, easily-accessible and flexible approach to healthcare provider
education that promotes application of acquired knowledge and increased engagement of learners.
Palmetto Innovative Education seeks to capitalize on the PI’s expertise as a pain management
clinician/educator and scientist, and combine these skills with his company’s game development
expertise and experience to create a novel, innovative and engaging educational game platform for
teaching students and practitioners alike about modern, empirically-supported strategies for pain and
opioid management. In this phase-I project, we seek to: (Aim-1) Develop a multi-platform educational
and interactive 3D digital game (SimuVersity Medical Center) to teach health professional students and
practicing clinicians modern and empirically validated strategies for pain and opioid management in
patients from a range of racial and ethnic backgrounds and with a variety of presenting pain and
substance use problems, and (Aim-2) Compare the effectiveness of this new educational activity/game
in meeting clinical learning objectives and outcomes compared to traditional didactic approaches to
provider and student education."
