APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,OPPORTUNITY NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
10754929,R35,GM,5,N,2023-12-11,2024-01-01,2024-12-31,859,R35GM139603,SCHOOLS OF DENTISTRY/ORAL HYGN,PAR-19-367,5R35GM139603-04,NIGMS:393918\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,Chicago,UNITED STATES,DENTISTRY,07,098987217,US,577703,UNIVERSITY OF ILLINOIS AT CHICAGO,IL,606124305,Narrative Wound healing is a complex process that involves thousands of genes and a large number of cells. The studies proposed in this application will use quantitative models and analysis to study complicated interactions in wounds. The results will help us understand wound healing in both health and disease.,1857744 (contact),"DIPIETRO, LUISA A (contact)","CHAO, CHIEN-CHUNG",2021-01-01,2025-12-31,Address;Algorithms;angiogenesis;Animals;biological research;cell type;Cells;chronic wound;Cicatrix;Collaborations;Compensation;Complex;Computer Models;Couples;Disease;Elements;epithelial repair;Event;Exhibits;experimental study;Functional disorder;Gene Deletion;Genes;Genomics;healing;Health;Human;in vivo;Inflammation;Knock-out;Messenger RNA;Modeling;Molecular;Mus;novel;Oral mucous membrane structure;Outcome;Pattern;Process;re-epithelialization;Regulatory Pathway;Research;response;Site;Skin;skin healing;skin wound;System;Testing;therapeutic development;tissue repair;Tissues;tool;Transcript;transcription factor;transcriptome;wound;wound healing,Complexity and the Wound Healing Response,139603,ZRG1,Special Emphasis Panel[ZRG1-CB-J(55)R],NA,NA,4,250000,143918,393918,NA
10754930,R01,HL,5,N,2023-11-13,2023-12-01,2024-11-30,837,R01HL163908,SCHOOLS OF MEDICINE,PA-20-185,5R01HL163908-02,NHLBI:730352\,NON-SBIR/STTR RPGS,2024,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",NA,LOS ANGELES,UNITED STATES,INTERNAL MEDICINE/MEDICINE,36,092530369,US,577505,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,900952000,"Relevance to Public Health Atherosclerosis/Cardiovascular Disease (CVD) is the leading cause of death in the US, and therefore creates a significant burden to the national health system and despite lipid lowering treatments adverse events continue to rise. Our discovery that altering bile acid amount and/or composition regulates the selective absorption of lipids and extent of atherosclerotic disease will advance our fundamental understanding of how absorption regulates atherosclerosis progression and may reveal novel opportunities for therapeutic intervention.",10369513;11600836 (contact),"TARLING, ELIZABETH JOANNA;VALLIM, THOMAS A (contact)","LIU, LIJUAN",2022-12-15,2026-11-30,absorption;Acceleration;Acids;Adult;Adverse event;Affect;atheroprotective;Atherosclerosis;Bacterial Toxins;Bile Acid Biosynthesis Pathway;bile acid metabolism;Bile Acids;Bile fluid;Biological Assay;burden of illness;Cardiometabolic Disease;Cardiovascular Diseases;cardiovascular disorder risk;Cause of Death;Cells;Chemical Structure;Chenodeoxycholic Acid;Cholesterol;cholesterol absorption;Cholesterol Esters;Cholic Acids;Clustered Regularly Interspaced Short Palindromic Repeats;Communication;CYP2C19 gene;CYP7A1 gene;CYP8B1 gene;design;Detergents;Development;Diet;Dietary Fats;Dietary Fatty Acid;Disease;early onset;Enzymes;ezetimibe;Fatty Acids;Gene Expression;Genes;Genetic study;gut-liver axis;Health system;Hepatic;Human Genetics;hypercholesterolemia;Immune;improved;in vivo;Inflammation;Inflammatory;Intake;Intestinal permeability;Intestines;LDL Cholesterol Lipoproteins;Leaky Gut;lipid metabolism;Lipids;Liver;Low-Density Lipoproteins;Mass Spectrum Analysis;Measures;Mediating;Metabolism;muricholic acid;Mus;novel;Nutrient;Pathogenesis;Pathway interactions;Plasma;Property;protective pathway;Public Health;Role;Signal Transduction;Signaling Molecule;System;Testing;Therapeutic;Therapeutic Intervention;tool;transcriptome sequencing;Triglycerides;United States;uptake,Targeting the gut-liver axis in cardiovascular disease,163908,ZRG1,Special Emphasis Panel[ZRG1-VH-C(02)M],NA,NA,2,474257,256095,730352,NA
10754931,R01,MH,5,N,2023-10-25,2023-11-01,2024-10-31,242,R01MH113257,SCHOOLS OF MEDICINE,PA-20-185,5R01MH113257-08,NIMH:540513\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF MENTAL HEALTH,NA,NEW HAVEN,UNITED STATES,NEUROSCIENCES,03,043207562,US,9420201,YALE UNIVERSITY,CT,065208327,"PROJECT NARRATIVE A non-human primate (macaque) brain resource (MacBrainResource, MBR) has been established from slides, tissue and EM blocks generated in the laboratories of Drs. Pasko Rakic and Patricia Goldman-Rakic. This resource will enable scientists worldwide to conduct de novo analyses of the macaque brain at a minimal cost to them and without the sacrifice of any additional animals. To renew MBR for another 5 years would permit the completion of ongoing scientific studies and the initiation of new ones while honoring the public call and scientific commitment to data and resource sharing and a responsible use of animals in research.",8650186 (contact),"DUQUE, ALVARO  (contact)","LIU, CHRISTINA",2017-02-15,2026-10-31,Adult;Age;age group;Amino Acids;Animals;Architecture;Area;Awareness;Axon;Behavior;Brain;brain cell;Brain Pathology;Brain region;brain research;brain tissue;Breeding;Caring;Cataloging;Catalogs;Collection;Communities;connectome;cost;COVID-19 vaccine;Data;data sharing;Date of birth;Development;Electronic Mail;Embryo;Employment;Ensure;Equipment;Equipment and supply inventories;Ethics;experimental study;fetal;Financial Hardship;Fostering;Freezing;Funding;genome analysis;genome sequencing;Grant;Growth;Histologic;Housing;Human;human disease;Human Pathology;Image;indexing;insight;International;Label;Laboratories;Lesion;Logistics;Macaca;Macaca mulatta;Microscopy;Molecular;Monkeys;neurochemistry;Neurons;Neurosciences;nonhuman primate;operation;Pathway interactions;Photography;Phylogenetic Analysis;Physiological;Population;postnatal;postnatal development;prenatal;Primates;Procedures;Process;Publications;Research;Research Personnel;Research Project Grants;Resource Sharing;Resources;restoration;Scientist;Site;Slide;Societies;Specimen;Structure;Surveys;System;Testing;Thymidine;tissue processing;Tissues;Travel;ultrasound;United States National Institutes of Health;Universities;web site;Widow;Work,Yale Macaque Brain Resource,113257,DBD,Developmental Brain Disorders Study Section[DBD],NA,NA,8,377981,162532,540513,NA
10754932,U01,NS,5,N,2023-12-15,2024-01-01,2024-12-31,853,U01NS130585,SCHOOLS OF MEDICINE,RFA-NS-22-003,5U01NS130585-02,NINDS:649393\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,NA,NEW HAVEN,UNITED STATES,NEUROLOGY,03,043207562,US,9420201,YALE UNIVERSITY,CT,065208327,"Project Narrative. The project establishes a team of researchers dedicated to work together in a national network to determine the most promising new stroke therapies to then be tested in clinical trials, advancing the care for stroke patients. They commit to rigorous testing of potential treatments selected by NINDS to hold great promise for the treatment of stroke.",8775577 (contact),"SANSING, LAUREN H (contact)","HEWETT, SANDRA JEANNE",2023-01-01,2025-12-31,Acute;Adherence;Aging;Animal Testing;Animals;behavioral outcome;biomedical imaging;Brain Ischemia;candidate identification;Caring;Cell Death;Cerebral Edema;cerebroprotection;Clinical;Clinical Research;Clinical Trials;Collaborations;Communication;comorbidity;Data Analyses;Data Collection;Dedications;Diabetes Mellitus;disability;Disease;Doctor of Philosophy;efficacy testing;Ensure;Event;excitotoxicity;Failure;Feedback;Filament;Future;Goals;Health;Hypertension;improved;improved outcome;Injury;innovation;Intervention;Ischemia;Ischemic Stroke;Laboratories;Leukocytes;Magnetic Resonance Imaging;Measures;Metabolic syndrome;Methodology;Methods;Microglia;Middle Cerebral Artery Occlusion;Modeling;mortality;MRI Scans;National Institute of Neurological Disorders and Stroke;Nervous System Trauma;neurobehavioral;next generation;novel;Obesity;Operative Surgical Procedures;Outcome;Outcome Assessment;oxidative damage;Pathway interactions;Patients;Perfusion;Physicians;Pneumonia;post stroke;pre-clinical;pre-clinical assessment;pre-clinical research;Predictive Value;programs;Protocols documentation;Randomized;recruit;Reperfusion Therapy;Research Design;Research Personnel;Rodent;Rodent Model;Schedule;Scientist;Site;skills;Specialist;Stroke;stroke model;stroke patient;stroke therapy;Structure;targeted treatment;Testing;therapeutic candidate;therapeutic evaluation;Therapeutic Intervention;Thrombectomy;thromboinflammation;timeline;Tissues;Training;Translating;translational scientist;translational study;Translations;Work,Y-SPAN: Yale Translational Cerebroprotection Program in SPAN,130585,ZNS1,ZNS1-SRB-D(22),NA,NA,2,387698,261695,649393,NA
10754933,R01,CA,5,N,2023-11-15,2023-12-01,2024-11-30,394,R01CA270120,SCHOOLS OF PHARMACY,PA-20-185,5R01CA270120-02,NCI:636388\,NON-SBIR/STTR RPGS,2024,NATIONAL CANCER INSTITUTE,NA,GAINESVILLE,UNITED STATES,PHARMACOLOGY,03,969663814,US,513806,UNIVERSITY OF FLORIDA,FL,326115500,"Relevance Statement: Acute myeloid leukemia (AML) is the second most common childhood leukemia and has a dismal prognosis. For over 40 years AML chemotherapy has changed little with the continued reliance on ara-C, daunorubicin and etoposide as frontline agents. The proposed research seeks to define the impact of proteomic and metabolomics landscape of leukemic cells on patient risk stratification and revealing additional layers of the molecular basis of AML prognosis to guide the development of more effective treatments for AML.",8666845 (contact);8474910,"LAMBA, JATINDER K. (contact);POUNDS, STANLEY BARRETT","AGRAWAL, LOKESH",2022-12-15,2027-11-30,21 year old;Acute Myelocytic Leukemia;acute myeloid leukemia cell;Adult;Adult Acute Myeloblastic Leukemia;amino acid metabolism;Ara-C;Azacitidine;Biological;Biology;cancer genomics;Cell Line;Characteristics;chemotherapy;Childhood;Childhood Acute Myeloid Leukemia;Childhood Leukemia;Classification;Clinical;Clinical Data;clinical prognosis;clinical translation;Clinical Trials;clinically relevant;cohort;Collaborations;Collection;Creatinine;CRISPR/Cas technology;Custom;Cytarabine;Data;Daunorubicin;Decitabine;demethylation;Development;Diagnosis;Diagnostic;DNA Sequence Alteration;DNMT3B gene;effective therapy;Elderly;Enrollment;Environment;epigenomics;Etoposide;Evaluation;Exposure to;Florida;Genome;genome wide methylation;Genomics;Glucose;Guidelines;human old age (65+);improved;innovation;Knock-out;Leukemic Cell;Malignant Neoplasms;meetings;metabolome;metabolomics;Methods;Methylation;methylome;methylomics;Molecular;Molecular Disease;Multi-Institutional Clinical Trial;Multiomic Data;Mutation;novel;novel therapeutics;Outcome;Pathway interactions;Patient risk;Patients;Pediatric cohort;Pediatric Oncology Group;Pharmaceutical Preparations;pharmacologic;Pharmacology;Phosphotransferases;Positioning Attribute;Procedures;Prognosis;prognostic;Prognostic Factor;Prognostic Marker;Proteins;Proteome;Proteomics;Qualifying;Randomized;Rare Diseases;Recommendation;Recurrence;Reporting;repository;Research;Research Personnel;Risk;risk stratification;Saint Jude Children&apos;s Research Hospital;Sample Size;Sampling;screening;Series;success;System;Systems Biology;Therapeutic Intervention;transcriptome;transcriptomics;Translating;Translational Research;Transplantation;Universities;Work,Integrated Systems Biology of Pediatric AML,270120,CBSS,Cancer Biomarkers Study Section[CBSS],NA,NA,2,529671,106717,636388,NA
10754934,R35,GM,5,N,2024-01-02,2024-01-01,2025-12-31,859,R35GM134881,SCHOOLS OF ARTS AND SCIENCES,PAR-17-094,5R35GM134881-05,NIGMS:395263\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,AMHERST,UNITED STATES,CHEMISTRY,26,038633251,US,5992614,STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,142282567,"Enzyme catalysts are one of the principal components of all living systems and there are many diseases that may be cured by inhibition of a single enzyme. Advances in the understanding of enzyme catalysis from studies of enzymatic reaction mechanisms may prove critical for drug design, to the understanding of metabolic pathways and diseases, and to the resolution of other health-related issues. This proposal describes fundamental experimental and computational studies of the origins of rate accelerations for enzyme catalysts, and for the development of novel inhibitors of metabolic enzymes from pathogenic organisms.",1879850 (contact),"RICHARD, JOHN P (contact)","BARSKI, OLEG",2020-01-01,2025-12-31,Acceleration;Address;Adenosine;adenylate kinase;Alcohol dehydrogenase;Amino Acids;Binding;Biochemical Reaction;Carboxy-Lyases;Catalysis;catalyst;cofactor;Collaborations;computer studies;Computing Methodologies;Creativeness;design;Development;Disease;Docking;Drug Design;Enzyme Activation;enzyme mechanism;Enzymes;experimental study;Glycerol-3-Phosphate Dehydrogenase;Goals;Grant;Health;hydroxyl group;inhibitor;Japan;Metabolic;Metabolic Diseases;Metabolic Pathway;Methods;Modeling;Molecular Conformation;Mutagenesis;Mutation;novel;Organism;orotidylic acid;Pathogenicity;Peptides;Plasmodium falciparum;professor;Proteins;Reaction;Research Personnel;Resolution;Side;Site;Species Specificity;Specificity;Structure;Sweden;Tokyo;Triose-Phosphate Isomerase;Trypanosoma brucei brucei;Universities;Work;X-Ray Crystallography,Studies on Enzyme Activation and Novel Modes of Inhibition,134881,ZRG1,Special Emphasis Panel[ZRG1-CB-G(55)R],NA,NA,5,250000,145263,395263,NA
10754935,R34,MH,5,N,2023-10-27,2023-12-01,2024-11-30,242,R34MH131993,SCHOOLS OF MEDICINE,RFA-MH-21-230,5R34MH131993-02,NIMH:238500\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF MENTAL HEALTH,NA,PITTSBURGH,UNITED STATES,PSYCHIATRY,12,004514360,US,2059802,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,152133320,"Narrative Sleep problems may be one mechanism through which young children may be at risk for developing ADHD, although first line ADHD interventions, including parent behavioral interventions (PBIs), do not address sleep. We propose to use parenting strategies from the COPEing with ADHD PBI to target sleep disrupting behaviors for children 3-5 years old at elevated risk for ADHD, which will be delivered by behavioral health therapists embedded in pediatric primary care to increase families’ access to intervention. This pilot effectiveness trial is the first step towards developing an early intervention targeting sleep as a mechanism to reduce the prevalence, symptoms, and impairments associated with childhood ADHD.",14569172 (contact),"JOSEPH, HEATHER MARIE (contact)","PUGLIESE, CARA ELISABETH",2022-12-16,2025-11-30,"5 year old;Academic skills;Academy;Acute;Address;Affect;American;Attention deficit hyperactivity disorder;Behavior;Behavior Control;Behavior Therapy;Behavioral;behavioral health;Caregivers;Child;Child Behavior;Child Rearing;Childhood;Clinic;Clinical Trials;comparison intervention;coping;Coping Skills;design;Development;Disease;Early Intervention;Economic Burden;Education;effectiveness trial;evidence base;Executive Dysfunction;executive function;experimental study;Failure;Family;feasibility testing;Feedback;Focus Groups;high risk;Hyperactivity;Impaired health;Impairment;improved;improved outcome;improvement on sleep;Impulsivity;inattention;Individual;innovation;Intervention;intervention delivery;intervention program;intervention refinement;Intervention Trial;Link;medical specialties;Mental Health;Needles;Neurodevelopmental Disorder;NIH Program Announcements;Nursery Schools;Outcome;Parents;pediatrician;Pediatrics;pilot trial;Population;Preschool Child;Prevalence;Primary Care;primary care provider;primary care setting;Protocols documentation;Provider;Randomized;Randomized, Controlled Trials;Recommendation;reduce symptoms;Resistance;response;Risk;Risk Factors;satisfaction;School-Age Population;skills;Sleep;Sleep Deprivation;sleep difficulty;Sleep Disorders;Sleep disturbances;social;Social Development;Symptoms;Techniques;Training;Translating;Visit;Waiting Lists;Work",A Parent Behavioral Intervention Targeting Sleep Among Preschool Aged Children at Elevated Risk for ADHD: A Pilot Effectiveness Trial in Pediatric Primary Care,131993,ZMH1,ZMH1-ERB-N(06),NA,NA,2,150000,88500,238500,NA
10754936,R01,NS,5,N,2023-12-04,2023-12-01,2024-11-30,853,R01NS124581,SCHOOLS OF MEDICINE,PA-20-185,5R01NS124581-02,NINDS:607836\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,NA,CLEVELAND,UNITED STATES,OTHER BASIC SCIENCES,11,135781701,US,10000858,CLEVELAND CLINIC LERNER COM-CWRU,OH,441950001,"Project Narrative Hypomyelinating leukodystrophy (HLD) is a genetically heterogeneous group of neurodegenerative diseases characterized by reduced cerebral myelin formation, as well as cognitive and motor impairment appearing in childhood. In a pair of siblings with HLD, we have discovered a Pro-to-Thr mutation in the coding sequence of the EPRS1 gene that encodes a bifunctional tRNA synthetase (glutamyl-prolyl tRNA synthetase) and leads to its reduced expression without altering its activity. Here, we will investigate in detail the mechanism of reduced expression of EPRS1 in cells and in a novel mouse model of HLD generated by the CRISPR/Cas9 system.",9809455;1891116 (contact),"DUTTA, RANJAN ;FOX, PAUL L (contact)","MORRIS, JILL A",2022-12-15,2027-11-30,adverse outcome;Affect;Amino Acids;Amino Acyl-tRNA Synthetases;Anticodon;Ataxia;Automobile Driving;Behavioral;Binding;brain magnetic resonance imaging;Cell Nucleus;cell type;Cells;Central Nervous System;Central Nervous System Diseases;Cerebellar Diseases;Cerebrum;Child;Childhood;Clinical;Code;Cognitive;Complex;CRISPR/Cas technology;curative treatments;Cytoplasm;Defect;Disparate;Distant;early adolescence;Elements;Etiology;Exhibits;exome sequencing;experimental study;Functional disorder;Gait abnormality;Gene Modified;Genes;Genetic Code;global developmental delay;Glutamates;glutamic acid-tRNA;glutamyl-prolyl-tRNA synthetase;Growth;Heterozygote;Human Inbreeding;Impaired cognition;in vivo evaluation;Intellectual functioning disability;knock-down;Knock-in Mouse;Lamin Type A;Letters;leukodystrophy;Life Expectancy;Ligase;Ligation;lymphoblastoid cell line;Mediating;Messenger RNA;Methylation;Microcephaly;Molecular;Motor;motor impairment;mouse model;Mus;mutant;Mutant Strains Mice;Mutate;Mutation;Myelin;myelination;Neural Conduction;Neurodegenerative Disorders;Neurologic;Neurologic Deficit;Nomenclature;novel;Nuclear;Nuclear Export;oligodendrocyte progenitor;Oligodendroglia;Parents;Pathologic;Pathologic Nystagmus;Pathology;Pathway interactions;Peripheral Nerves;Phenotype;Point Mutation;Poly(ADP-ribose) Polymerases;Positioning Attribute;Post-Transcriptional Regulation;preclinical evaluation;precursor cell;prenatal;programs;Proline;proline-tRNA;Protein Biosynthesis;protein expression;Proteins;Recombinants;Repression;Role;Siblings;single nucleus RNA-sequencing;small hairpin RNA;spasticity;Specificity;System;Testing;Therapeutic;Therapeutic Intervention;therapeutic RNA;Trans-Activators;Transcript;transcriptomics;Transfer RNA;Transfer RNA Aminoacylation;Translations;Variant;virtual,Childhood-onset hypomyelinating leukodystrophy and the multi-tRNA synthetase complex,124581,MNG,Molecular Neurogenetics Study Section[MNG],NA,NA,2,377538,230298,607836,NA
10754937,R01,HL,5,N,2023-12-20,2024-01-01,2024-12-31,838,R01HL166402,SCHOOLS OF MEDICINE,PA-20-185,5R01HL166402-02,NHLBI:548729\,NON-SBIR/STTR RPGS,2024,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",NA,BALTIMORE,UNITED STATES,SURGERY,07,188435911,US,820104,UNIVERSITY OF MARYLAND BALTIMORE,MD,212011508,"Despite the increasing number of surgical pulmonary resections performed annually the effects of detrimental post-operative inflammation associated with these procedures are poorly understood. We now make a discovery that a proinflammatory cell population, known as the eosinophil, is detrimental to recovery post-lung resection in a translational animal model. Here we explore the physiology of this cell population in a small animal model with the hope of improving both long and short-term post-operative outcomes.",12595159;8900624 (contact),"JACOBSEN, ELIZABETH A;KRUPNICK, ALEXANDER S. (contact)","GOMEZ, CHRISTIAN RENE",2023-01-01,2026-12-31,Acceleration;Adrenal Cortex Hormones;Age;Animal Model;Animals;Antibodies;biological adaptation to stress;Blood;Blood capillaries;Bone Marrow;Cell Physiology;Cells;Chest;Clinical;clinically relevant;cytokine;Data;Development;Dysbarism;Environment;eosinophil;Eosinophilia;Epithelium;Evidence based practice;Excision;FDA approved;Fluid Balance;Genetic;Granulocyte-Macrophage Colony-Stimulating Factor;Homing;Human;Hypoxemia;Hypoxia;Immune response;improved;improved outcome;Inflammation;Inflammatory;insight;Interleukin-4;Interleukin-5;Interleukin-9;Intervention;knockout gene;Lead;Length of Stay;Liquid substance;Lung;Lung infections;Lymphoid Cell;Malignant neoplasm of lung;Malignant Neoplasms;Mediating;Metastatic Neoplasm to the Lung;Morbidity - disease rate;mortality;Mouse Strains;Nitric Oxide;NOS2A gene;novel;novel therapeutic intervention;Observational Study;operation;Operative Surgical Procedures;Outcome;partial recovery;Pathway interactions;patient response;patient safety;Patient-Focused Outcomes;Patients;Peptide Initiation Factors;Perioperative;Pharmaceutical Preparations;Physiology;Play;Pneumonectomy;Population;Postoperative Period;postoperative recovery;prevent;Procedures;Process;Production;progenitor;Protocols documentation;Pulmonary Edema;Pulmonary Emphysema;pulmonary function;Pulmonary Pathology;Recovery;recruit;Respiratory distress;Respiratory Failure;response;Role;safe patient;Signal Transduction;Steroids;Stress;Structure of parenchyma of lung;Testing;Therapeutic;Thoracic Surgical Procedures;Tidal Volume;Tissues;Toxic effect;United States Agency for Healthcare Research and Quality;Up-Regulation;Ventilator;Wound Infection,Targeting a Defined Surgical Stress-Induced Inflammatory Pathway to Improve Peri-Operative Outcomes,166402,SAT,"Surgery, Anesthesiology and Trauma Study Section[SAT]",NA,NA,2,435711,113018,548729,NA
10754938,R35,GM,5,N,2023-11-29,2024-01-01,2025-12-31,859,R35GM134872,EARTH SCIENCES/RESOURCES,PAR-17-094,5R35GM134872-05,NIGMS:391890\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,ITHACA,UNITED STATES,BIOCHEMISTRY,19,872612445,US,1514802,CORNELL UNIVERSITY,NY,148502820,"PROJECT NARRATIVE Distinct groups of eukaryotic DNA mismatch repair (MMR) family proteins facilitate crossing over between homologs to ensure proper Meiosis I chromosome segregation, and act to prevent recombination between divergent DNA sequences that can lead to chromosomal rearrangements associated with diseases such as cancer. In humans, failures in meiotic chromosome segregation result in aneuploidy syndromes (at least 10% of human pregnancies), which are thought to occur as the result of Meiosis I and II errors, defective or inappropriate recombination, premature homolog separation, and defects in sister chromatid cohesion. Importantly, mutations in MMR genes have been found in about half of hereditary non-polyposis colorectal cancer (2-7% of all colon cancers) patients, and are thought be linked to infertility, underscoring the importance of obtaining new mechanistic understandings and molecular tools to establish allele pathogenicity.",1883051 (contact),"ALANI, ERIC E. (contact)","MACARTHUR, LINDA",2020-01-01,2025-12-31,Affect;Alleles;Aneuploidy;base;Binding;Biochemical;Bypass;Chromosomal Rearrangement;Chromosome Segregation;cohesion;Colon Carcinoma;Complex;Cruciform DNA;Deacetylase;Defect;Diffusion;Dimerization;Disease;DNA;DNA biosynthesis;DNA Sequence;endonuclease;Ensure;Eukaryota;Failure;Filament;gene repair;Genetic;Genetic Crossing Over;Genetic Recombination;Genome Stability;genome wide screen;Grant;helicase;Hereditary Nonpolyposis Colorectal Neoplasms;Histones;Homologous Gene;homologous recombination;Human;Hydrolysis;In Vitro;Infertility;Inherited;insertion/deletion mutation;Invaded;Link;Malignant Neoplasms;Mass Spectrum Analysis;Measures;Mediating;Meiosis;Meiotic Recombination;Methods;Mismatch Repair;Modeling;Molecular;Molecular Chaperones;Molecular Conformation;molecular modeling;mutant;Mutation;nuclease;Pathogenicity;Pathway interactions;Patients;Pregnancy;premature;prevent;Protein Family;Proteins;Reaction;reconstitution;recruit;repaired;Research;Role;Saccharomyces cerevisiae;single molecule;Sister Chromatid;Site;Specificity;Syndrome;System;Testing;tool;Topoisomerase;Work,Roles for Mismatch Repair Proteins in Maintaining Genome Stability,134872,ZRG1,Special Emphasis Panel[ZRG1-CB-E(55)R],NA,NA,5,262081,129809,391890,NA
