APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,OPPORTUNITY NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
10976960,R01,EY,3,N,2024-02-23,2024-03-01,2025-02-28,867,R01EY035346,NA,PA-20-272,3R01EY035346-02S1,NEI:35000\,NON-SBIR/STTR RPGS,2024,NATIONAL EYE INSTITUTE,NA,SAN FRANCISCO,UNITED STATES,NA,11,073121105,US,1842901,SMITH-KETTLEWELL EYE RESEARCH INSTITUTE,CA,941151813,"Public Health Relevance Amblyopia (`lazy eye') is the leading cause of monocular vision loss in children worldwide and affects 3-5% of the population. With current patching treatment, the success rate is about 60-80% with 20-25% recurrence following the treatment, leaving about one third of affected children with amblyopia that persists into adulthood. Visual suppression plays a critical role in developing amblyopia, failure of treatment, and regress following the treatment. This project aims to comprehensively investigate the neural basis of how and where amblyopic suppression occurs in the brain. Understanding the neural mechanisms underlying visual suppression can significantly help prevent and treat amblyopia.",12105436 (contact),"HOU, CHUAN  (contact)","ARAJ, HOUMAM H",2023-08-01,2027-02-28,Adult;Affect;Amblyopia;Anisometropia;Attention;attentional bias;attentional modulation;behavior measurement;Behavioral;Binocular rivalry;Blindness;Brain;Child;Chronic;Coupled;Cues;early childhood;Electroencephalography;Eye;Frequencies;Goals;Image;Knowledge;Lazy Eyes;Measures;Monocular Vision;neural;neural correlate;neuromechanism;Ocular Dominance;Optics;Perception;Performance;Physiological;Play;Population;prevent;Psychophysics;public health relevance;Recurrence;Refractive Errors;Resources;response;Role;selective attention;Signal Transduction;Source;Stimulus;Strabismus;success;Testing;Therapeutic;Treatment Failure;Vision;Visual;Visual attention;Visual Cortex;Visual Perception;Visual Psychophysics,Interocular Suppression and Selective Attention in Amblyopia,35346,ZRG1,Special Emphasis Panel[ZRG1(02)-M],NA,S1,2,35000,0,35000,NA
10976961,T32,HL,1,N,2024-07-31,2024-08-01,2025-07-31,840,T32HL175583,SCHOOLS OF MEDICINE,RFA-OD-23-018,1T32HL175583-01,OD:279071\,"TRAINING, INSTITUTIONAL",2024,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",NA,WINSTON-SALEM,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,05,937727907,US,9021205,WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,271570001,"PROJECT NARRATVE The Academic Learning Health System Preventions for PRomoting Health Equity (aLHS-PRE) T32 program will provide the next generation of clinician prevention scientists with the methodological and professional skills to conduct rigorous research in complex multi-level environments across multiple domains, including health systems, and to disseminate and implement findings from research into practice, utilizing a framework to reduce health disparities and promote health equity. The aLHS-PRE will offer a predoctoral training experience that will lead to a Master of Science in Learning Health System Science; trainees will conduct a mentored research project that addresses a pressing health system issue. They will be guided by teams of experienced and committed faculty who are subject-matter experts and well-grounded in the principles of effective mentoring.",8620958;8304178 (contact),"BERTONI, ALAIN GERALD;TOOZE, JANET A. (contact)","MINTZER, KEITH A",2024-08-01,2029-07-31,health equity promotion;Health system;Learning;pre-doctoral;Prevention;Training Programs,Academic Learning Health System Preventions for Promoting Health Equity (aLHS-PRE) Predoctoral Training Program,175583,ZRG1,Special Emphasis Panel[ZRG1 SCIL-N (51)],NA,NA,1,265436,13635,279071,NA
10976984,U01,NS,2,N,2024-07-29,2024-08-01,2025-07-31,853,U01NS134355,SCHOOLS OF MEDICINE,PAR-23-289,2U01NS134355-06,NINDS:33807\OD:670000\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,NA,SEATTLE,UNITED STATES,INTERNAL MEDICINE/MEDICINE,07,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"Narrative The application of genomics and other specialized evaluation to diagnosis rare human disorders, has been centered in major medical centers. The Undiagnosed Disease Network (UDN) extends the reach of rare disease evaluation and diagnosis by providing access to the undiagnosed patient in all communities. We propose an additional four years of funding for the Pacific Northwest Undiagnosed Diseases Network Clinic (PNW UDN) site to further the goals of the UDN and to provide UDN access for under- or non-insured participants in the Pacific Northwest.",9497902;1954925;1873248 (contact),"BLUE, ELIZABETH ELOYCE;DIPPLE, KATRINA M;JARVIK, GAIL PAIRITZ (contact)","DOSS, ARGENIA LANISHA NECOLE",2023-09-15,2028-07-31,Adult;Affect;Alaska;Area;autism spectrum disorder;Biochemical Genetics;Bioethics;Bioinformatics;Board Certification;brain malformation;care outcomes;Caring;Childhood;Classification;Clinic;Clinical;clinical diagnostics;Clinical Informatics;Clinical Medicine;clinical research site;clinical sequencing;Clinical Services;Communities;community engagement;community partnership;Computerized Medical Record;Connective Tissue Diseases;Copy Number Polymorphism;Data;Dementia;Dermatology;Diagnosis;Diagnostic;Diagnostic Services;diagnostic strategy;diagnostic tool;Discipline;Disease;disease diagnosis;disease-causing mutation;DNA sequencing;Doctor of Philosophy;Dysmorphology;Education;Environmental Health;Epidemiologist;Epilepsy;Evaluation;experience;Family;Funding;gene discovery;Genetic;genetic architecture;Genetic Diseases;Genetic Predisposition to Disease;genome sequencing;Genomics;Goals;Human;Human Development;human disease;Idaho;Immunology;Improve Access;improved;Infrastructure;Internal Medicine;International;Internist;Knowledge;Leadership;Medical;Medical center;Medical Genetics;medically underserved;Medicine;member;Molecular Diagnostic Testing;Montana;multiple omics;Neonatology;Nerve Degeneration;neurogenetics;Neurology;novel;Oregon;Pacific Northwest;Participant;Pathogenicity;Patients;Pediatric Hospitals;pediatric patients;Pediatrics;Pharmacogenetics;Phase;Physician Executives;Physicians;Policies;Polygenic Traits;Population;Principal Investigator;Program Sustainability;programs;Provider;Rare Diseases;rare mendelian disorder;Records;Reporting;Research;Rheumatology;RNA;Site;Specialist;Technology;Teratology;tool;United States;Universities;Variant;variant detection;virulence gene;Washington;working group;Wyoming,Pacific Northwest Undiagnosed Disease Network Clinical Site,134355,ZNS1,Special Emphasis Panel[ZNS1 SRB-W (21)],NA,NA,6,519429,184378,703807,NA
10976990,R01,EY,1,N,2024-08-19,2024-09-01,2025-05-31,867,R01EY035319,SCHOOLS OF MEDICINE,PA-20-185,1R01EY035319-01A1,NEI:441250\,NON-SBIR/STTR RPGS,2024,NATIONAL EYE INSTITUTE,NA,SEATTLE,UNITED STATES,OPHTHALMOLOGY,07,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,The cornea is the part of the visual system most vulnerable to injury from the environment. We have found that photoreceptors sensitive to short-wavelength light are induced in cells on the corneal surface in response to physical injury. This proposal aims to characterize the nature of light-mediated accelerated corneal wound healing and the role of opsin photoreceptors.,10327107 (contact),"BUHR, ETHAN D (contact)","MCKIE, GEORGE ANN",2024-09-01,2029-05-31,Acceleration;Acute;Affect;Agonist;antagonist;Blindness;Cell Culture Techniques;Cell Line;Cell Proliferation;Cells;Cicatrix;circadian pacemaker;Collaborations;Communication;Cornea;corneal epithelial wound healing;corneal epithelium;Corneal Injury;corneal regeneration;Darkness;designer receptors exclusively activated by designer drugs;Enterobacteria phage P1 Cre recombinase;Environment;Epithelial Cells;experimental study;Exposure to;Eye;Future;Gene Expression;Genes;Genetic;Goals;healing;Health;Human;Immediate-Early Genes;Impairment;In Vitro;in vivo;Injury;innovation;Knockout Mice;Laboratories;Light;Lighting;LoxP-flanked allele;Macaca;Measures;Mediating;migration;Molecular;Monitor;Motility;mouse model;Mus;Nature;nonhuman primate;novel;Opsin;Optics;paracrine;Paracrine Communication;Phosphorylation;Photoreceptors;Photosensitivity;Physiological;Play;Primates;Proteins;re-epithelialization;Recording of previous events;Regimen;Regulation;Reporter;response;Rest;Retina;Role;Second Messenger Systems;Signal Transduction;Surface;System;Techniques;Testing;Therapeutic;therapeutic target;Tissues;translational potential;Up-Regulation;Viola;Vision;Visual;Visual System;Visualization;Work;wound;wound closure;wound healing,Photoreceptor induction in wounded corneas,35319,PED1,Pathophysiology of Eye Disease - 1 Study Section[PED1],NA,A1,1,250000,191250,441250,NA
10976991,R01,DK,3,N,2024-02-21,2024-03-01,2024-07-31,847,R01DK107579,SCHOOLS OF NURSING,PA-20-272,3R01DK107579-08S2,NIDDK:58875\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,NA,TEMPE,UNITED STATES,NONE,04,943360412,US,488301,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,AZ,852876011,Project Narrative: Type 2 diabetes is a costly disease that is more prevalent in Latino families. This study will test the effects of a diabetes prevention program for Latino families who are at risk for diabetes. We will also look for ways to expand diabetes prevention programs across multiple communities through partnerships.,9237718 (contact),"SHAIBI, GABRIEL QUANTUM (contact)","CENTER, MAUREEN MONAGHAN",2015-12-23,2026-07-31,"access disparities;Address;Adolescent;Adopted;Adult;Area;Arizona;Biological;Body Composition;Child;cohesion;Collaborations;Communities;community organizations;community partners;comparison control;Complex;cost;Cost of Illness;cultural values;Data;Diabetes Mellitus;Diabetes prevention;diabetes prevention program;diabetes risk;Diffusion;Disease;Effectiveness;efficacy testing;empowerment;Evidence based intervention;experience;Exploration, Preparation, Implementation, and Sustainment;Family;Family health status;Family Process;family structure;Funding;glucose tolerance;Glycosylated hemoglobin A;Goals;Health;Health behavior;Health behavior and outcomes;health equity;Health Services Accessibility;high risk;hybrid type 1 design;improved;Individual;Intervention;Latino;Latino Population;learning community;life span;lifestyle intervention;lifetime risk;Link;low health literacy;Mediator;Methods;minority communities;Modeling;Morbidity - disease rate;National Institute of Diabetes and Digestive and Kidney Diseases;neighborhood disadvantage;Non-Insulin-Dependent Diabetes Mellitus;Not Hispanic or Latino;novel;Obesity;Outcome;outcome disparities;Parents;peer;Population;Positioning Attribute;Prediabetes syndrome;Predisposition;Premature Mortality;Prevalence;prevent;Prevention;Prevention trial;preventive intervention;psychosocial;Quality of life;Readiness;Research Personnel;resilience;Risk Factors;Series;social;social determinants;System;Testing;Time;Translating;Underserved Population;United States National Institutes of Health;vulnerable community;Vulnerable Populations;Youth",Preventing Diabetes in Latino Families-re-entry Supplement,107579,NA,NA,NA,S2,8,37500,21375,58875,NA
10976994,RC2,DK,1,N,2024-08-20,2024-09-01,2025-08-31,847,RC2DK140839,SCHOOLS OF MEDICINE,PAR-22-069,1RC2DK140839-01,NIDDK:875714\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,NA,SEATTLE,UNITED STATES,INTERNAL MEDICINE/MEDICINE,07,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"Narrative  Stem cell (SC)-based replacement therapy is emerging as promising cure for diabetes, but the population-wide applicability of this approach remains constrained by the limited efficiency of current protocols of differentiation to produce homogeneous preparations of functionally mature islet tissue. In this collaborative project we integrate knowledge from a team of Investigators with complementary expertise to exploit the power of AI-designed mini-proteins in driving a more efficient differentiation of multiple SC lines into functional islet tissue. We anticipate that our interdisciplinary efforts will produce new knowledge and resources that will collective efforts to broaden the future therapeutic use of SC-based treatments for diabetes.",6247305 (contact),"CIRULLI, VINCENZINO  (contact)","HWA, ALBERT J",2024-09-01,2025-08-31,Acceleration;Address;Artificial Intelligence;Automobile Driving;Benchmarking;Beta Cell;Biochemical;Cell Culture Techniques;Cell Differentiation process;Cell Line;Cell Lineage;cell preparation;Cell Reprogramming;Cell Transplantation;cell type;Cells;Chromatin;Clinical Trials;Communities;Complex;cost;Data;demethylation;Derivation procedure;design;Development;Developmental Biology;Diabetes Mellitus;diabetes mellitus therapy;differentiation protocol;directed differentiation;Discipline;DNA Methylation;DNMT3a;Endocrine;Endoderm;Engraftment;Enzymes;Epigenetic Process;epigenome;ethnic diversity;Ethnic Population;Fostering;Foundations;Future;Gene Expression;Genes;Genetic;Genetic Transcription;histone methylation;improved;In Vitro;in vivo;induced pluripotent stem cell;inhibitor;interest;islet;Islet Cell;Islets of Langerhans;Knowledge;knowledge integration;Link;Metabolic;Methylation;morphogens;novel strategies;Output;Patients;Pattern;Phenotype;pluripotency;Pluripotent Stem Cells;Polycomb;Population;Preparation;Production;progenitor;programs;Proteins;Protocols documentation;Reagent;Regenerative Medicine;Regulation;Replacement Therapy;Reporter;Research Personnel;Resources;screening;Specificity;stem cell differentiation;stem cell fate;stem cell function;stem cell therapy;stem cells;Stress;success;Technology;Testing;Therapeutic;Therapeutic Uses;tissue stem cells;Tissues;trait;transplant model;Transplantation;Validation;Work,AI-guided miniproteins driving the production and functional endurance of pancreatic islet tissue from pluripotent stem cells.,140839,ZDK1,Special Emphasis Panel[ZDK1 GRB-R (M1)],NA,NA,1,500000,375714,875714,NA
10976995,RC2,DK,1,N,2024-08-30,2024-09-01,2025-07-31,847,RC2DK140838,SCHOOLS OF MEDICINE,PAR-22-069,1RC2DK140838-01,NIDDK:2845159\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,NA,TUCSON,UNITED STATES,ANATOMY/CELL BIOLOGY,07,806345617,US,490201,UNIVERSITY OF ARIZONA,AZ,857210158,"PROJECT NARRATIVE Pituitary neuroendocrine tumors (PitNETs) are rare, occurring in approximately 10 per million individuals per year. Despite decades of research, current treatments are suboptimal, and the development of targeted therapies is challenging due to the limited knowledge of PitNET tumor cellular and molecular complexity. The interdisciplinary team science RC2 BioPitNeT project will develop a collection of novel research tools and resources that will enable the rapid and accurate generation of knowledge required for the development of treatment, and prevention of recurrent PitNETs that will ultimately improve the quality of life for patients",15304581;8036512 (contact),"LITTLE, ANDREW SCOTT;ZAVROS, YANA  (contact)","MALOZOWSKI, SAUL N",2024-09-01,2029-07-31,Acceleration;Acromegaly;Adrenal Glands;Anxiety;Arizona;Atlases;Atrial myxoma with lentigines;Automobile Driving;Benchmarking;biobank;Bioinformatics;biomarker identification;BRAF gene;California;Canis familiaris;Cardiovascular Diseases;CDH23 gene;Cell Line;Cells;Chronic;Classification;Clinical;Clinical Data;Clinical Trials;clinically relevant;Collaborations;Collection;Communities;comparative;Corticotropin;Data;Development;Diabetes Mellitus;Diagnosis;diagnostic tool;Disease;disease model;Disease remission;drug candidate;Drug Screening;effective therapy;Endocrine System Diseases;Exposure to;Fostering;Funding;Future;Generations;Genes;Genetic;Genetic Engineering;genomic data;Health;Hormone secretion;Hormones;Human;human disease;Hydrocortisone;Image;improved;Incidence;Individual;induced pluripotent stem cell;induced pluripotent stem cell technology;Infrastructure;interdisciplinary approach;Knowledge;Malignant Neoplasms;Medical;Medical center;medical schools;Mental Depression;Mission;Modeling;Molecular;Molecular Genetics;molecular pathology;mortality;mortality risk;Mutation;National Institute of Diabetes and Digestive and Kidney Diseases;Neuroendocrine Tumors;Neurologic;neuropathology;new therapeutic target;New York;next generation;novel;Obesity;Oncology;open source;Operative Surgical Procedures;Organoids;Outcome;participant enrollment;Pathogenesis;Pathologic;Pathology;Patients;Pediatric Hospitals;Phase;Phenotype;Pituitary Gland;Pituitary Gland Adenoma;Pituitary-dependent Cushing&apos;s disease;Pre-Clinical Model;preclinical study;prevent;prognostication;Prolactin;Prolactinoma;prospective;Quality of life;rare cancer;recurrence prevention;Recurrent disease;Recurrent tumor;Registries;Research;Research Personnel;Research Project Grants;Resistance;Resources;Science;Somatotropin;Specimen;Stroke;Structure;study population;System;targeted treatment;therapy development;Tissue imaging;Tissues;tool;Training;transcriptome;translational physician;Translational Research;translational scientist;tumor;tumor behavior;Tumor Tissue;Universities;USP8 gene,The National Biorepository and Resource for Pituitary Neuroendocrine Tumor Translational Research (BioPitNeT),140838,ZDK1,Special Emphasis Panel[ZDK1 GRB-G (M4)],NA,NA,1,2502992,342167,2845159,NA
10976998,T32,MD,1,N,2024-08-26,2024-08-26,2025-05-31,307,T32MD019800,SCHOOLS OF PUBLIC HEALTH,RFA-OD-23-018,1T32MD019800-01,OD:240085\,"TRAINING, INSTITUTIONAL",2024,NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES,NA,SAN DIEGO,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,51,073371346,US,513614,SAN DIEGO STATE UNIVERSITY,CA,921821901,"PROJECT NARRATIVE Latine populations in the U.S. continue to be disproportionately impacted by health disparities, including those related to chronic and infectious diseases. Addressing these disparities requires increasing the diversity of researchers by creating opportunities for rigorous and tailored training in cutting-edge Latine health disparities and health equity research, including multilevel prevention interventions and related methodologies. This is a new application. This application proposes a new T32 doctoral training called ALIADOS (Advanced Training in Latine multi-level Intervention reseArch for DOctoral Scholars; ‘aliados’ is a Spanish term for ‘allies’) to traine diverse doctoral students in Latine health and health disparities and rigorous methods for conducting multilevel- preventive interventions research.",8828287 (contact),"CRESPO, NOE CUAUHTEMOC (contact)","BARKSDALE, CRYSTAL",2024-08-26,2029-05-31,Intervention Studies;Latino;Training,ALIADOS: Advanced training in Latino multi-level Intervention reseArch for DOctoral Scholars,19800,ZRG1,Special Emphasis Panel[ZRG1 SCIL-N (51)],NA,NA,1,226295,13790,240085,NA
10977002,R01,EY,2,N,2024-07-29,2024-08-01,2025-04-30,867,R01EY018839,SCHOOLS OF MEDICINE,PA-20-185,2R01EY018839-15,NEI:624740\,NON-SBIR/STTR RPGS,2024,NATIONAL EYE INSTITUTE,NA,SEATTLE,UNITED STATES,ANATOMY/CELL BIOLOGY,07,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"NARRATIVE Using fixation and naturalistic behavioral paradigms, immersive visual displays of objects, textures and scenes, and recordings with high-density neuropixels probes in the awake macaque monkey, we will achieve a new level of understanding about how visual representations in midlevel stages of the ventral visual stream support perceptual stability even as retinal stimulation changes continuously due to saccades and observer motion. These findings will ultimately bring us closer to devising strategies to alleviate and treat brain disorders of impaired object recognition resulting from dysfunctions in the occipito-temporal pathway (e.g. agnosia).",8820221 (contact),"PASUPATHY, ANITHA  (contact)","FLANDERS, MARTHA C",2009-04-01,2029-04-30,Address;Agnosia;Animals;area V2;area V4;awake;Behavior Control;Behavioral;Behavioral Paradigm;Brain;Brain Diseases;Brain region;Code;Custom;Data;density;design;Development;Exhibits;experience;experimental study;Eye;Functional disorder;Future;gaze;Grant;Impairment;Individual;Inherited;insight;Joints;Location;Macaca;Maps;Memory;Modeling;Monkeys;Motion;movie;Neurons;neurophysiology;Neurosciences;Neurosciences Research;object recognition;Parietal;Pathway interactions;Perception;Population;Population Dynamics;Positioning Attribute;Primates;Property;prospective;Psychophysics;receptive field;Recording of previous events;response;Retina;retinal imaging;retinal stimulation;retinotopic;Role;Saccades;sample fixation;scaffold;Self Direction;Sensory;Signal Transduction;Source;Specificity;statistics;Stimulus;Surface;System;Texture;V2 neuron;V4 neuron;ventral visual stream;Vision;Visual;visual stimulus,The role of area V4 in the perception and recognition of visual objects,18839,NBVP,Neuroscience of Basic Visual Processes Study Section[NBVP],NA,NA,15,377627,247113,624740,NA
10977007,OT2,DA,1,N,2024-08-01,2024-08-01,2025-07-31,853,OT2DA061111,NA,OTA-23-007,1OT2DA061111-01,NINDS:497000\,OTHERS,2024,NATIONAL INSTITUTE ON DRUG ABUSE,NA,ALBUQUERQUE,UNITED STATES,NA,01,785460106,US,1365801,ALBUQUERQUE AREA INDIAN HEALTH BOARD,NM,871104045,NA,9019109 (contact);78196252,"ENGLISH, KEVIN CHARLES (contact);POOLA, CHARLENE","ERB-ALVAREZ, JULIE ANN",2024-08-01,2025-07-31,Address;Aftercare;Age;Alaska Native;Alaska Native population;alcohol involvement;Alcoholism;Ally;American Indian Population;Area;behavioral health;Birth;Caring;Colonialism;Colorado;Communities;community based participatory research;contextual factors;COVID-19 pandemic;Data;Data Linkages;data repository;Death Rate;Decision Making;Development;Disparity;Epidemiology;Ethnic Population;experience;Exposure to;Face;falls;Feasibility Studies;Funding;future implementation;Goals;graduate student;Growth;Harm Reduction;Health;Health care facility;health care service;health data;Health Expenditures;Health Personnel;Health Priorities;Health Service Area;Health Services;Health system;Healthcare;Human Resources;Improve Access;improved;improved outcome;Indigenous;information gathering;Inpatients;intergenerational;Internships;Intervention;Knowledge;Life Expectancy;Medicaid;medical specialist;member;Mental Health;Methamphetamine;Modeling;Needs Assessment;New Mexico;Opioid;opioid mortality;opioid overdose;opioid use;Outpatients;Overdose;Pain;Personal Satisfaction;Pharmaceutical Preparations;Phase;pilot test;polysubstance use;Population;Poverty;prevention service;Prisons;professional atmosphere;programs;Provider;public health emergency;Qualifying;racial population;racism;Recovery;recovery services;recruit;Registries;Research;Research Methodology;Research Personnel;Research Priority;resilience;Resources;Rural;service gap;service providers;Services;skills;social;social factors;social stigma;Stereotyping;Strategic Planning;Students;substance use;substance use prevention;substance use treatment;Testing;Texas;Time;tool;Training;training opportunity;Trauma;treatment services;trend;tribal community;tribal health;tribal member;tribal organization;Tribes;undergraduate student;Unemployment;United States;United States Indian Health Service;Utah;Vacuum;Well in self;Wellness Program;Workplace,AASTEC-AAIHB N CREW Program,61111,ZTR1,Special Emphasis Panel[ZTR1 OTHR-6 (01)],NA,NA,1,412410,84590,497000,NA
