APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,OPPORTUNITY NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
10891624,R35,GM,5,N,2024-05-02,2024-06-01,2025-05-31,859,R35GM151137,SCHOOLS OF ARTS AND SCIENCES,PAR-20-117,5R35GM151137-02,NIGMS:360853\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,TUSCALOOSA,UNITED STATES,BIOLOGY,07,045632635,US,1288802,UNIVERSITY OF ALABAMA IN TUSCALOOSA,AL,354870104,Project Narrative Natural products play a key role in drug discovery and development. I propose to develop a workflow that discovers novel bioactive natural products and unique biosynthetic enzymes that will significantly advance medicine to improve human health.,78337727 (contact),"HIGGINS, MELANIE ANN (contact)","BOND, MICHELLE RUEFFER",2023-08-05,2028-05-31,Anabolism;bioactive natural products;Biochemical Reaction;Biological Availability;Complex;drug development;drug discovery;Enzymatic Biochemistry;Enzymes;Family;Gene Cluster;Genes;genetic information;Genome;glycosylation;glycosyltransferase;guided inquiry;Health;Human;hygromycin A;improved;Lead;Link;Medicine;Methods;Mining;Modification;Natural product discovery;Natural Products;novel;Pathway interactions;Play;programs;Reaction;Research;Role;scaffold;small molecule;Structure;tool,Investigating biosynthetic enzymes to enhance natural product discovery,151137,ZRG1,Special Emphasis Panel[ZRG1-MBBC-S(54)R],NA,NA,2,250000,110853,360853,NA
10891625,R01,DA,5,N,2024-07-24,2024-08-01,2025-07-31,279,R01DA051464,SCHOOLS OF MEDICINE,PA-19-055,5R01DA051464-05,NIDA:707649\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON DRUG ABUSE,NA,MADISON,UNITED STATES,INTERNAL MEDICINE/MEDICINE,02,161202122,US,578503,UNIVERSITY OF WISCONSIN-MADISON,WI,537151218,PROJECT NARRATIVE We anticipate that the research proposed will provide novel and critically important tools in artificial intelligence for the detection of substance misuse from the electronic health record (EHR). Development and validation of the substance misuse classifier would enable a standardized approach to perform screening on all patient encounters on a daily basis in health systems. We will rigorously develop and test substance misuse classifier retrospectively and then examine its performance prospectively in both a naïve and mature screening program. This will serve as the first step towards a comprehensive universal screener that leverages available data in the EHR.,11617191 (contact),"AFSHAR, MAJID  (contact)","HAEGERICH, TAMARA",2020-09-30,2025-07-31,addiction;Admission activity;Adopted;Adult;alcohol misuse;alcohol use disorder;Alcohols;Artificial Intelligence;Benzodiazepines;Caring;Clinical;Clinical Data;clinical decision support;cohort;comparison intervention;Computing Methodologies;Consult;Cost Analysis;Costs and Benefits;Data;Data Set;design;Detection;Development;Documentation;Effectiveness;effectiveness evaluation;Electronic Health Record;General Population;Goals;Health Care Sector;Health system;Heart Diseases;Hospitalization;Hospitals;Hour;Illicit Drugs;improved;Individual;individual patient;Inpatients;Intake;interoperability;Interruption;Intervention;Interviewer;Label;Learning;Light;Machine Learning;machine learning method;Manuals;Methods;Modeling;Modernization;multitask;Natural Language Processing;non-opioid analgesic;novel;opioid misuse;Patient Self-Report;Patients;Performance;polysubstance use;Prevalence;primary care team;prospective;prospective test;Provider;Publishing;Questionnaires;Recommendation;Reference Standards;Research;Resources;Respiratory Failure;response;Risk;Risk Factors;routine care;screening;Screening procedure;screening program;Semantics;Sensitivity and Specificity;Series;Social Work;Source;Standardization;Substance Abuse Detection;substance misuse;substance use;substance use treatment;supervised learning;support tools;Testing;Text;Time;tool;Training;treatment as usual;trend;Trust;unstructured clinical data;Validation;Visit,Data Driven Strategies for Substance Misuse Identification in Hospitalized Patients,51464,BCHI,Biomedical Computing and Health Informatics Study Section[BCHI],NA,NA,5,566917,140732,707649,NA
10891626,R35,GM,5,N,2024-07-04,2024-08-01,2025-07-31,859,R35GM146969,SCHOOLS OF MEDICINE,PAR-20-117,5R35GM146969-03,NIGMS:410000\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,CHICAGO,UNITED STATES,MICROBIOLOGY/IMMUN/VIROLOGY,01,005421136,US,1413601,UNIVERSITY OF CHICAGO,IL,606372612,PROJECT NARRATIVE The human gut microbiome is a complex microbial ecosystem which impacts health in a myriad of ways. The proposed studies seek to determine the adaptations that allow different microbes to coexist within the gut. Results from these studies will advance a basic understanding of the gut microbiome and could clarify the significance of changes in the microbiome that occur in various diseases.,14330553 (contact),"LIGHT, SAMUEL  (contact)","KEANE-MYERS, ANDREA",2022-08-01,2027-07-31,Biochemical;Biological Assay;comparative;Complex;diagnostic development;Disease;Ecosystem;Gastrointestinal tract structure;Genetic;genome analysis;Growth;guided inquiry;gut microbes;gut microbiome;gut microbiota;Health;Human;member;Microbe;microbial;microbial community;microbiome;microbiome therapeutics;Molecular;Nature;novel;Property;Research;Role;Technology,Ecological niche assignment in the gut microbiome on an ecosystem-level scale,146969,ZRG1,Special Emphasis Panel[ZRG1-GGG-X(55)R],NA,NA,3,250000,160000,410000,NA
10891627,K99,HL,5,N,2024-08-04,2024-08-01,2025-07-31,839,K99HL172253,SCHOOLS OF MEDICINE,PA-20-188,5K99HL172253-02,NHLBI:131247\,OTHER RESEARCH-RELATED,2024,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",NA,STANFORD,UNITED STATES,PEDIATRICS,16,009214214,US,8046501,STANFORD UNIVERSITY,CA,943052004,"Gene editing allows the potential of HIV patients to be cured by transplantation of a patient’s own blood stem cells after editing by deletion of required factors and addition of factors that inhibit virus replication. While stacking of these inhibitory factors in the primary infected cell, the CD4+ T cell, shows great promise there is a large variability in how efficiently the virus is inhibited. This proposal aims to understand the biology behind the virus and the knock-in factors in relation to human-specific differences in these and other cells relevant for infection in order to improve gene editing therapies.",12555057 (contact),"DUDEK, AMANDA M (contact)","WELNIAK, LISBETH A",2023-08-12,2025-07-31,adeno-associated viral vector;Alleles;Allogenic;Alternative Splicing;Anti-Retroviral Agents;antiretroviral therapy;Autologous;base editing;Biological Assay;Biology;Bone Marrow;CCR5 gene;CD34 gene;CD4 Positive T Lymphocytes;cell immortalization;Cell Line;Cell Transplantation;cell type;Cells;Characteristics;Clinical Research;Clustered Regularly Interspaced Short Palindromic Repeats;conditioning;CXCR4 gene;Cyclophilin A;cytokine;Data;Dendritic Cells;Disease;Disparity;Dominant-Negative Mutation;Engineering;gene editing technology;Gene Modified;gene-editing approach;Genes;Genetic Transcription;Goals;Hematopoietic Stem Cell Transplantation;Hematopoietic stem cells;HIV;HIV Infections;HIV therapy;HIV-1;Human;improved;Individual;Infection;innovation;Intrinsic factor;Investigation;Ionomycin;Knock-in;Knock-out;Low Prevalence;Macrophage;Membrane;Memory;Modeling;Modification;Molecular;monocyte;Morbidity - disease rate;novel;Null Lymphocytes;Patients;Pattern;Peptides;Peripheral Blood Mononuclear Cell;Pharmacotherapy;prevent;Protein Isoforms;Proteins;Regimen;repaired;Resistance;resistance mutation;response;Rhesus;stem cell therapy;Stem cell transplant;stem cells;T-Lymphocyte;T-Lymphocyte Subsets;Techniques;Testing;Therapeutic;therapeutic genome editing;Toxic effect;Transplantation;Treatment Efficacy;TRIM Gene;TRIM5 gene;Umbilical Cord Blood;Viral;Viral Proteins;viral rebound;Virus;Virus Diseases;Virus Replication,Mechanisms that Enhance and Suppress HIV-1 Resistance in Gene Edited Primary Human Cells,172253,AIDS,Acquired Immunodeficiency Syndrome Research Study Section[AIDS],NA,NA,2,121525,9722,131247,NA
10891628,K01,DC,5,N,2024-07-20,2024-08-01,2024-08-02,173,K01DC018852,SCHOOLS OF MEDICINE,PA-19-126,5K01DC018852-05,NIDCD:1\,OTHER RESEARCH-RELATED,2024,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,NA,CHICAGO,UNITED STATES,ANESTHESIOLOGY,05,005436803,US,6144650,NORTHWESTERN UNIVERSITY AT CHICAGO,IL,606114579,"Project Narrative Neural circuits that transmit sound from the ear to the brain rely on precise connections with their appropriate partners. Disruption of this can lead to sensorineural hearing loss, or “nerve deafness”. The work described here, aims to understand how neural circuits in the auditory system are established in normal hearing to better understand disease, and improve prevention and treatment strategies.",10513429 (contact),"WEBBER, JEMMA LOUISE (contact)","RIVERA-RENTAS, ALBERTO L",2020-08-06,2024-08-02,Address;Afferent Neurons;Area;Auditory;Auditory Perception;Auditory system;Award;axonal pathfinding;Back;Biological Models;Brain;Brain Stem;Caenorhabditis elegans;Candidate Disease Gene;career;cell transformation;cell type;Cells;Central Nervous System;Cochlea;Cochlear duct;Communities;deafness;Defect;Development;Disease;Drosophila genus;Ear;Efferent Neurons;Embryo;Epithelium;Feedback;Fiber;Funding;Future;Genes;Goals;Grant;Hair Cells;Hair Removal;Hearing;hearing impairment;hearing loss treatment;Homologous Gene;improved;Inner Hair Cells;Institution;insulinoma associated 1;Journals;Knowledge;Labyrinth;Lateral;Location;Medial;Mentors;Modeling;Molecular;mouse genetics;mouse model;Mus;mutant;Nerve;nerve supply;neural circuit;Neurobiology;Neurologic;neuronal circuitry;Neurons;normal hearing;novel;Organ of Corti;Outer Hair Cells;Pain;Pathway interactions;Pattern;Persons;Pharmacotherapy;Phenotype;Positioning Attribute;Prevention strategy;Publishing;Quality of life;Receptor Cell;regenerative therapy;Reporting;Research;Research Personnel;Resources;ribbon synapse;Role;Sensorineural Hearing Loss;Sensory;Sensory Receptors;sound;spiral ganglion;success;Synapses;Technical Expertise;tenure track;Testing;transcription factor;Transcriptional Regulation;transcriptome sequencing;transdifferentiation;transmission process;treatment strategy;Universities;Vestibular dysfunction;Vestibular ganglion;vestibular system;Viral Vector;Work;Zinc Fingers,Development of Afferent and Efferent Innervation in the Inner Ear,18852,CDRC,Communication Disorders Review Committee[CDRC],NA,NA,5,1,0,1,NA
10891630,R35,GM,5,N,2024-07-26,2024-08-01,2025-07-31,859,R35GM138116,SCHOOLS OF ARTS AND SCIENCES,PAR-17-190,5R35GM138116-05,NIGMS:354944\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,BATON ROUGE,UNITED STATES,BIOLOGY,06,075050765,US,577907,LOUISIANA STATE UNIV A&M COL BATON ROUGE,LA,708030001,Project narrative Lysosomes are major digestive organelles that sustain cellular homeostasis by degrading damaged proteins and organelles and recycling the constituents back into the cytoplasm. Lysosome defects are attributed to several metabolic and degenerative diseases. We are studying a novel class of tubular lysosomes and their function in healthy and disease contexts.,9569126 (contact),"JOHNSON, ALYSSA  (contact)","STOKES, KALYNDA K",2020-08-01,2025-07-31,age related;Alzheimer&apos;s Disease;Animals;Autophagocytosis;Back;Biological;Biological Models;Biology;Cells;Cues;Cytoplasm;Defect;Degenerative Disorder;Dependence;Disease;Epidemic;fly;Functional disorder;Genes;Health;Homeostasis;Human;Impairment;improved;Knowledge;Link;Lysosomes;Maintenance;Mammals;Metabolic Diseases;Metabolism;Molecular;Molecular Disease;Mutation;Neurons;novel;Nutrient;Organelles;Parkinson Disease;Pathology;protein aggregation;Proteins;proteostasis loss;Recycling;repaired;Research;Starvation;Stimulus;System;Therapeutic;Tissues;Tubular formation;Work,Tubular lysosomes in health and disease,138116,ZRG1,Special Emphasis Panel[ZRG1-CB-T(55)R],NA,NA,5,247673,107271,354944,NA
10891631,R35,GM,5,N,2024-06-19,2024-07-01,2025-06-30,859,R35GM143030,UNIVERSITY-WIDE,PAR-20-117,5R35GM143030-04,NIGMS:372526\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,LINCOLN,UNITED STATES,NONE,01,555456995,US,578103,UNIVERSITY OF NEBRASKA LINCOLN,NE,685032427,"PROJECT NARRATIVE This project will determine the structures and interactions of regulatory RNA elements with ligand or protein cofactors at atomic resolution to gain a foundational understanding of molecular recognition and role of ribonucleoproteins in human health and disease. The research is expected to significantly improve our understanding of the structural basis for RNA molecular recognition, ribonucleoprotein assembly and mechanisms of action.",11491504 (contact),"EICHHORN, CATHERINE  (contact)","SAKALIAN, MICHAEL",2021-09-22,2026-06-30,2019-nCoV;Address;Adopted;aptamer;Architecture;Binding;Biochemistry;Biological Models;Biological Process;Biology;Cell Physiology;cofactor;Complex;Disease;Dwarfism;Elements;Genetic Diseases;Genetic Transcription;Genotoxic Stress;Health;Heart Diseases;HIV-1;Human;improved;insight;interdisciplinary approach;Knowledge;Ligands;Malignant Neoplasms;Mass Spectrum Analysis;Molecular;molecular assembly/self assembly;Molecular Conformation;molecular recognition;NMR Spectroscopy;Normal Cell;Phosphotransferases;Polymers;Positive Transcriptional Elongation Factor B;programs;protein complex;protein protein interaction;Proteins;Proteome;rational design;Research;Resolution;response;Ribonucleoproteins;RNA;RNA Conformation;RNA Folding;RNA Polymerase II;RNA-Binding Proteins;RNA-Protein Interaction;Role;small molecule;Specificity;Stimulus;structural biology;Structure;Viral;Virus;Work;X-Ray Crystallography,Structural dynamics of regulatory RNAs and ribonucleoproteins,143030,ZRG1,Special Emphasis Panel[ZRG1-CB-V(55)R],NA,NA,4,250000,122526,372526,NA
10891633,UE5,NS,5,N,2024-08-06,2024-07-01,2025-06-30,853,UE5NS065723,SCHOOLS OF MEDICINE,PAR-18-346,5UE5NS065723-15,NINDS:447290\,OTHER RESEARCH-RELATED,2024,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,NA,LOS ANGELES,UNITED STATES,NEUROLOGY,36,092530369,US,577505,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,900952000,"Physician-scientists have an important role in developing new therapies for disease. However, the numbers of physician-scientists have been declining. This grant develops a research program to train physician-scientists in neurology using an innovative program of laboratory or clinical research training, close mentoring and didactics in grant writing and research ethics. Relevance to Public Health: This grant will develop physician scientists in neurology that will develop new therapies for human diseases.",1905726 (contact),"CARMICHAEL, STANLEY THOMAS (contact)","WEIGAND, LETITIA ALEXIS",2009-03-04,2025-06-30,Address;Ally;Applications Grants;Basic Science;Brain Neoplasms;Budgets;career development;Clinical;clinical application;Clinical Research;Clinical Sciences;clinical training;Clinical Treatment;Communities;Conduct Clinical Trials;design;Disease;Education;education research;Emergency Medicine;Environment;Epilepsy;experience;falls;Fellowship;flexibility;Funding;genetic signature;Goals;Grant;human disease;human model;innovation;K-Series Research Career Programs;Laboratory Research;Medicine;Mentors;Mentorship;Nature;nerve stem cell;Neurologist;Neurology;neuropathology;Neurosciences;Neurosciences Research;neurosurgery;novel;novel therapeutics;Oral;Parkinson Disease;Physicians;Play;Positioning Attribute;Production;progenitor;programs;Public Health;Research;Research Ethics;research faculty;Research Training;Residencies;Role;Scientist;Stroke;Structure;Time;Training;Training Programs;translational neuroscience;Translations;United States National Institutes of Health;Writing,Neurology Physician Research Training Grant,65723,ZNS1,ZNS1-SRB-B(68),NA,NA,15,496385,39711,447290,NA
10891634,R01,AI,5,N,2024-07-03,2024-08-01,2025-07-31,855,R01AI150826,SCHOOLS OF MEDICINE,PA-19-056,5R01AI150826-04,NIAID:711432\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,NA,SEATTLE,UNITED STATES,MICROBIOLOGY/IMMUN/VIROLOGY,07,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"NARRATIVE Tuberculosis is a massive public health problem, and new drug regimens are sorely needed. To address this need, we are assembling a multifactorial pipeline of experiments and computation to understand how drugs interact and to drive regimen development for TB. Our work will establish a tool for rapid assessment of TB drug combinations and a framework for applying this approach to other conditions where new multidrug therapies are needed.",1874979 (contact),"SHERMAN, DAVID R (contact)","BOYCE, JIM P",2021-08-09,2025-07-31,Acceleration;Address;Affect;Algorithms;antagonist;Antibiotics;Antitubercular Agents;Clinical;clinically relevant;combat;combinatorial;Communicable Diseases;Computational Biology;cost;Data;design;Development;Disease;Drug Combinations;drug efficacy;Drug Interactions;Drug resistance in tuberculosis;Drug Synergism;Environment;experimental study;Generations;Genes;Genetic;genetic signature;global health;Goals;Growth;Human;Hypoxia;improved;in silico;In Vitro;in vivo;Individual;Infection;Intuition;Knowledge;Life;Link;machine learning algorithm;Malignant Neoplasms;Measurement;Measures;Modeling;Molecular;mouse model;Multi-Drug Resistance;Multidrug-Resistant Tuberculosis;Mus;Mycobacterium tuberculosis;new combination therapies;novel drug combination;novel therapeutics;Nutrient;Outcome;pandemic disease;Persons;Pharmaceutical Preparations;Pharmacotherapy;pre-clinical;preclinical development;predictive modeling;Predisposition;Process;programs;Public Health;Regimen;relapse patients;Resistance;response;Risk Reduction;Speed;Stress;synergism;Testing;Therapeutic;tool;transcriptome;transcriptomics;Tuberculosis;tuberculosis drugs;tuberculosis treatment;Work;Writing,A multifactorial pipeline to dissect combinatorial drug efficacy in Tuberculosis,150826,DDR,Drug Discovery and Mechanisms of Antimicrobial Resistance Study Section[DDR],NA,NA,4,477681,233751,711432,NA
10891635,D43,TW,5,N,2024-07-18,2024-08-01,2025-07-31,989,D43TW011625,NA,PAR-18-901,5D43TW011625-04,FIC:246203\,OTHER RESEARCH-RELATED,2024,FOGARTY INTERNATIONAL CENTER,NA,KARACHI,PAKISTAN,NA,NA,645366253; 535118889,PK,4110401,AGA KHAN UNIVERSITY (PAKISTAN),NA,74800,"PROJECT NARRATIVE Pakistan, a low-middle income, and 5th most populous country has limited capacity to address its existing non-communicable disease (NCD) crisis. Leveraging existing infrastructure at the Aga Khan University’s flagship program in Karachi, Pakistan, the extensive Aga Khan Development Network and long-standing collaborations with Duke University, we have designed a robust, integrated, multi-disciplinary research- training program targeting cardio-cerebrovascular diseases and their risk factors with a prioritization of surveillance and implementation research methods that leverage big data and m-health. We expect that this program will directly increase Pakistan’s research capacity, a critical element in a comprehensive NCD response. 1",14952543;9734320;9010724;10923085 (contact),"ALMAS, AYSHA ;BLOOMFIELD, GERALD SAMUEL;KAMAL, AYEESHA KAMRAN;SAMAD, ZAINAB  (contact)","LEVINTOVA, MARYA",2021-09-08,2026-07-31,Big Data;Cerebrovascular Disorders;Cessation of life;cost;Data;design;Development;digital;Disease;Disease Management;Disease Surveillance;disorder prevention;Elements;Epidemic;Faculty;Funding;global health;Health;implementation science;Information Technology;Infrastructure;insight;Lead;Leadership;life span;low and middle-income countries;multidisciplinary;neurovascular;next generation;Pakistan;Pathway interactions;premature;Prevalence;programs;Research;Research Personnel;Research Training;Resources;response;Risk Factors;risk sharing;Site;social determinants;Testing;Training;Training Programs;United States;Universities;Vision;Work,The Aga Khan University Pakistan Initiative for Non-Communicable Diseases (AKUPI-NCDs) Research Training Program,11625,ZRG1,Special Emphasis Panel[ZRG1-PSE-L(55)R],NA,NA,4,230000,16203,246203,NA
