APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,OPPORTUNITY NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
10887397,P20,GM,5,N,2024-06-17,2024-06-01,2025-05-31,NA,P20GM146584,NA,PAR-19-312,5P20GM146584-03,NIGMS:689384\,RESEARCH CENTERS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,CLEMSON,UNITED STATES,NA,03,042629816,US,1626401,CLEMSON UNIVERSITY,SC,296340001,NA,1923822 (contact),"SMITH, KERRY SCOT (contact)",NA,2022-07-15,2027-05-31,Acceleration;Advisory Committees;Amoeba genus;Area;Aspergillus;Award;Biochemical;Bioinformatics;biophysical techniques;Cellular biology;Centers of Research Excellence;Chemicals;Collaborations;college;Core Facility;Cryptococcus;Development;Discipline;Disease;Eligibility Determination;Ensure;Entamoeba;Equipment;Faculty;Fellowship;Funding;Funding Agency;fungus;Genetic;Genomic approach;Genomics;graduate student;Grant;Growth;Health;Human Resources;imaging facilities;improved;Individual;Infrastructure;innovation;interest;International;Leadership;Light;Mastigophora;meetings;member;Mentors;Molecular;Monitor;Naegleria;obligate intracellular parasite;Parasites;pathogen;Pathogenesis;Phase;Pilot Projects;Positioning Attribute;Postdoctoral Fellow;pre-doctoral;Probability;Productivity;programs;Publishing;Records;recruit;Research;Research Infrastructure;Research Personnel;Science;Scientist;South Carolina;Southeastern United States;Structure;success;tenure track;tool;Toxoplasma;Training;Trichomonas;Trustees;Trypanosoma;United States National Institutes of Health;Universities;University adminstration;Work,Administrative Core - EPIC,146584,ZGM1,ZGM1-RCB-3,5792,NA,3,464136,225248,NA,689384
10887398,R01,EY,5,N,2024-07-05,2024-08-01,2025-07-31,867,R01EY031748,SCHOOLS OF MEDICINE,PA-19-056,5R01EY031748-05,NEI:575241\,NON-SBIR/STTR RPGS,2024,NATIONAL EYE INSTITUTE,NA,DURHAM,UNITED STATES,OPHTHALMOLOGY,04,044387793,US,2221101,DUKE UNIVERSITY,NC,277054673,"PROJECT NARRATIVE (Public Health Relevance Statement) Age-related macular degeneration (AMD) is the leading cause of irreversible blindness among elderly Americans, which has a devastating socioeconomic burden, particularly since there is currently no cure. Our proposed studies are designed to (1) mechanistically determine the interaction of two risk factors, complement factor H (CFH) and lipoproteins in AMD, and (2) establish if augmenting CFH and/or targeting high density lipoproteins are viable approaches for treating AMD. The proposed research is relevant to the National Eye Institute high priority research area, Intersection of Aging & Biological Mechanisms of Eye Disease, as well as to the National Institute on Aging research goal to Improve Understanding of Healthy Aging and Disease.",7023421 (contact),"BOWES RICKMAN, CATHERINE  (contact)","SHEN, GRACE L",2020-08-01,2025-07-31,Address;Affect;Age;age related;Age related macular degeneration;aged;Aging;Alternative Complement Pathway;American;Amino Acids;Animal Model;Apolipoprotein A-I;apolipoprotein B-48;Apolipoprotein E;Apolipoproteins;Apolipoproteins B;Area;Binding;Biochemical;Biological;Blindness;Blood;Bruch&apos;s basal membrane structure;Cells;Cessation of life;Cholesterol;Choroid;Complement;Complement Activation;Complement Factor H;complement system;Complex;Data;Deposition;design;Developed Countries;Development;Diet;Disease;Drusen;Economic Burden;Elderly;Epidemiology;epidemiology study;Epithelial Cells;extracellular;Eye;Eye diseases;Fatty acid glycerol esters;Functional disorder;Generations;Genes;genetic analysis;Genetic Complementation Test;Genetic Polymorphism;Genetic Risk;genome wide association study;Glycosaminoglycans;Goals;healthy aging;High Density Lipoproteins;Histidine;Human;human induced pluripotent stem cells;improved;in vivo;in vivo Model;Length;Link;lipid metabolism;Lipids;Lipoproteins;Liver;Metabolism;mimetics;Modeling;mouse model;Mus;National Eye Institute;National Institute on Aging;novel;old mice;Outcome Study;particle;Pathogenesis;Pathogenicity;Pathology;Pathway interactions;Patients;Peptides;Phenotype;Pigment Epithelium;Plasma;Positioning Attribute;prevent;Proteins;Proteome;public health relevance;Research;Research Priority;reverse cholesterol transport;Risk;Risk Factors;risk variant;RNA Splicing;socioeconomics;Testing;therapeutic target;trafficking;Transgenic Mice;Tyrosine;Variant,Complement factor H modulates lipoprotein clearance in AMD,31748,DPVS,Diseases and Pathophysiology of the Visual System Study Section[DPVS],NA,NA,5,359621,215620,575241,NA
10887399,P30,CA,5,N,2024-05-30,2024-06-01,2025-05-31,NA,P30CA124435,NA,PAR-20-043,5P30CA124435-16,NCI:292279\,RESEARCH CENTERS,2024,NATIONAL CANCER INSTITUTE,NA,STANFORD,UNITED STATES,NA,16,009214214,US,8046501,STANFORD UNIVERSITY,CA,943052004,NA,1872574 (contact),"FORD, JAMES M. (contact)",NA,2007-06-04,2027-05-31,American Cancer Society;anti-cancer research;Appointment;Area;Award;Cancer Biology;cancer care;cancer education;Cancer health equity;career;career development;Catchment Area;Clinical Research;community engagement;Community Outreach;Creativeness;design;Development;diversity and inclusion;Education;Educational Activities;Educational Needs Assessments;Engineering;Evaluation;Extramural Activities;Faculty;Faculty Recruitment;faculty research;Fellowship Program;Fostering;Funding;Funding Agency;Future;Genetic;graduate student;Grant;High School Student;Humanities;improved;Infrastructure;Institution;Leadership;Malignant Neoplasms;medical schools;Medicine;meetings;member;Mentors;Mentorship;Mission;novel strategies;Oncology;Outcome;Paper;Pediatrics;Peer Review;Positioning Attribute;Postdoctoral Fellow;Preparation;professor;programs;Recording of previous events;recruit;Research;Research Institute;Research Methodology;Research Training;Resources;Schedule;Science;Scientific Inquiry;Series;Strategic Planning;Students;symposium;System;Thinking;Training;Training Activity;Training and Education;training opportunity;Training Programs;Translational Research;undergraduate student;Underrepresented Minority;Underrepresented Students;United States National Institutes of Health;Universities;Woman,Cancer Research Training and Education Coordination,124435,NCI,Cancer Centers Study Section (A)[NCI-A],6158,NA,16,185692,106587,NA,292279
10887400,P20,GM,5,N,2024-06-17,2024-06-01,2025-05-31,NA,P20GM146584,NA,PAR-19-312,5P20GM146584-03,NIGMS:474650\,RESEARCH CENTERS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,CLEMSON,UNITED STATES,NA,03,042629816,US,1626401,CLEMSON UNIVERSITY,SC,296340001,NA,2095268 (contact),"PARKINSON, CHRISTOPHER L (contact)",NA,2022-07-15,2027-05-31,Applications Grants;Architecture;Award;Bioinformatics;bioinformatics infrastructure;bioinformatics tool;Biological Sciences;Biology;Centers of Research Excellence;college;Communities;complex data;Computational Biology;computer infrastructure;Computers;computing resources;Data;Data Analyses;Data Files;Data Science;design;Development;doctoral student;Education;Education and Outreach;Educational workshop;empowerment;Epigenetic Process;Equipment;equipment acquisition;Event;expectation;Faculty;faculty research;Funding;Generations;Genes;Genetic;genome resource;genome sciences;genome sequencing;Genomic medicine;genomic tools;Genomics;Goals;graduate student;Health;High Performance Computing;human capital;Human Genetics;Human Resources;improved;Information Sciences;Infrastructure;innovation;insight;Institution;Investments;Laboratories;Magnetic Resonance Imaging;Measures;member;Memory;Mission;Modeling;Molecular;next generation;next generation sequencing;Nucleic acid sequencing;pathogen;peer;Performance;Phase;Pilot Projects;Postdoctoral Fellow;precision medicine;Process;programs;Publications;Pythons;Research;Research Personnel;Resources;Reverse Transcriptase Polymerase Chain Reaction;Science;Secure;Services;South Carolina;Specialist;Strategic Planning;Structure;Students;Supercomputing;Supervision;System;Teacher Professional Development;Technology;therapeutic development;Therapeutic Intervention;therapy development;tool;Training;training opportunity;transcriptome sequencing;United States National Institutes of Health;Universities;Variant,Clemson University Genomics and Bioinformatics Facility (CUGBF),146584,ZGM1,ZGM1-RCB-3,5793,NA,3,319427,155223,NA,474650
10887401,R37,CA,5,N,2024-07-17,2024-08-01,2025-07-31,396,R37CA272854,SCHOOLS OF MEDICINE,PA-20-185,5R37CA272854-03,NCI:352047\,NON-SBIR/STTR RPGS,2024,NATIONAL CANCER INSTITUTE,NA,CINCINNATI,UNITED STATES,ANATOMY/CELL BIOLOGY,01,041064767,US,1523902,UNIVERSITY OF CINCINNATI,OH,452210001,"PROJECT NARRATIVE A significant subset of pancreatic cancer patients harbors gain-of-function mutations and amplification of GNAS(Gα-s), however the function of mutant GNAS has remained elusive. The goal of this proposal is to understand how mutant GNAS driven signaling couple the core transcriptional and metabolic circuitry to propel tumor growth. Here we will use advanced organoid models, genetically engineered animals, patient-derived xenografts combined with global transcriptomics, isotopomer-based metabolic labeling and advanced microscopy to decipher oncogenic network of mutant GNAS in pancreatic cancer.",15373397 (contact),"PATRA, KRUSHNA CHANDRA (contact)","WILLIS, KRISTINE AMALEE",2022-08-01,2027-07-31,"Animal Cancer Model;Animals;biliary tract;Biochemical Pathway;Bioenergetics;Biology;Branched-Chain Amino Acids;cancer cell;Cancer Etiology;Cell Line;Cells;Cessation of life;Citric Acid Cycle;clinically relevant;Colon;Complex;CREB1 gene;Cyclic AMP;Cyclic AMP-Dependent Protein Kinases;Data;Dependence;Detection;Disease;Doxycycline;Enzymes;fatty acid oxidation;Fatty Acids;Foundations;gain of function mutation;Gene Expression;Genes;Genetic;Genetic Engineering;Genetic Transcription;Genetically Engineered Mouse;Genotype;Gnas protein;Goals;Growth;GTP-Binding Protein alpha Subunits, Gs;GTP-Binding Proteins;Heterogeneity;Histologic;Human;improved;inhibitor;Intestines;KRAS oncogenesis;KRAS2 gene;Label;Lesion;Lipids;Maintenance;Malignant neoplasm of pancreas;Malignant Neoplasms;Mediating;Metabolic;Metabolic Pathway;metabolic phenotype;Methods;Microscopy;Mitochondria;Modeling;Molecular;Molecular Profiling;mouse model;Mucinous;Mucinous Neoplasm;Multienzyme Complexes;Mus;mutant;Mutate;Mutation;NADH;Neoplasms;novel;Nuclear Translocation;Oncogenic;Organoids;Other Genetics;Oxidative Phosphorylation;Oxidoreductase;Pancreas;pancreatic cancer patients;Pancreatic Ductal Adenocarcinoma;pancreatic neoplasm;Papillary;Pathway interactions;patient derived xenograft model;Phosphorylation;Pituitary Gland;pre-clinical;prevent;programs;Proliferating;protein activation;Protein Isoforms;Publishing;Recurrence;Regulation;Research;Respiration;respiratory;restraint;Role;salt-inducible kinase;Sampling;Series;Signal Transduction;Source;Specimen;Stomach;System;tool;TP53 gene;Transcription Coactivator;Transcriptional Activation;transcriptomics;treatment response;treatment strategy;tumor;tumor growth;Tumor Suppressor Proteins;United States;Up-Regulation;Work",Investigating the molecular mechanisms of growth in GNAS mutant pancreatic cancer.,272854,TCB,Tumor Cell Biology Study Section[TCB],NA,NA,3,217313,134734,352047,NA
10887402,P30,CA,5,N,2024-05-30,2024-06-01,2025-05-31,NA,P30CA124435,NA,PAR-20-043,5P30CA124435-16,NCI:33325\,RESEARCH CENTERS,2024,NATIONAL CANCER INSTITUTE,NA,STANFORD,UNITED STATES,NA,16,009214214,US,8046501,STANFORD UNIVERSITY,CA,943052004,NA,1885021 (contact),"ATTARDI, LAURA D (contact)",NA,2007-06-04,2027-05-31,Area;ATAC-seq;Basic Science;Biological;Biological Models;Cancer Biology;cancer cell;cancer diagnosis;cancer initiation;cancer stem cell;cancer therapy;carcinogenesis;Carcinoma;Cell Culture System;Cells;Chromatin;Clinical;Clinical Investigator;Clinical Trials;Collaborations;Development;Doctor of Philosophy;drug development;Eating;Engineering;Epithelium;Erinaceidae;Faculty Recruitment;Focus Groups;Funding;Future;Gene Expression;Genetic;Genetically Engineered Mouse;Genomics;Goals;Grant;Group Meetings;Growth;Humanities;improved;Infrastructure;inhibitor;insight;Institution;Journals;Lung;Macrophage;Malignant Breast Neoplasm;Malignant lymphoid neoplasm;Malignant neoplasm of liver;Malignant neoplasm of lung;Malignant neoplasm of pancreas;Malignant Neoplasms;Manuscripts;medical schools;member;Modeling;mouse model;Neoplasm Metastasis;neoplastic cell;new technology;new therapeutic target;Normal tissue morphology;novel;novel strategies;novel therapeutics;Organoids;Pancreas;Pathway interactions;Peer Review;peer support;Pharmaceutical Preparations;preclinical study;programs;Proteomics;Publishing;Regulation;Research;Research Peer Review;Resource Sharing;Role;Science;self-renewal;Signal Pathway;Signal Transduction;small molecule;Solid Neoplasm;Source;Structure;Therapeutic;therapeutic protein;therapeutic target;tissue stem cells;Translating;translational impact;Translational Research;treatment response;tumor;tumor growth;tumor microenvironment;tumor progression;Tumor Suppressor Proteins;tumorigenesis;United States National Institutes of Health;Woman;Work;working group,Cancer Biology and Cancer Stem Cells,124435,NCI,Cancer Centers Study Section (A)[NCI-A],6159,NA,16,21172,12153,NA,33325
10887403,R01,AG,5,N,2024-05-16,2024-06-01,2025-05-31,866,R01AG071730,SCHOOLS OF MEDICINE,PA-20-185,5R01AG071730-04,NIA:319244\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON AGING,NA,PHILADELPHIA,UNITED STATES,INTERNAL MEDICINE/MEDICINE,03,042250712,US,6463801,UNIVERSITY OF PENNSYLVANIA,PA,191046205,"PROJECT NARRATIVE This project is relevant to public health because it identifies the trajectories, risk factors, and outcomes of functional impairment that develops in middle age. This study will help inform prevention of functional impairment in middle age by providing data to support next-step development and testing of interventions to improve functional outcomes, and will inform policy planning to mitigate the projected burden of functional impairment and associated adverse outcomes.",11278455 (contact),"BROWN, REBECCA TYLER (contact)","CRAIG, SARAH JEAN CARNAHAN",2021-09-30,2025-05-31,Activities of Daily Living;acute care;Address;Admission activity;Adult;adverse outcome;Age;age acceleration;age group;Age of Onset;aging population;American;built environment;Cardiovascular Diseases;Chronic;Data;design;Development;Diabetes Mellitus;disability;Disability Insurance;economic outcome;Education;Employment;Enrollment;Environmental Risk Factor;Epidemiology;experience;functional decline;Functional impairment;functional improvement;functional outcomes;functional status;Funding;Health;Health and Retirement Study;Health behavior;health care service utilization;high school;hospital care;Hospitalization;human old age (65+);Impairment;Incidence;Individual;Intercept;Intervention;late life;Life;Life Cycle Stages;Link;Long-Term Effects;Longitudinal Studies;low socioeconomic status;Measures;Mediating;Mental Depression;middle age;Modeling;modifiable risk;mortality;neighborhood safety;nursing home length of stay;Nursing Homes;Obesity;older adult;Outcome;Participant;Pattern;Persons;Physical environment;Physical Performance;Policies;poor health outcome;Population Attributable Risks;premature;Premature Mortality;Prevalence;Prevention;protective factors;Public Health;Reporting;Research;Risk;Risk Factors;Social Environment;Subgroup;Testing;theories;Time;trend;Visit;Work,Functional Impairment in Middle-Aged Adults,71730,NAME,"Neurological, Aging and Musculoskeletal Epidemiology Study Section[NAME]",NA,NA,4,196458,122786,319244,NA
10887404,P20,GM,5,N,2024-06-17,2024-06-01,2025-05-31,NA,P20GM146584,NA,PAR-19-312,5P20GM146584-03,NIGMS:291719\,RESEARCH CENTERS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,CLEMSON,UNITED STATES,NA,03,042629816,US,1626401,CLEMSON UNIVERSITY,SC,296340001,NA,10838400 (contact),"BRUCE, TERRI LANE FOSTER (contact)",NA,2022-07-15,2027-05-31,Address;base;Biochemical;Biological Sciences;Cell Count;Cell Physiology;Cell Separation;Cells;Centers of Research Excellence;Charge;collaborative environment;Communities;Conceptions;Core Facility;Cytometry;Data;Data Analyses;design;Development;Education;Educational workshop;Equipment;equipment training;experimental study;Faculty;Fees;Floor;Flow Cytometry;Fluorescence;Fluorescence-Activated Cell Sorting;Fostering;Funding;Generations;Grant;Human Resources;Image;imaging facilities;Imaging Techniques;improved;innovation;Institution;interest;Light;Light Cell;light microscopy;Location;member;Microscope;Microscopy;multi-photon;Organelles;pathogen;Phase;Positioning Attribute;Recording of previous events;Research;Research Personnel;Resources;skills;Sorting;South Carolina;Students;success;superresolution microscopy;Targeted Research;Technical Expertise;Techniques;Technology;tool;Training;ultra high resolution;United States National Institutes of Health;Universities;university student;Visualization;web page;Work,Clemson Light Imaging Facility (CLIF),146584,ZGM1,ZGM1-RCB-3,5794,NA,3,193733,97986,NA,291719
10887405,P30,CA,5,N,2024-05-30,2024-06-01,2025-05-31,NA,P30CA124435,NA,PAR-20-043,5P30CA124435-16,NCI:66651\,RESEARCH CENTERS,2024,NATIONAL CANCER INSTITUTE,NA,STANFORD,UNITED STATES,NA,16,009214214,US,8046501,STANFORD UNIVERSITY,CA,943052004,NA,6592029 (contact),"LE, QUYNH-THU XUAN (contact)",NA,2007-06-04,2027-05-31,Acute;Animals;Area;Artificial Intelligence;Basic Science;Biological;Biological Assay;Biological Markers;Biological Products;Biology;biomarker validation;Blood;cancer cell;cancer genomics;Cancer Patient;cancer radiation therapy;cancer survival;Cell Physiology;chemotherapy;Clinical Trials;Collaborations;Data;deep learning;detection method;Detection of Minimal Residual Disease;Development;Devices;Doctor of Philosophy;Dose;Dose Rate;Effectiveness;Electrons;end of life;Engineering;Fostering;Functional Imaging;Funding;Genetic;Genomics;Goals;Grant;Humanities;Hypoxia;image-guided radiation;Immune;Immune system;Immunotherapy;improved;innovation;Institution;Knowledge;Laboratories;Linear Accelerator Radiotherapy Systems;liquid biopsy;Malignant neoplasm of lung;Malignant Neoplasms;Manuscripts;Medical Records;medical schools;member;Modeling;molecular imaging;Monitor;Natural Language Processing;Neoplasm Metastasis;neoplastic cell;New Agents;new technology;Normal tissue morphology;novel;novel marker;outcome prediction;Patients;Peer Review;peer support;personalized medicine;pharmacologic;Positron-Emission Tomography;Pre-Clinical Model;Prognosis;prognostic model;programs;Property;prospective;Protocols documentation;Publishing;quality of life for cancer survivors;Radiation;radiation delivery;Radiation Oncology;radiation resistance;Radiation therapy;Radiation Tolerance;Radiobiology;radiomics;radiotracer;recruit;Research;Research Peer Review;Research Personnel;Residual Neoplasm;Resource Sharing;Resources;response;Retirement;Safety;Scanning;Schools;Science;Screening for cancer;Source;stem cells;Stromal Cells;Symptoms;targeted treatment;technology development;Therapeutic Index;Toxic effect;Translating;Translational Research;treatment planning;treatment response;Treatment-related toxicity;tumor;Tumor Biology;tumor DNA;tumor metabolism;tumor microenvironment;Tumor Tissue;United States National Institutes of Health;uptake;Urine;Work,Radiation Biology,124435,NCI,Cancer Centers Study Section (A)[NCI-A],6160,NA,16,42345,24306,NA,66651
10887406,F32,AI,5,N,2024-05-22,2024-06-01,2025-05-31,855,F32AI176787,SCHOOLS OF MEDICINE,PA-21-048,5F32AI176787-02,NIAID:81364\,"TRAINING, INDIVIDUAL",2024,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,NA,WORCESTER,UNITED STATES,MICROBIOLOGY/IMMUN/VIROLOGY,02,603847393,US,850903,UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,016550002,"Even when successfully cured with antibiotics, tuberculosis patients often suffer from permanently impaired lung function, necessitating the advent of new therapeutic strategies to ensure better outcomes. The use of host directed therapies that limit non-productive inflammation represents a promising approach, but development has been complicated by the substantial degree of heterogeneity observed in individual immune responses to Mtb infections. The proposed research seeks to define the contribution of the unfolded protein response to immune response heterogeneity and inflammation during Mtb infection, and to assess the feasibility of targeting specific unfolded protein response pathways to improve TB outcomes.",16210864 (contact),"FINETHY, RYAN HAROLD (contact)","MENDEZ, SUSANA",2023-06-01,2025-05-31,Antibiotics;ATF6 gene;Bacteriology;Bar Codes;Bone Marrow;burden of illness;Cells;Cellular Stress;Chemicals;Chronic;cohort;Communication;cytokine;Data;defined contribution;Development;Disease;Disease Outcome;Disease Progression;DNA;Endoplasmic Reticulum;Ensure;Environment;Exhibits;experience;experimental study;falls;Flow Cytometry;Genetic;genetic approach;Genetic Transcription;Genetic Variation;Genotype;Growth;Heterogeneity;Homeostasis;Human;human disease;Immune response;Immunity;Immunology;Impairment;improved;Inbred Strains Mice;Inbreeding;Individual;individual response;Infection;Inflammation;Inflammatory;Inflammatory Response;inhibitor;insight;Lung;Macrophage;Massachusetts;medical schools;Mouse Strains;Mus;Mycobacterium tuberculosis;Myelogenous;novel strategies;novel therapeutic intervention;Outcome;pathogen;Pathogenesis;Pathologic;Pathology;Pathway interactions;Patients;Persons;Population;Population Heterogeneity;Predisposition;Production;programs;Proteins;pulmonary function;Recombinants;Regulation;Reproducibility;Research;Research Personnel;response;Role;Running;Scientist;Shapes;Signal Pathway;Signal Transduction;single-cell RNA sequencing;skills;Source;Stimulus;success;System;targeted treatment;Techniques;Technology;Testing;Therapeutic Intervention;therapy development;Tissues;tool;Training;Tuberculosis;Universities;Variant;Whole Organism,Unfolded Protein Response Activation as a Determinant of the Host Response to M. tuberculosis,176787,ZRG1,Special Emphasis Panel[ZRG1-F07A-B(20)L],NA,NA,2,81364,0,81364,NA
