APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,OPPORTUNITY NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
10786111,R01,DK,5,N,2024-02-21,2024-02-01,2026-01-31,847,R01DK121967,NA,PA-19-056,5R01DK121967-05,NIDDK:526942\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,NA,BOSTON,UNITED STATES,NA,07,071723084,US,2133701,JOSLIN DIABETES CENTER,MA,022155306,"A major mediator of the gene-environment interactions in development of diabetes, obesity and metabolic syndrome is the gut microbiome and its impact on the circulating metabolome. To begin to dissect the role of the microbiome in gene-environment interactions in the pathogenesis of type 2 diabetes and obesity, we have developed a novel model taking advantage of three strains of laboratory mice which vary in their level of insulin resistance and development of obesity and diabetes in response to high fat diet challenge. The major goal of this project is to identify microbiota and metabolites which are altered by the changing microbiome and contribute to insulin resistance and metabolic dysregulation across these models in response to different diets and exercise; identify the highly regulated unknown metabolites that are linked to insulin resistance; and determine how both the known and the newly-identified unknown metabolites linked to insulin resistance alter insulin signaling in vitro and in vivo.",1863670 (contact),"KAHN, C RONALD (contact)","CASTLE, ARTHUR",2020-05-01,2026-01-31,Affect;Antibiotics;Biochemical Pathway;Breeding;Carbohydrates;Communities;Data;Development;Diabetes Mellitus;diabetes risk;Diet;diet and exercise;diet-induced obesity;Disease;Environment;Epidemic;Exercise;Fatty acid glycerol esters;fecal transplantation;Fructose;gene environment interaction;gene product;Genes;Genetic;Genetic Risk;Germ;Germ-Free;Glucose;Goals;Grant;gut microbiome;gut microbiota;High Fat Diet;Human;In Vitro;in vivo;Insulin;Insulin Resistance;insulin signaling;Laboratories;Laboratory mice;Link;Mediator;Metabolic;metabolic phenotype;Metabolic syndrome;Metabolism;metabolome;metabolomics;metagenome;Metagenomics;microbial;microbiome;microbiome alteration;microbiota;Modeling;Molecular;mouse model;Mouse Strains;Mus;non-diabetic;Non-Insulin-Dependent Diabetes Mellitus;novel;Nutrient;Obesity;obesity development;Pathogenesis;Phenotype;Plasma;Predisposition;Process;Production;Resistance;response;Rodent;Role;Type 2 diabetic;Weight;Work,"Interaction between genes, environment, the microbiome and metabolome in type 2 diabetes and metabolic syndrome",121967,CADO,Cellular Aspects of Diabetes and Obesity Study Section[CADO],NA,NA,5,311800,215142,526942,NA
10786112,U01,DE,5,N,2024-03-27,2024-04-01,2025-03-31,121,U01DE030418,SCHOOLS OF DENTISTRY/ORAL HYGN,PAR-20-060,5U01DE030418-04,NIDCR:692010\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,NA,SEATTLE,UNITED STATES,DENTISTRY,07,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"Project Narrative Individuals with cystic fibrosis (CF) have chronic respiratory infections. Oral diseases like tooth decay and gingivitis are potential sources of pathogenic bacteria that could spread from the mouth to the lungs, further compromising respiratory health. The proposed study will identify risk factors for oral diseases in adolescents and young adults with CF, evaluate associations between oral diseases and measures of respiratory health, and explore microbiologic links between oral and respiratory health using cutting-edge microbiome methods.",9853464 (contact);6491139,"CHI, DONALD LESLIE (contact);ROSENFELD, MARGARET","BACCAGLINI, LORENA",2021-04-13,2026-03-31,"Address;Adolescence;Adolescent and Young Adult;Age;age group;Alabama;aspirate;autosome;Bacteria;Behavior;Behavioral;Biological;Biological Factors;Carbohydrates;Caring;Cariogenic Diet;Caucasians;Cessation of life;children with cystic fibrosis;Chronic;Clinical;cohort;Cystic Fibrosis;cystic fibrosis patients;Data;Dental;Dental caries;Dental Hygiene;Dental Plaque;Dentistry;Dentists;Diagnostic;Disease;disorder prevention;dysbiosis;early adolescence;Enrollment;Environment;Epidemiology;Evidence based intervention;functional decline;General Population;Gingivitis;Health;Health behavior;high risk;Impairment;improved;Incidence;Inflammatory;Intake;Intervention;Life;Life Expectancy;Link;loss of function;Lung;Lung Diseases;lung injury;lung microbiome;Measures;Mechanical ventilation;Medical;Methods;microbiome;microbiome analysis;Modeling;Modernization;Mouth Diseases;Mucociliary Clearance;North Carolina;Obstructive Lung Diseases;Oral;oral bacteria;Oral cavity;Oral health;oral microbiome;Outcome;pathogenic bacteria;Pathogenicity;Pathway interactions;Patients;Pediatric Hospitals;peer;Pneumonia;Population;premature;Prevalence;prevent;Prevention;Preventive;Preventive dental care;preventive intervention;prospective;Pulmonary Cystic Fibrosis;pulmonary function;pulmonary function decline;Pulmonary Function Test/Forced Expiratory Volume 1;Quality of life;randomized, clinical trials;Reflux;respiratory;respiratory health;Respiratory Tract Infections;Risk;Risk Factors;Saliva;Site;Source;Sputum;Standardization;Stomach;Streptococcus mutans;Time;Universities;Visit;Weight",Understanding Oral Diseases in Cystic Fibrosis to Develop Tailored Preventive Dental Interventions,30418,ZDE1,ZDE1-YM(06),NA,NA,4,1102160,154380,692010,NA
10786113,R01,DK,5,N,2024-03-05,2024-03-01,2025-02-28,847,R01DK131990,SCHOOLS OF MEDICINE,PAR-21-038,5R01DK131990-03,NIDDK:632070\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,NA,OMAHA,UNITED STATES,INTERNAL MEDICINE/MEDICINE,02,168559177,US,578104,UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,681987835,"PUBLIC HEALTH RELEVANCE: Inflammatory bowel disease is a chronic relapsing and remitting condition affecting the gastrointestinal tract, which is often disabling and encumbers normal activities of daily life. The chronic and relapsing nature of IBD, in conjunction with the lack of curative therapies for many patients, enhances risk for inflammation-associated comorbidities, including intestinal fibrosis. This project seeks to understand the role of bacterial metallophores on IBD disease development and severity, which may support the development of novel therapeutic strategies for the prevention of IBD.",12627689 (contact),"SAMUELSON, DERRICK R (contact)","LUNSFORD, DWAYNE",2022-04-01,2027-02-28,Acceleration;Adherent Invasive Escherichia coli;Affect;Alleles;Animals;Attention;Bacteria;biobank;Biological Process;Cell division;Cell Physiology;Cessation of life;chemically induced colitis;Chronic;Clinical;Colitis;combat;comorbidity;Crohn&apos;s disease;curative treatments;Data;deprivation;Development;Diet;dietary;Dietary intake;Disabling;Disease;Disease remission;DNA biosynthesis;dysbiosis;Environmental Risk Factor;Enzymes;Epithelial Cells;Epithelium;Extracellular Matrix;gastrointestinal;Gastrointestinal tract structure;Gene Cluster;Genetic;genetic variant;genome sequencing;Growth;gut microbiota;Harvest;Health;Homeostasis;Human;immune function;Immunologic Factors;Impairment;Individual;Inflammation;Inflammatory Bowel Diseases;innovation;Intake;intestinal epithelium;Intestinal Fibrosis;intestinal homeostasis;Intestines;Knock-in;Knock-in Mouse;Life;Linear Models;Link;Maintenance;Mammals;Mediating;Mediation;Metals;microbial;microbial community;microbial composition;microbiota;Modeling;mouse model;Nature;novel;novel therapeutic intervention;Nutrient;Organoids;pathobiont;Pathogenesis;Pathway interactions;Patients;Permeability;Physiological;Population;Predisposition;Prevalence;Prevention strategy;Production;Protein Biosynthesis;Public Health;public health relevance;Recording of previous events;Regulation;Relapse;Research;Risk;Role;role model;Severities;Severity of illness;Siderophores;small molecule;Testing;Trace metal;whole genome;Wild Type Mouse;wound healing;yersiniabactin;Zinc;Zinc deficiency;zinc-binding protein,Gut bacterial metallophores in the development and severity of inflammatory bowel disease,131990,XNDA,Xenobiotic and Nutrient Disposition and Action Study Section[XNDA],NA,NA,3,458059,174011,632070,NA
10786114,UG1,CA,5,N,2024-02-23,2024-03-01,2025-02-28,399,UG1CA233196,SCHOOLS OF MEDICINE,RFA-CA-17-059,5UG1CA233196-06,NCI:568290\,OTHER RESEARCH-RELATED,2024,NATIONAL CANCER INSTITUTE,NA,BALTIMORE,UNITED STATES,INTERNAL MEDICINE/MEDICINE,07,001910777,US,4134401,JOHNS HOPKINS UNIVERSITY,MD,212182680,"Project Relevance  Johns Hopkins has an extraordinary institutional commitment to the health of the public. Through close collaboration across multiple disciplines, the Cancer Center is focused on the entire spectrum of cancer care from risk identification, screening and prevention to early detection and cancer treatment. This patient centered care addresses the effects of cancer on financial stability, family and social interactions and quality of life, encompassing the overall impact of cancer on the lives of patients.",1897548;8180685 (contact),"ARMSTRONG, DEBORAH K;BRAHMER, JULIE RENEE (contact)","MOONEY, MARGARET M",2019-03-06,2025-02-28,Address;American College of Radiology Imaging Network;cancer care;Cancer Center;cancer therapy;Cellular biology;Clinical;Clinical Trials;Collaborations;Contracts;Development;Discipline;Disease;Early Diagnosis;early phase clinical trial;early phase trial;Early Therapeutic-Clinical Trials Network;Eastern Cooperative Oncology Group;Faculty;Family;Goals;Grant;Image;Infrastructure;innovation;Institution;Laboratories;Lead;Leadership;Location;Malignant Neoplasms;member;Minority Participation;Mission;Modality;Molecular Biology;National Clinical Trials Network;novel;novel marker;novel therapeutics;Oncology;patient population;Patient-Centered Care;Patients;Phase;pre-clinical;Prevention;programs;Public Health;Quality of life;Radiation;Research;Research Personnel;Risk;Role;screening;Site;Social Interaction;Techniques;Translational Research;Universities,Johns Hopkins University NCTN Lead Academic Site Program,233196,ZCA1,ZCA1-RPRB-7(O1),NA,NA,6,389434,178856,568290,NA
10786115,R01,HL,5,N,2024-02-01,2024-03-01,2026-02-25,837,R01HL146570,SCHOOLS OF MEDICINE,PA-20-185,5R01HL146570-04,NHLBI:400325\,NON-SBIR/STTR RPGS,2024,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",NA,Los Angeles,UNITED STATES,PHYSIOLOGY,37,072933393,US,7636101,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,900894304,"Soluble epoxide hydrolase (sEH) is an important enzyme for metabolic and cardiovascular health. The proposed studies will explore a novel mechanism involving gut bacteria for sEH regulation and evaluate the performance of a new method to assess sEH activity, recently developed by the investigator team. Successful completion of the proposed studies would facilitate studies of sEH regulation in humans and lead to new therapeutic targets or strategies in the treatment of diabetes or cardiovascular diseases.",1883553 (contact),"YOUN, JANG H. (contact)","OH, YOUNGSUK",2021-03-24,2026-02-25,Acids;Animals;Antibiotic Therapy;Antibiotics;Arachidonic Acids;Bile Acids;Blood;blood glucose regulation;Blood Pressure;Cardiovascular Abnormalities;Cardiovascular Diseases;cardiovascular health;Cardiovascular system;cost;Data;Deoxycholic Acid;Detection;Development;Diabetes Mellitus;diabetic;dietary;endothelial dysfunction;Endothelium;Enzymes;Epoxide hydrolase;Epoxy Compounds;Fatty acid glycerol esters;feeding;Genetic Polymorphism;Glycols;gut bacteria;gut microbiota;Health;Hepatic;Human;human disease;Hydrolase;improved;In Vitro;in vivo;indexing;Individual;inhibitor;Insulin Resistance;lipid mediator;Lithocholic Acid;Liver;Measurable;Measures;Mediating;Metabolic;Metabolic Diseases;Metabolism;metabolomics;Methods;new therapeutic target;novel;Pathologic;Performance;Physiological;Plasma;Production;Rattus;Regulation;Research Personnel;Role;Sample Size;Secondary to;Testing;Time;Time Study;Tissues;tool;treatment effect,Soluble epoxide hydrolase: assessment of in vivo activity and regulation by gut microbiota,146570,INMP,Integrative Nutrition and Metabolic Processes Study Section[INMP],NA,NA,4,272956,127369,400325,NA
10786116,R01,AA,5,N,2024-02-07,2024-03-01,2025-02-28,273,R01AA028859,SCHOOLS OF MEDICINE,PA-20-185,5R01AA028859-03,NIAAA:376875\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,NA,NEW HAVEN,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,03,043207562,US,9420201,YALE UNIVERSITY,CT,065208327,"PROJECT NARRATIVE The goal of this project is to identify novel targets involved in protection against alcoholic fatty liver disease (AFLD) by elucidating a novel role of redox-modulated hepatic O-GlcNAc signaling in AFLD pathogenesis. Our preliminary studies show that chronic-binge ethanol feeding induces differential changes in liver global O- GlcNAcylation (a prevalent form of post-translational modification) in a mouse model of chronic oxidative stress, which may serve as a protective mechanism against alcohol-induced liver injury. We propose to examine ethanol-associated changes in hepatic O-GlcNAcylation signaling and elucidate key signaling events that are mechanistically linked to hepatoprotection.",9204353 (contact),"CHEN, YING  (contact)","MURRAY, GARY",2022-05-01,2027-02-28,Adaptor Signaling Protein;Alcohol consumption;alcohol exposure;alcohol response;Alcoholic Fatty Liver;Alcoholic Liver Diseases;Alcohols;Animal Model;Antioxidants;Autophagocytosis;biological adaptation to stress;Biological Markers;Biological Models;calmodulin-dependent protein kinase II;Categories;Cell model;Cells;Cellular Stress;Chronic;chronic liver disease;Clone Cells;Cytoplasmic Protein;cytotoxicity;Data;Diagnostic;disability-adjusted life years;Disease;Disease Management;economic impact;endoplasmic reticulum stress;Engineering;Enzymes;Ethanol;Ethanol Metabolism;Event;fatty liver disease;feeding;Fibrosis;Free Radicals;Functional disorder;GCLM gene;Generations;Genes;Glutathione;Goals;Health;Hepatic;hepatoprotective;Homeostasis;Human;in vivo;Inflammation;Insulin Resistance;Knockout Mice;Link;Liver;liver metabolism;Maintenance;Mediating;Metabolic;metabolomics;Mitochondrial Proteins;Modeling;Modification;Molecular;Molecular Toxicology;mortality;mouse model;multiple omics;Mus;nanobodies;novel;Nuclear Proteins;Nutrient;O-GlcNAc transferase;Oxidation-Reduction;Oxidative Stress;Pathogenesis;Pathogenicity;Pathway interactions;peptide O-linked N-acetylglucosamine-beta-N-acetylglucosaminidase;Phosphorylation;Play;Post-Translational Protein Processing;posttranscriptional;Preventive;Process;protein function;protein profiling;protein protein interaction;Proteins;Proteome;Proteomics;Public Health;Regulation;response;Role;Signal Pathway;Signal Transduction;Signaling Protein;Site;Stress;Sulfhydryl Compounds;Testing;therapeutic target;Tissues;Toxicogenetics;transcription factor;Uridine Diphosphate N-Acetylglucosamine,Redox Regulation of O-GlcNAcylation Signaling in the Pathogenesis of Alcoholic Fatty Liver Disease,28859,XNDA,Xenobiotic and Nutrient Disposition and Action Study Section[XNDA],NA,NA,3,225000,151875,376875,NA
10786117,R01,AA,5,N,2024-02-09,2024-03-01,2025-02-28,273,R01AA028200,SCHOOLS OF MEDICINE,PA-19-056,5R01AA028200-04,NIAAA:435815\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,NA,TAMPA,UNITED STATES,INTERNAL MEDICINE/MEDICINE,15,069687242,US,513807,UNIVERSITY OF SOUTH FLORIDA,FL,33612,"The goal of this research is to develop a novel photoacoustic imaging approach that will allow non- invasive, simultaneous three-dimensional visualization of all the embryos in a mouse utero and track their birth/adulthood longitudinally to study the association between maternal alcohol exposure induced fetal hemodynamic changes and the outcome of fetal alcohol spectrum disorder (FASD) after birth. The functional focus of this proposal is on fetal cerebral artery mitochondria. Our work will provide better understanding of the pathophysiology of FASD and offer new therapeutic target(s) against this condition.",9589300;6734991 (contact),"BUKIYA, ANNA ;JIANG, HUABEI  (contact)","DUNTY, JR, WILLIAM",2021-03-01,2026-02-28,3-Dimensional;Adult;Affect;alcohol exposure;alcohol response;Alcohols;Animals;Arteries;Attention;Autopsy;Bioenergetics;Biological Assay;Biomedical Engineering;Birth;Blood flow;Brain;Brain hemorrhage;Brain Hypoxia-Ischemia;Brain imaging;Cells;cerebral artery;cerebral vascularization;cerebrovascular;Cerebrovascular Circulation;Cerebrovascular system;Cerebrum;Characteristics;Child;Collaborations;Computer software;Congenital Abnormality;density;deoxyhemoglobin;Development;Developmental Delay Disorders;Diameter;Early Diagnosis;effective therapy;Embryo;Excision;Exhibits;extracellular;fetal;Fetal Alcohol Exposure;Fetal Alcohol Spectrum Disorder;Fetus;fluorescence imaging;Functional disorder;Genus Hippocampus;Goals;hemodynamics;high resolution imaging;Human;Image;Image Analysis;image reconstruction;imaging approach;Imaging Techniques;improved;in vivo monitoring;Infant;Intervention;Knowledge;Liver;maternal alcohol use;Metabolic;metabolic rate;Mitochondria;Morphology;Mus;neuron development;Neurons;new therapeutic target;novel;Nutritional;optoacoustic tomography;Organ;Outcome;Oxygen;Oxygen Consumption;Pharmacology;photoacoustic imaging;Pregnancy;Preventive measure;Proteome;Recording of previous events;reduce symptoms;Reporting;Research;Resolution;response;Rodent;Role;School-Age Population;sensor;Speed;System;Technology;Testing;Therapeutic Intervention;therapeutically effective;Three-Dimensional Image;three-dimensional visualization;tool;Uncertainty;United States;Up-Regulation;Visualization;wasting;Work,Fetal alcohol exposure and cerebrovascular development,28200,NAL,Neurotoxicology and Alcohol Study Section[NAL],NA,NA,4,350160,85655,435815,NA
10786118,U42,GM,5,N,2024-02-27,2024-03-01,2025-02-28,859,U42GM115336,NA,RFA-GM-19-002,5U42GM115336-10,NIGMS:1622641\,RESEARCH CENTERS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,CAMDEN,UNITED STATES,NA,01,069894707,US,7603801,CORIELL INSTITUTE FOR MEDICAL RESEARCH,NJ,081031505,"The NIGMS Human Genetic Cell Repository U42 Application FOA No.: RFA-GM-19-002 Project Narrative The NIGMS Human Genetic Cell Repository (HGCR) stimulates and facilitates biomedical research, teaching, and the diagnosis and prevention of human genetic diseases by providing well-characterized and high-quality cell lines, DNA, and iPSCs for use in biomedical research. The NIGMS HGCR currently contains approximately 11,800 unique cell lines, 6,400 DNA samples, and 54 human iPSC lines representing a variety of disease states, chromosomal abnormalities, apparently healthy individuals and many distinct human populations. The NIGMS HGCR also develops and offers a wide range of cutting-edge special genetic services and biomaterials in response to the research community’s needs.",12388561 (contact),"TURAN, NAHID  (contact)","ADKINS, RONALD",2015-03-15,2025-02-28,Advertisements;Area;Biocompatible Materials;Biomedical Research;Catalogs;Cell Line;cell repository;Cells;Chromosome abnormality;Clinical;Collection;Communities;computerized;Custom;Databases;Development;Diagnosis;Disease;disease diagnosis;DNA;Educational process of instructing;Electronic Mail;established cell line;Exhibits;Family;Foundations;Funding Opportunities;Genetic Diseases;Genetic Research;Genetic Services;Geography;Goals;Hereditary Disease;high standard;Human;Human Genetics;human induced pluripotent stem cells;Individual;induced pluripotent stem cell;Information Distribution;innovation;Institutional Review Boards;interest;Interview;Journals;Life;Maintenance;Medical Research;meetings;Mission;National Institute of General Medical Sciences;Newsletter;Pamphlets;Patients;permanent cell line;Population;Preparation;Prevention;Procedures;Process;Protocols documentation;Quality Control;Reporting;repository;Research;Research Personnel;Research Support;Resources;response;RNA;Sampling;Secure;Services;social media;Technology;Testing;Update,The NIGMS Human Genetic Cell Repository,115336,ZGM1,ZGM1-GDB-7(HG),NA,NA,10,920780,701861,1622641,NA
10786119,U42,GM,5,N,2024-02-27,2024-03-01,2025-02-28,NA,U42GM115336,NA,RFA-GM-19-002,5U42GM115336-10,NIGMS:293072\,RESEARCH CENTERS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,CAMDEN,UNITED STATES,NA,01,069894707,US,7603801,CORIELL INSTITUTE FOR MEDICAL RESEARCH,NJ,081031505,NA,14345558 (contact),"REQUESENS, DEBORAH  (contact)",NA,2015-03-15,2025-02-28,Advertisements;Area;Biocompatible Materials;Biomedical Research;Catalogs;Cell Line;cell repository;Cells;Chromosome abnormality;Clinical;Collection;Communities;computerized;Custom;Databases;Development;Diagnosis;disease diagnosis;DNA;Educational process of instructing;Electronic Mail;established cell line;Exhibits;Family;Foundations;Funding Opportunities;Genetic Diseases;Genetic Research;Genetic Services;Geography;Goals;Hereditary Disease;high standard;Human Genetics;human induced pluripotent stem cells;Individual;Information Distribution;innovation;Institutional Review Boards;interest;Interview;Journals;Life;Maintenance;Medical Research;meetings;Mission;National Institute of General Medical Sciences;Newsletter;Office of Administrative Management;Pamphlets;Patients;permanent cell line;Preparation;Prevention;Procedures;Process;Protocols documentation;Quality Control;Reporting;repository;Research Personnel;Research Support;Resources;response;RNA;Sampling;Secure;Services;social media;Technology;Testing;Update,Scientific and Administrative Management Core,115336,ZGM1,ZGM1-GDB-7,9243,NA,10,165110,127962,NA,293072
10786120,R01,AI,5,N,2024-02-27,2024-03-01,2025-02-28,855,R01AI164473,SCHOOLS OF MEDICINE,PA-20-185,5R01AI164473-03,NIAID:777256\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,NA,SAINT LOUIS,UNITED STATES,MICROBIOLOGY/IMMUN/VIROLOGY,01,068552207,US,9083901,WASHINGTON UNIVERSITY,MO,631304862,"PROJECT NARRATIVE Infection by the parasite Toxoplasma gondii is widespread and it contributes to illness due to congenital infection and people with weakened immune systems. Although treatment is available to control infection, it is not able to eliminate the chronic stages, leaving individuals at risk of serious disease when infections reactivate. The goal of our studies is to develop new small molecule inhibitors that can eliminate the chronic stages and thus cure infection.",9819366;6417435 (contact),"JANETKA, JAMES W;SIBLEY, L. DAVID (contact)","MCGUGAN, GLEN C",2022-03-01,2027-02-28,Achievement;Acute;acute infection;Allergic Reaction;analog;Animal Model;Binding;Biological Assay;Biological Availability;calcium-dependent protein kinase;Cells;Central Nervous System;chemotherapy;Chronic;chronic infection;Clinic;congenital infection;Cyst;Data;design;Disease;Drug Kinetics;efficacy testing;Enzymes;Eye diseases;Family;Future;Gatekeeping;Glycine;Goals;Growth;Human;immune function;Immune response;Immune system;Immunity;Immunocompetent;Immunocompromised Host;improved;In Vitro;in vivo;in vivo evaluation;Individual;Infant;Infection;Infection Control;inhibitor;Laboratories;Lead;Mammalian Cell;Metabolism;Monitor;mouse model;Mus;opportunistic pathogen;Oral;Parasites;Parasitic infection;Penetration;Persons;Pharmaceutical Preparations;Phase;Phosphotransferases;Plants;Plasma;Positioning Attribute;pre-clinical;Pregnancy;preservation;Property;Pyrimethamine;Recurrence;Resistance development;Risk;Safety;Severities;small molecule;small molecule inhibitor;South America;Specificity;src-Family Kinases;sulfa drug;Sulfadiazine;Teratogens;Testing;Tissues;Toxic effect;Toxoplasma gondii;toxoplasmic encephalitis;Toxoplasmosis,Optimizing CDPK1 inhibitors for chronic toxoplasmosis,164473,ZRG1,Special Emphasis Panel[ZRG1-AIDC-Q(83)],NA,NA,3,499843,277413,777256,NA
