APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,OPPORTUNITY NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
10898874,K01,DA,5,N,2024-08-21,2024-09-01,2025-08-31,279,K01DA054449,NA,PA-20-190,5K01DA054449-03,NIDA:173275\,OTHER RESEARCH-RELATED,2024,NATIONAL INSTITUTE ON DRUG ABUSE,NA,LA JOLLA,UNITED STATES,NA,50,781613492,US,7375802,"SCRIPPS RESEARCH INSTITUTE, THE",CA,920371000,"PROJECT NARRATIVE Opioid Use Disorder (OUD) is a chronic, relapsing disease characterized by compulsive drug seeking and use. This proposal addresses the need for better understanding of the neurocircuitry mediating opioid-motivated approach and avoidance behavior with a focus on groups of projection neurons that are differentially and selectively sensitive to activation by environmental contexts conditioned to morphine (a rewarding opioid) versus naloxone (an aversive opioid antagonist). From a translational perspective, this knowledge may aid in the development of novel treatment strategies acting selectively at signaling or molecular targets unique to opioid- sensitive functional neurons in the brain.",14626650 (contact),"NEDELESCU, HERMINA  (contact)","NAIR, SUNILA GOPI",2022-09-01,2027-08-31,Address;Affect;Amygdaloid structure;Anatomy;approach behavior;Area;Aversive Stimulus;avoidance behavior;Axon;Behavior;Behavior Control;Behavioral;Behavioral Model;Brain;Brain Diseases;Brain region;career;career development;Chronic;conditioned place preference;Data;Desire for food;Development;Development Plans;Drug Controls;Drug Modelings;drug of abuse;drug seeking behavior;Environment;Event;experience;Future;Genes;Glutamates;Goals;hippocampal pyramidal neuron;insight;Investigation;Knowledge;Laboratory Research;Learning;Link;Mediating;Mentors;Mentorship;Molecular;Molecular Target;Morphine;motivated behavior;Naloxone;neural circuit;Neurobiology;neurochemistry;Neurons;Neurosciences;novel;Nucleus Accumbens;Opioid;Opioid agonist;Opioid Antagonist;opioid use disorder;optogenetics;Output;Pathway interactions;Pattern;Pharmaceutical Preparations;Presynaptic Terminals;Process;programs;recruit;Recurrent disease;Relapse;Research;research and development;Research Design;response;Rewards;Role;Sensory Process;Signal Transduction;Site;skills;Source;Stimulus;success;System;Testing;tool;Training;transmission process;treatment strategy,Control of opioid-motivated approach and avoidance behavior by neuronal ensembles in the basolateral amygdala and their projection targets in the nucleus accumbens,54449,MNPS,Molecular Neuropharmacology and Signaling Study Section[MNPS],NA,NA,3,160440,12835,173275,NA
10898875,K23,DA,5,N,2024-08-08,2024-09-01,2025-08-31,279,K23DA050909,SCHOOLS OF MEDICINE,PA-19-118,5K23DA050909-04,NIDA:186191\,OTHER RESEARCH-RELATED,2024,NATIONAL INSTITUTE ON DRUG ABUSE,NA,MINNEAPOLIS,UNITED STATES,PSYCHIATRY,05,555917996,US,1450402,UNIVERSITY OF MINNESOTA,MN,554552070,PROJECT NARRATIVE Current treatments for addiction remain limited by gaps in the fundamental knowledge of how different regions of prefrontal cortex interact in decision-making. We will close a gap in the understanding of cognitive control in prefrontal cortex by studying effortful decision making with intracranial recordings and direct cortical stimulation in humans.,8473195 (contact),"HERMAN, ALEXANDER  (contact)","LIN, YU",2021-09-30,2026-08-31,addiction;Anterior;Back;Behavior;Behavioral;Biological Assay;Biological Markers;Brain;career;cingulate cortex;Code;Cognitive;cognitive control;cognitive process;cognitive reappraisal;Computer Models;cost;Cost Control;Cost Measures;Data;Decision Making;design;Development;Diffusion;discounting;Dissociation;Electrophysiology (science);Epilepsy;Etiology;experience;Experimental Psychiatry;experimental study;Foundations;Frequencies;Funding;Goals;Human;improved;indexing;Information Theory;innovation;Intervention;Intuition;K-Series Research Career Programs;Knowledge;Link;Maps;Measurement;Measures;Mediating;memory process;Methods;Modeling;Monitor;neural;neural correlate;neural model;neuroeconomics;neuromechanism;neurophysiology;Neurophysiology - biologic function;neuroregulation;novel;novel marker;Operative Surgical Procedures;Patients;Persons;Phase;Physiology;Play;Prefrontal Cortex;Process;Psychiatry;Randomized;Recovery;Research;Research Personnel;Resolution;Resource Allocation;Resources;Role;Short-Term Memory;Signal Transduction;skills;spatiotemporal;therapy development;Time;Training;Translating;Work,Neural Basis of Effortful Decision Making,50909,CP,Cognition and Perception Study Section[CP],NA,NA,4,172399,13792,186191,NA
10898876,R01,GM,5,N,2024-06-13,2024-07-01,2025-06-30,859,R01GM041376,ORGANIZED RESEARCH UNITS,PA-20-185,5R01GM041376-36,NIGMS:535047\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,PISCATAWAY,UNITED STATES,NONE,06,001912864,US,1196203,"RUTGERS, THE STATE UNIV OF N.J.",NJ,088543925,"NARRATIVE Transcription is the first step in gene expression, is the most highly regulated step in gene expression, and is the target of two classes of current antibacterial drugs. Bacterial and archaeal transcription initiation and transcription elongation are well understood, but bacterial and archaeal transcription termination are only poorly understood. The proposed work will define the structural and mechanistic basis of the principal pathways of bacterial and archaeal transcription termination.",1863260 (contact),"EBRIGHT, RICHARD H. (contact)","WAIRKAR, YOGESH PRABHAKAR",1988-12-01,2027-06-30,Address;Anti-Bacterial Agents;antitermination;Archaea;Bacteria;Cleavage And Polyadenylation Specificity Factor;Complex;Cryoelectron Microscopy;deep sequencing;DNA;Endoribonucleases;Escherichia coli;Exoribonucleases;Gene Expression;Genetic Transcription;Invaded;Kinetics;mechanical force;Mediating;Modeling;nanopore;Pathway interactions;Pharmaceutical Preparations;Phase;protein protein interaction;Proteins;Regulation;Resolution;rho;RNA;single molecule;Structure;Testing;Thermococcus;Transcription Elongation;Transcription Initiation;transcription termination;Transcriptional Regulation;translocase;Work,Prokaryotic Transcription Termination R37GM041376-R01GM041376 - Competitive Renewal Resubmission 1,41376,PCMB,Prokaryotic Cell and Molecular Biology Study Section[PCMB],NA,NA,36,343419,191628,535047,NA
10898877,P01,AG,5,N,2024-08-26,2024-08-01,2025-07-31,866,P01AG019783,GRADUATE SCHOOLS,PAR-22-130,5P01AG019783-22,NIA:3251295\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON AGING,NA,HANOVER,UNITED STATES,MISCELLANEOUS,02,041027822,US,2021601,DARTMOUTH COLLEGE,NH,037551421,"NARRATIVE Motivated by soaring spending and stagnating life expectancy, the first 20 years of this PPG have focused on the causes and consequences of health care efficiency in the U.S. In this competitive renewal application, we respond to the NIA’s call to focus our research exclusively on persons with ADRD. While there are many forms of inefficiency in ADRD diagnosis, treatment, and care, we are interested primarily in inequity in care delivery as a form of inefficiency. We seek to advance knowledge regarding how the structural influences of state and federal policies, the organization and structure of health care services, and implicit and explicit biases in clinical decision-making influence medical and social care received by persons with ADRD, especially those from racialized and marginalized groups.",6075380 (contact),"BARNATO, AMBER E (contact)","KIM, THERESA YOUNGJOO",2001-08-01,2028-07-31,access disparities;Accountability;acute care;Acute Disease;Adult;Affect;Alzheimer&apos;s disease diagnosis;Alzheimer&apos;s disease patient;Alzheimer&apos;s disease related dementia;Alzheimer&apos;s disease risk;American;Area;Asian population;Behavior;beneficiary;Black Populations;Budgets;burden of illness;care coordination;care delivery;care outcomes;Caring;Clinical;clinical decision-making;Clinical Services;Communities;community based service;COVID-19 prevalence;Data;data resource;Decision Making;Detection;Development;Diagnosis;Diagnostic tests;Disabled Persons;disease diagnosis;Disparity;Economic Burden;Eligibility Determination;end of life care;Equity;evidence base;Excess Mortality;experience;explicit bias;Exposure to;Face;falls;Family Caregiver;federal policy;Fee-for-Service Plans;Health;health care disparity;health care quality;health care service;health care service organization;health care service utilization;health disparity;health inequalities;Health Policy;Health Services;Health system;Healthcare;Healthcare Systems;Heterogeneity;Hispanic Populations;Home;home based service;Hospitals;Housing;implicit bias;improved;improved outcome;Individual;Inequity;innovation;Institution;Integrated Delivery Systems;Interdisciplinary Study;interest;Knowledge;lens;Life Expectancy;Link;Low income;marginalization;marginalized population;Marketing;Measures;Medicaid;Medical;Medicare;Methodology;Methods;Modeling;modifiable risk;novel;Nursing Homes;older adult;Outcome;Ownership;Patient Care;Patients;Pattern;payment;Perception;Persons;Physicians;point of care;Policies;practice factors;preference;Primary Care;primary care practice;Process;Productivity;Program Research Project Grants;Provider;Public Health;Quality of life;racial disparity;racial population;referral services;Research;Resources;Running;Sampling;Science;Seminal;service organization;Services;Shapes;social;social health determinants;Social support;Social Work;Source;Specialist;Structure;synergism;System;Testing;treatment and outcome;trend;Variant;Vulnerable Populations;Work,Causes and Consequences of Healthcare Inequity in Alzheimer's Disease and Related Dementias,19783,ZAG1,ZAG1-ZIJ-S(M2),NA,NA,22,2093555,1157740,3251295,NA
10898878,P01,AG,5,N,2024-08-26,2024-08-01,2025-07-31,NA,P01AG019783,NA,PAR-22-130,5P01AG019783-22,NIA:382127\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON AGING,NA,HANOVER,UNITED STATES,NA,02,041027822,US,2021601,DARTMOUTH COLLEGE,NH,037551421,NA,6075380 (contact),"BARNATO, AMBER E (contact)",NA,2001-08-01,2028-07-31,Address;Adherence;Adult;Aging;Alzheimer&apos;s disease patient;Alzheimer&apos;s disease related dementia;Amber;American;Anthropology;Area;authority;Cardiovascular system;career development;Caring;Clinical;clinical care;Collaborations;Communication;Communities;community advisory board;Community Healthcare;Complement;Coordination and Collaboration;Data;data exchange;dementia care;Development;Discipline;Disparity;Economics;Elements;Engineering;Ensure;Equity;experience;Faculty;Family;Fostering;Funding;Future;Geography;Geriatrics;Gerontology;Goals;Grant;Health;health care delivery;health care disparity;health care service utilization;health equity;Health Policy;Healthcare;Human Resources;Indiana;Inequity;innovation;Institution;intersectionality;Intervention;Investments;Journals;Knowledge;Leadership;Machine Learning;marginalized population;Medicaid;Medical;Medicare;meetings;member;Methods;outcome disparities;Palliative Care;Patients;Peer Review;Pilot Projects;Policies;Primary Care;Principal Investigator;Productivity;Program Research Project Grants;Provider;Public Health;Publications;racial population;Reproducibility;Research;research and development;Research Personnel;Research Support;Resources;Scientist;Seminal;Services;social;Social Work;Sociology;statistics;Structure;symposium;synergism;System;Telemedicine;Touch sensation;United States National Institutes of Health;Universities;Variant;web site;Work;Writing,Administrative Core,19783,ZAG1,ZAG1-ZIJ-S,5600,NA,22,247581,134546,NA,382127
10898879,P01,AG,5,N,2024-08-26,2024-08-01,2025-07-31,NA,P01AG019783,NA,PAR-22-130,5P01AG019783-22,NIA:1288099\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON AGING,NA,HANOVER,UNITED STATES,NA,02,041027822,US,2021601,DARTMOUTH COLLEGE,NH,037551421,NA,15478630 (contact),"ALFORD-TEASTER, JENNIFER A (contact)",NA,2001-08-01,2028-07-31,administrative database;Algorithms;Alzheimer&apos;s disease related dementia;Alzheimer&apos;s disease risk;Caliber;Catalogs;Censuses;Clinical;Code;cohort;Collaborations;collaborative environment;Communities;County;Data;Data Analyses;Data Analytics;Data Collection;data curation;data de-identification;data management;data repository;Data Set;data visualization;Databases;design;Development;Enrollment;Ensure;Evaluation;experience;Fostering;Future;Generations;Geography;Goals;Grant;Guidelines;health care delivery;health care disparity;health care service;health care service utilization;heterogenous data;Human Resources;Individual;Inequity;Interview;Lead;Leadership;Learning;Libraries;Link;Manuscripts;Measures;Medicare claim;Medicare/Medicaid;Methodology;Methods;novel;Output;Pattern;Persons;Phase;Policies;Postdoctoral Fellow;Procedures;Production;Program Research Project Grants;programs;Records;repository;Research;Research Design;Research Methodology;Research Personnel;Research Project Grants;Resource Sharing;Resources;Rest;Rural;Sampling;Secure;Source;Standardization;Structure;structured data;synergism;Testing;Validation;Variant;Visual;Work,Data Management Core B,19783,ZAG1,ZAG1-ZIJ-S,5601,NA,22,785426,502673,NA,1288099
10898880,R35,CA,5,N,2024-07-29,2024-09-01,2025-08-31,396,R35CA232109,SCHOOLS OF MEDICINE,PAR-18-880,5R35CA232109-06,NCI:879456\,NON-SBIR/STTR RPGS,2024,NATIONAL CANCER INSTITUTE,NA,CHAPEL HILL,UNITED STATES,GENETICS,04,608195277,US,578206,UNIV OF NORTH CAROLINA CHAPEL HILL,NC,275995023,"Project Narrative This proposal will focus on a family of of intracellular innate immune receptors that we first described and their profound impact on cancers. We will explore their roles in myriad modes of cancer suppression or exacerbation including those associated with inflammation and obesity. In addition, we will explore the trio network of innate immunity, microbiome and cancer, and explore ways to utilize these interactions to improve anti-cancer immunotherapy.",1882495 (contact),"TING, JENNY P (contact)","DASCHNER, PHILLIP J",2019-09-17,2026-08-31,adaptive immunity;Address;Advanced Malignant Neoplasm;Affect;Animals;Anti-Inflammatory Agents;Binding;cancer immunotherapy;Cancer Model;cancer therapy;Cells;Chronic;Colitis;Colitis associated colorectal cancer;Colorectal Cancer;combat;Complex;Crohn&apos;s disease;Family;Family member;Foundations;Gene Family;Genetic;genetic association;Goals;gut homeostasis;gut microbiome;Human;Immune;Immunologic Receptors;Immunotherapy;improved;Inflammasome;Inflammation;Inflammatory Bowel Diseases;Leucine-Rich Repeat;Link;Malignant neoplasm of gastrointestinal tract;Malignant Neoplasms;member;metaplastic cell transformation;microbial products;microbiome;Modeling;Molecular;mouse model;Mus;Natural Immunity;novel strategies;Nucleotides;Obesity;Pattern;Predisposing Factor;Proteins;receptor;Recording of previous events;Resistance;Risk Factors;Role;Translating,Intracellular Innate Immune Receptors in Cancer Suppression and Immunotherapy,232109,ZCA1,ZCA1-RPRB-N(M1),NA,NA,6,569999,309596,879456,NA
10898881,R01,DC,5,N,2024-08-20,2024-09-01,2025-08-31,173,R01DC018842,SCHOOLS OF MEDICINE,PA-19-056,5R01DC018842-05,NIDCD:474378\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,NA,CHARLOTTESVILLE,UNITED STATES,NEUROSCIENCES,05,065391526,US,1526402,UNIVERSITY OF VIRGINIA,VA,229044195,"The mammalian auditory organ harbors two types of sensory cells called inner and outer hair cells. We made the unexpected and novel discovery that each cochlear cell type preferentially expresses a distinct isoform of the deafness gene Myosin VIIa (MYO7A). We hypothesize that intrinsic differences of the two MYO7A isoforms significantly influence the functional output of the two hair cell types. This project has the potential to reveal the molecular mechanisms underlying the functional specialization of different hair cell types, and will contribute fundamentally to our understanding of hearing and deafness.",9067833 (contact),"SHIN, JUNG-BUM  (contact)","FREEMAN, NANCY",2020-09-01,2025-08-31,Address;Affect;Ankle;Apical;Auditory;Binding;Biochemistry;Cell Physiology;cell type;Cells;Cellular Morphology;Cochlea;Complex;deafness;Development;differential expression;Electrophysiology (science);Endowment;Exhibits;experimental study;Genes;Genetic;Genetically Engineered Mouse;Hair;Hair Cells;Hearing;Hearing Tests;Image;Inner Hair Cells;insight;Interdisciplinary Study;Knock-in Mouse;Link;Liquid substance;Measurement;Measures;Mechanics;mechanotransduction;Modeling;Molecular;Morphology;Motor;mouse model;Mus;Mutation;MYO7A gene;Myosin ATPase;novel;Organ;Outer Hair Cells;Output;Pattern;Performance;Probability;progressive hearing loss;Property;Protein Isoforms;Proteins;Reporting;response;Rest;Role;Sensory;Sensory Hair;Severities;Site;Techniques;Testing;Time;tool;Transcript;Usher Syndrome Type 1,Significance of Myo7a isoforms in hair cell function,18842,AUD,Auditory System Study Section[AUD],NA,NA,5,308290,166088,474378,NA
10898882,P01,AG,5,N,2024-08-26,2024-08-01,2025-07-31,NA,P01AG019783,NA,PAR-22-130,5P01AG019783-22,NIA:309302\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON AGING,NA,HANOVER,UNITED STATES,NA,02,041027822,US,2021601,DARTMOUTH COLLEGE,NH,037551421,NA,7848766 (contact),"O'MALLEY, ALISTAIR JAMES (contact)",NA,2001-08-01,2028-07-31,Accounting;Address;Affect;algorithmic bias;Alzheimer&apos;s disease care;Alzheimer&apos;s disease diagnosis;Alzheimer&apos;s disease related dementia;Area;Assisted Living Facilities;Attention;Automation;care outcomes;Caring;Chronology;Collaborations;Communities;community based service;Comparative Effectiveness Research;complex data;Computer software;Computing Methodologies;Data;Data Analytics;Death Rate;dementia care;Detection;Development;Diagnosis;Diagnostic;Diagnostic Procedure;Diagnostic tests;Disease;Disparity;electric impedance;Environment;Experimental Designs;Goals;Health;health care availability;health care disparity;health disparity;health inequalities;Health Personnel;Health Services Accessibility;Health system;Healthcare;Heterogeneity;Home;Hospitals;Human Resources;improved;Inequity;innovation;insight;interest;Link;Machine Learning;machine learning algorithm;Measurement;Measures;Medical;medical specialties;Medicare claim;member;Methods;Minority;Modeling;network models;Network-based;Neurologist;novel;Nursing Homes;Outcome;Output;Pathway Analysis;patient population;patient responsibilities;Patient-Focused Outcomes;Patients;Persons;Physicians;Provider;provider networks;Quality of Care;Race;Research;Research Design;Risk;Risk Factors;rurality;Secure;Services;sex;socioeconomic disparity;Specialist;Statistical Methods;Statistical Models;statistics;Structure;synergism;Time;trend;Variant;Work,Methods Core C,19783,ZAG1,ZAG1-ZIJ-S,5602,NA,22,192556,116746,NA,309302
10898883,R01,DA,5,N,2024-05-29,2024-07-01,2025-06-30,279,R01DA058405,SCHOOLS OF MEDICINE,RFA-DA-23-012,5R01DA058405-02,NIDA:1239289\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON DRUG ABUSE,NA,LA JOLLA,UNITED STATES,PSYCHIATRY,50,804355790,US,577507,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,920930621,"NARRATIVE Addictive drugs, including cannabis, can alter the structure and function of the blood-brain barrier (BBB), which helps protect the brain from the adverse effects of inflammation. These changes influence the risk for cognitive and mood disorders, particularly among vulnerable people with HIV. This project aims to combine multidisciplinary observational and mechanistic data to determine how cannabis and HIV combine to affect the BBB, inflammation, and the brain, which should provide valuable insights into the mechanisms underlying these relationships that may lead to new therapies and reduce the public health impact of these conditions.",10326229;10753466 (contact);9436441,"FIELDS, JEREL ADAM;IUDICELLO, JENNIFER E (contact);MARCONDES, MARIA CECILIA GARIBALDI","MCCLURE-BEGLEY, TRISTAN DAVID",2023-08-15,2028-06-30,3-Dimensional;Adhesions;Adverse effects;Affect;Agonist;antagonist;Anti-Inflammatory Agents;antiretroviral therapy;Astrocytes;Biological Markers;Biology;biomarker panel;Blood;Blood - brain barrier anatomy;blood-brain barrier function;blood-brain barrier permeabilization;Brain;Cannabidiol;cannabinoid receptor;Cannabinoids;Cannabis;cannabis use behavior;Cardiovascular Diseases;Cell Adhesion Molecules;Cells;Central Nervous System;Cerebral endothelium;Cerebrospinal Fluid;Chronic;Clinical;Cognition Disorders;cohort;Cytoskeleton;Data;Diffusion Magnetic Resonance Imaging;DNA;Dose;Endocannabinoids;Endothelial Cells;Endothelium;Etiology;Extravasation;Frequencies;Future;Gene Expression;General Population;Genetic Markers;HIV;HIV Infections;Homeostasis;Image;imaging modality;improved;In Vitro;in vitro Model;in vivo;Individual;Individual Differences;Infection;Inflammation;Inflammation Mediators;Inflammatory;inflammatory milieu;Injury;innovation;insight;Interdisciplinary Study;Investigation;knowledge translation;Leukocytes;Link;Macrophage;marijuana use;Measures;Metabolic;Microfluidics;Microglia;migration;Mitochondria;mitochondrial dysfunction;Modeling;monocyte;Mood Disorders;multidisciplinary;multimodality;Nervous System Trauma;Neurocognitive;Neurocognitive Deficit;Neuroglia;neuroimaging;Neurons;Neurotoxins;novel therapeutics;Observational Study;Outcome;Oxidative Phosphorylation;Participant;Pathogenesis;Pathogenicity;Patients;Pattern;Pericytes;Permeability;Persons;Pharmaceutical Preparations;Plants;Plasma;pre-clinical;Pre-Clinical Model;Property;Proteins;Public Health;receptor binding;recruit;Research;research clinical testing;Research Proposals;response;Risk;RNA;Role;Route;Structure;Substance abuse problem;substance use;Techniques;Technology;Testing;Tetrahydrocannabinol;Therapeutic Intervention;Tight Junctions;Toxic effect;Variant;Viral;Virus Replication;Vulnerable Populations,Cannabis and Pathogenic Mechanisms influencing Blood Brain Barrier Function in HIV,58405,ZDA1,ZDA1-GXM-A(J2)R,NA,NA,2,960338,278951,1239289,NA
