APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,OPPORTUNITY NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
10981489,R01,EY,2,N,2024-07-18,2024-08-01,2025-07-31,867,R01EY009593,SCHOOLS OF ARTS AND SCIENCES,PA-20-185,2R01EY009593-29,NEI:415000\,NON-SBIR/STTR RPGS,2024,NATIONAL EYE INSTITUTE,NA,Los Angeles,UNITED STATES,BIOLOGY,37,072933393,US,7636101,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,900894304,"PROJECT NARRATIVE Thalamic circuits are dominated by two sources of inhibition that influence the type and quality of information that relay cells transmit from eye to brain. Here we use an interdisciplinary approach that combines diverse experimental techniques with theory and computation to explore how inhibition contributes to local and global feature processing in thalamus. Understanding how thalamic circuits operate is key to understanding sensory integration per se, and, moreover, serves studies of disorders such as amblyopia or the development of visual prosthetics by providing a blueprint for how healthy brains function.",1881588 (contact),"HIRSCH, JUDITH A (contact)","FLANDERS, MARTHA C",1993-07-01,2028-07-31,Address;Amblyopia;Anatomy;Axon;Brain;Cannulas;Cell Nucleus;cell type;Cells;comparative;Complex;computer framework;Data Set;density;design;Diffuse;Disease;Dorsal;Electrodes;experimental study;Eye;Feedback;Felis catus;Foundations;Frequencies;Future;Goals;Image;Individual;insight;interdisciplinary approach;interest;Interneurons;Interruption;Lateral Geniculate Body;Learning;Link;luminance;Mammals;Maps;model development;Modeling;Mus;neural;neural circuit;neuronal cell body;Neurons;Noise;Ocular Prosthesis;Opsin;Optics;optogenetics;orientation selectivity;Output;Pathway interactions;Pattern;Physiological;Positioning Attribute;preference;Primates;Property;receptive field;response;Reticular Cell;Retina;retinotopic;Sampling;selective expression;sensory integration;Shapes;Site;Source;spatiotemporal;Stimulus;Structure;Synapses;Synaptic Transmission;Techniques;Thalamic Nuclei;Thalamic structure;theories;Thinness;Time;tool;Training;Transfection;transmission process;vesicular release;Viral;Vision;vision development;Visual;visual information;visual processing;Visual System;Voice,Neural Circuits that Process Visual Information,9593,NBVP,Neuroscience of Basic Visual Processes Study Section[NBVP],NA,NA,29,250000,165000,415000,NA
10981498,R01,NS,1,N,2024-08-07,2024-08-08,2025-07-31,853,R01NS134646,SCHOOLS OF MEDICINE,PA-20-185,1R01NS134646-01A1,NINDS:694369\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,NA,NEW YORK,UNITED STATES,NEUROSCIENCES,12,060217502,US,1514803,WEILL MEDICAL COLL OF CORNELL UNIV,NY,100654805,"Project Narrative This research project will use micro- and macro-scale anatomical and physiological brain imaging techniques to identify biological mechanisms of cognitive decline in people with multiple sclerosis (MS). We will explore the link between neuronal integrity and alterations in brain networks across different stages of MS. This research will provide insight into novel therapeutic targets to treat cognitive impairment in MS and, in addition, tools that can be used by clinicians to predict patients at risk for cognitive decline.",9827263 (contact);10280800,"GAUTHIER, SUSAN A (contact);KUCEYESKI, AMY FRANCES","UTZ, URSULA",2024-08-08,2029-07-31,Agreement;Anatomy;Atrophic;Automobile Driving;Binding;Biological;Brain;Brain imaging;cerebral atrophy;Chronic;Clinical;clinical application;clinically relevant;Cognition;Cognitive;cognitive function;cognitive performance;cohort;Data;design;Diffusion Magnetic Resonance Imaging;Disease Progression;effective therapy;exhaustion;experience;Flumazenil;Functional Magnetic Resonance Imaging;Future;Goals;gray matter;Health;high risk;Image;imaging approach;imaging biomarker;imaging modality;Imaging Techniques;Impaired cognition;Impairment;Individual;Inflammation;insight;Link;Magnetic Resonance Imaging;Measures;Methods;Microscopic;mild cognitive impairment;Modeling;Multimodal Imaging;multimodality;Multiple Sclerosis;multiple sclerosis patient;Neurobehavioral Manifestations;Neurobiology;neuroimaging;neuron loss;Neurons;new therapeutic target;novel therapeutics;Pathology;Patients;Pattern;personalized medicine;Pharmacologic Substance;Physiological;Positron-Emission Tomography;predictive modeling;preservation;prevent;Publications;receptor;receptor density;receptor function;Relapsing-Remitting Multiple Sclerosis;Research;Research Project Grants;resilience;response;Risk;serial imaging;Severities;Structure;Testing;therapeutic development;Therapeutic Intervention;Time;tool;treatment strategy;Up-Regulation;white matter;white matter damage;Work,"Multi-scale, multi-modal imaging assessment of trajectories of cognitive impairment in Multiple Sclerosis",134646,CNN,Clinical Neuroscience and Neurodegeneration Study Section[CNN],NA,A1,1,409657,284712,694369,NA
10981500,R01,CA,1,N,2024-09-16,2024-09-16,2025-08-31,393,R01CA287360,SCHOOLS OF NURSING,PAR-21-190,1R01CA287360-01A1,NCI:334233\,NON-SBIR/STTR RPGS,2024,NATIONAL CANCER INSTITUTE,NA,COLUMBIA,UNITED STATES,NONE,06,041387846,US,1524302,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,292080001,"A SYSTEMS THEORY APPROACH TO THE STUDY OF COLON AND LUNG CANCER HEALTH  DISPARITIES USING NOVEL DATA LINKAGES Project narrative/relevance African Americans and rural Americans are disproportionately affected by both cancer incidence and mortality with little progress made in narrowing the gap with their white or urban counterparts. With this application, we will combine unique data sources to create a population-based, racially, socio-economically, and geographically (urban versus rural) diverse cohort of men and women to examine targeted therapies, comorbidities, and multi-level contributors to survival disparities for colon and lung cancers. We will convene an advisory board of community leaders, organizations, and clinicians to identify multi-level and modifiable targets for intervention.",8242554 (contact);11962208,"ADAMS, SWANN ARP (contact);BELL, NATHANIEL","GALLICCHIO, LISA M",2024-09-16,2029-08-31,Address;Adherence;Affect;African American;African American population;Age Years;American Cancer Society;Area;Behavioral;Biological;Breast Cancer survivor;Cancer Burden;cancer care;Cancer Control;cancer health disparity;Cancer Patient;cancer prevention;cancer site;cancer survival;Cancer Survivor;cancer therapy;cohort;Colon;colon cancer patients;Colon Carcinoma;Color;Colorectal Cancer;Communities;community advisory board;community partners;community partnership;comorbidity;cost;Data;data integration;Data Linkages;data resource;Data Sources;data warehouse;Databases;Decentralization;Diabetes Mellitus;Diagnosis;Disease;Disparity;Excess Mortality;experience;Failure;Future;Geography;Goals;health record;Health system;improved;Incidence;Individual;Infrastructure;innovation;Interdisciplinary Study;Intervention;Investigation;Joints;Knowledge;life span;Link;Literature;Lung;Malignant neoplasm of lung;Malignant Neoplasms;Medicare;meetings;men;Mental Depression;Mental Health;Minority Groups;minority health;mortality;multidisciplinary;National Institute on Minority Health and Health Disparities;neoplasm registry;new therapeutic target;novel;opioid use disorder;Outcome;Participant;Pattern;Persons;Physical environment;Policies;Population;population based;Race;racial diversity;Records;Research;Resources;Rural;rural Americans;rural area;rural disparities;rural dwellers;rural patients;Rural Population;Science;social culture;Socioeconomic Status;socioeconomics;Source;South Carolina;Structure;survival disparity;survival outcome;Survivors;System;Systems Theory;targeted treatment;Translating;treatment and outcome;treatment disparity;treatment effect;Treatment outcome;Woman;women of color;Work;young cancer survivor,A SYSTEMS THEORY APPROACH TO THE STUDY OF COLON AND LUNG CANCER HEALTH DISPARITIES USING NOVEL DATA LINKAGES,287360,HHD,Healthcare and Health Disparities Study Section[HHD],NA,A1,1,228750,105483,334233,NA
10981504,R01,DK,2,N,2024-08-11,2024-08-11,2025-06-30,847,R01DK018381,NA,PA-20-185,2R01DK018381-53,NIDDK:758503\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,NA,NASHVILLE,UNITED STATES,NA,07,079917897,US,10040927,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,372320011,"Chronic kidney diseases such as Goodpasture's disease, Alport syndrome, and diabetic nephropathy damage the ultrafilter causing kidney failure. We study the molecular architecture and function of the collagen scaffolds that comprise the normal filter and which are damaged by these diseases. The knowledge gained provides a framework to develop new forms of therapy.",14884983;1866004 (contact),"BUDKO, SERGEY PETROVICH;HUDSON, BILLY GERALD (contact)","KETCHUM, CHRISTIAN J",1986-09-01,2029-06-30,3-Dimensional;Achievement;Address;Affect;Agrochemicals;Animal Experiments;Antibodies;Architecture;Atomic Force Microscopy;Autoantibodies;Autoantigens;Autoimmune Diseases;Basement membrane;Binding;Biological Assay;Cell Culture Techniques;Chlorides;Chronic Kidney Failure;COL4A3 gene;Collagen;collagen scaffold;Collagen Type IV;Complex;CRISPR/Cas technology;Cryoelectron Microscopy;Crystallization;Data;Deuterium;Development;Diabetic Nephropathy;Disease;Electron Microscopy;environmental chemical;Environmental Risk Factor;environmental tobacco smoke exposure;Enzymes;Etiology;Exposure to;Genes;Genetic;genetic risk factor;genetic variant;glomerular basement membrane;glomerular filtration;Glucose;Hereditary nephritis;Home;Hydrogen;insight;Integrins;Kidney;Kidney Failure;Knowledge;Label;Lung;Lung Diseases;macromolecule;Maps;Mass Spectrum Analysis;Medical;Modification;Molecular;Mutate;Negative Staining;neoantigens;Pathogenicity;Persons;pressure;Production;Protein Isoforms;protein purification;Proteins;Protomer;Publishing;rational design;receptor;Receptor Cell;Recombinants;reconstruction;Roentgen Rays;scaffold;Scanning Electron Microscopy;Structure;targeted treatment;therapy design;therapy development;Tissues;tool;transcriptome sequencing;Transmission Electron Microscopy;triple helix;Variant,Studies on the structure of basement membranes,18381,PBKD,Pathobiology of Kidney Disease Study Section[PBKD],NA,NA,53,445140,313363,758503,NA
10981510,RF1,NS,2,N,2024-08-20,2024-08-21,2027-07-31,853,RF1NS036695,SCHOOLS OF MEDICINE,PA-20-185,2RF1NS036695-20,NIA:2374719\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,NA,CINCINNATI,UNITED STATES,NEUROLOGY,01,041064767,US,1523902,UNIVERSITY OF CINCINNATI,OH,452210001,"Narrative.  Cerebral small vessel disease (CSVD) is a leading cause of vascular dementia and stroke. We have previously identified a genetic risk factor associated with CSVD which then was confirmed in multiple different manifestations of the disease implicating polyamines as the potential explanation of the association. To prove it, we are measuring levels of the different forms of polyamines and looking at the brain imaging manifestations of CSVD. If positive, there are both dietary and pharmacologic interventions that may be used to reduce risk in the future. PHS 398/2590 (Rev. 06/09) Page Continuation Format Page",14333544;2197690;12386109;6623546 (contact),"DEMEL, STACIE ;LANGEFELD, CARL D;PAREDES, DANIEL A;WOO, DANIEL  (contact)","HEWETT, SANDRA JEANNE",1997-09-12,2027-07-31,"1q22;Acetylation;Acetyltransferase;Acrolein;African ancestry;Alzheimer&apos;s disease related dementia;Alzheimer&apos;s disease risk;Area;biracial;Blood specimen;Blood Vessels;blood-brain barrier disruption;brain health;Brain hemorrhage;Brain imaging;cardiovascular risk factor;Cardiovascular system;Cells;Cerebral hemisphere hemorrhage;Cerebral small vessel disease;Child;Chromatography;Cognitive;cohort;Data;Data Set;deep sequencing;detection method;Development;dietary;Dietary History;Diffusion Magnetic Resonance Imaging;Disease;disease phenotype;DL-alpha-Difluoromethylornithine;Enhancers;Enrollment;Environmental Risk Factor;Etiology;European;Evaluation;Excision;Fluorescence;follow-up;Food;Funding;Future;Gene Expression;Genes;genetic association;Genetic Risk;genetic risk factor;genome wide association study;genome-wide;Genomics;Grant;gut microbiota;Hemorrhage;high risk;high risk population;Infarction;Inflammation;Intervention;Intervention Studies;Ischemic Stroke;Label;Lasers;Lead;Literature;Magnetic Resonance Imaging;Measurement;Measures;Mediation;Mediterranean Diet;Metabolism;metabolomics;Neurocognitive;neurotoxicity;Not Hispanic or Latino;novel;Ohio;Orphan Drugs;Oxidative Stress;Parkinson Disease;Participant;Pathway interactions;pharmacologic;Pharmacology;Phenotype;Polyamines;Population;progressive neurodegeneration;promoter;Prospective, cohort study;protective effect;Proteins;rare variant;Recording of previous events;recruit;Research Personnel;Risk;Risk Factors;Risk Reduction;RNA;Sampling;Source;Spermidine;Spermine;Stroke;Target Populations;Techniques;Testing;Time;tractography;transcription factor;trend;Variant;Vascular Cognitive Impairment;Vascular Dementia;White Matter Hyperintensity",Genetic and Environmental Risk Factors for Hemorrhagic Stroke – V,36695,NMBH,"Neurological, Mental and Behavioral Health Study Section[NMBH]",NA,NA,20,1627461,747258,2374719,NA
10981519,R01,CA,1,N,2024-07-01,2024-07-01,2025-06-30,395,R01CA285674,NA,PAR-21-035,1R01CA285674-01A1,NCI:475317\,NON-SBIR/STTR RPGS,2024,NATIONAL CANCER INSTITUTE,NA,PHILADELPHIA,UNITED STATES,NA,02,064367329,US,1190002,RESEARCH INST OF FOX CHASE CAN CTR,PA,191112434,"PROJECT NARRATIVE Many patients with gynecologic cancer experience treatment-related sexual health concerns but do not raise these concerns with their clinicians due to a lack of preparation for how to do so effectively. The objectives of the proposed study are to evaluate the efficacy of a patient-focused intervention designed to promote clinical communication about sexual health for patients with gynecologic cancer (Starting the Conversation – Gynecologic Cancer; STC-GC), to test intervention mediators, and to obtain qualitative data from patients and clinicians to contextualize and interpret quantitative findings of the trial. This study has public health relevance because enhancing gynecologic cancer patients’ communication about sexual health would directly impact clinical care and could improve patients’ sexual and psychological health.",9262480 (contact),"REESE, JENNIFER BARSKY (contact)","RICHMOND, ELLEN S",2024-07-01,2029-06-30,"acceptability and feasibility;Address;Aftercare;arm;Arousal;Behavioral Model;Belief;Body Image;Breast Cancer Patient;cancer care;Cancer Intervention;Cancer Patient;Cancer Survivor;care delivery;Caring;chemotherapy;Clinic;Clinical;clinical care;Clinical Practice Guideline;Code;Communication;comparison control;cost;Data;dissemination trial;Distress;efficacy evaluation;efficacy trial;Emotional;empowerment;Evidence based intervention;Expectancy;expectation;experience;Feeling;follow-up;Fostering;Future;Genitalia;Health;health communication;Hysterectomy;Impairment;improved;innovation;insight;Intervention;intervention effect;Interview;Investigation;Malignant Breast Neoplasm;Malignant Female Reproductive System Neoplasm;Malignant Neoplasms;Measures;Mediating;Mediation;Mediator;Medical;Mental Health;Methods;neglect;novel;Oncology;Operative Surgical Procedures;Outcome;Pain;patient population;Patient Self-Report;Patients;Pelvic floor structure;Pelvis;Physiological;pilot test;pilot trial;Population;post intervention;Preparation;psychological distress;public health relevance;Radiation;Randomized;Randomized, Controlled Trials;recruit;Reporting;Research;resource guides;Sampling;Self Efficacy;Sex Functioning;Sexual Health;skills;social cognitive theory;surgery outcome;Target Populations;Testing;theories;therapy design;therapy development;tool;Training and Education;treatment as usual;United States National Institutes of Health;Vagina;vaginal dryness;Woman;women patients;Work",Promoting Effective Clinical Communication about Sexual Health after Gynecologic Cancer: A Randomized Controlled Trial of a Patient-Focused Intervention,285674,BMHO,Biobehavioral Medicine and Health Outcomes Study Section[BMHO],NA,A1,1,274238,201079,475317,NA
10981523,R01,HL,2,N,2024-06-28,2024-07-01,2025-05-31,837,R01HL146627,SCHOOLS OF MEDICINE,PA-20-185,2R01HL146627-06A1,NHLBI:836972\,NON-SBIR/STTR RPGS,2024,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",NA,NEW YORK,UNITED STATES,SURGERY,12,121911077,US,5998304,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,10016,"Project Narrative Abdominal Aortic Aneurysm (AAA) carries an enormous human toll and is characterized by macrophage- overactivation that causes profound degradation of the aortic matrix accelerating rupture and mortality. We observed that within the AAA microenvironment, increased local tension activates Cdh11 which exerts strategic control of aortic macrophage reprograming capable of collapsing the aortic tissue. Our experiments will detail mechanisms connecting Cdh11 and pathologic macrophage function in AAA by using mice models of macrophage proliferation, lineage, plasticity and newly designed drug targeting Cdh11 coupled with state-of-the- art sequencing approaches in human samples to thoroughly delve into new treatment approaches urgently needed to treat individuals with AAA.",10890815 (contact),"RAMKHELAWON, BHAMA  (contact)","CHARETTE, MARC F",2019-04-01,2028-05-31,abdominal aorta;Abdominal Aortic Aneurysm;Acceleration;Address;Aorta;Aortic Aneurysm;Aortic Rupture;autocrine;Behavior;Binding;Blood Vessels;cadherin-11;Cadherins;Cause of Death;Cell Proliferation;Cells;Cellular Indexing of Transcriptomes and Epitopes by Sequencing;Cessation of life;Chronic;Clinical;clinically relevant;Clonal Expansion;Clonality;Colony Stimulating Factor Activation;combat;Coupled;CRISPR/Cas technology;cytokine;Defect;Development;Dilatation - action;Drug Design;Drug Targeting;efficacy testing;Epitope Mapping;experimental study;Extracellular Matrix;Extracellular Matrix Degradation;Fibroblasts;Fostering;Funding;Goals;Human;Immune;immune checkpoint;Immunophenotyping;improved;In Vitro;in vitro Assay;Incidence;Individual;Inflammation;Inflammatory;Inflammatory Response;innovation;insight;interest;Letters;Link;Macrophage;Macrophage Activation;Macrophage Colony-Stimulating Factor;Maps;Matrix Metalloproteinases;Mechanics;Mediating;Membrane;MMP3 gene;Modeling;Molecular;mortality;mouse model;Mus;novel;novel therapeutic intervention;NTN1 gene;Operative Surgical Procedures;Outcome;overexpression;paracrine;Pathogenicity;Pathologic;Pathology;Pathway interactions;permissiveness;Pharmaceutical Preparations;Phenotype;Piezo 1 ion channel;Play;prevent;Proliferating;Protein Isoforms;Proteolysis;receptor;Research;response;Role;Rupture;Sampling;Severities;Shapes;Signal Transduction;single-cell RNA sequencing;Site;small molecule inhibitor;Solid;spatiotemporal;Testing;Therapeutic Intervention;Tissues;trafficking;trait;transcription factor NF-AT c3;transcriptome;transcriptomics;Transgenic Mice;Variant;Vascular Diseases;Vascular remodeling;Verteporfin;Work,Spatiotemporal checkpoints of macrophages in aortic aneurysms- Renewal,146627,AVI,Atherosclerosis and Vascular Inflammation Study Section[AVI],NA,A1,6,493789,343183,836972,NA
10981527,R01,DC,1,N,2024-08-23,2024-08-23,2025-07-31,173,R01DC021542,SCHOOLS OF MEDICINE,PA-20-185,1R01DC021542-01A1,NIDCD:647643\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,NA,GALVESTON,UNITED STATES,OTOLARYNGOLOGY,14,800771149,US,578406,UNIVERSITY OF TEXAS MED BR GALVESTON,TX,775555302,"PROJECT NARRATIVE This project will advance our knowledge on 1) changes in the inner ear vestibular organs associated with viral infection induced balance dysfunction, 2) characterize and establish the Lassa Fever surrogate model ML29-infected mice to assess balance function changes, and 3) the effective timing and modality for treatment of balance dysfunction induced by a viral infection.",8806764 (contact),"MAKISHIMA, TOMOKO  (contact)","WATSON, BRACIE",2024-08-23,2029-07-31,3-Dimensional;Acute;Acute Disease;Affect;Africa;Anatomy;Animal Model;Behavior;behavior change;behavior test;Behavioral;Blood Vessels;Brain;Brain Stem;Bypass;Chronic;Containment;Data;Diagnosis;Disease;Disease Progression;Dizziness;effective therapy;Environment;equilibration disorder;Equilibrium;Etiology;Exhibits;Eye Movements;Functional disorder;Goals;Head;Histologic;Histology;Histopathology;Human;human disease;human subject;Hyperbaric Oxygenation;Immune;Immune response;Immunosuppressive Agents;improved;Infection;innovation;Knowledge;Labyrinth;Labyrinthitis;Lassa Fever;Lassa virus;Light;Location;Maps;Mechanics;Mediating;Methods;Microscopy;Microtomy;Modality;Modeling;Molecular;mouse model;movement analysis;Mus;novel;Organ;otoconia;Outcome;Pathology;Performance;Phase;Phenotype;Population;prevent;Prevention;Procedures;Reflex action;response;Rotarod Performance Test;Sensorineural Hearing Loss;Sudden Hearing Loss;Survivors;Techniques;Testing;Time;Tissues;tool;Vestibular dysfunction;Vestibular inner ear;Vestibular Neuronitis;vestibular pathway;vestibular system;Viral Hemorrhagic Fevers;Virus;Virus Diseases,Balance Dysfunction Induced by Lassa Virus Infection,21542,SMN,Sensory-Motor Neuroscience Study Section[SMN],NA,A1,1,404777,242866,647643,NA
10981534,R01,HL,1,N,2024-08-09,2024-08-09,2025-05-31,837,R01HL166388,SCHOOLS OF MEDICINE,PA-20-185,1R01HL166388-01A1,NHLBI:800951\,NON-SBIR/STTR RPGS,2024,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",NA,HOUSTON,UNITED STATES,PEDIATRICS,09,051113330,US,481201,BAYLOR COLLEGE OF MEDICINE,TX,770303411,"PROJECT NARRATIVE TANGO2 Deficiency Disorder (TDD) is a genetic condition associated with high mortality rates due to recalcitrant ventricular arrhythmias, unresponsive to standard antiarrhythmic therapy. Promising new data demonstrates B- vitamin supplementation can prevent and potentially treat arrhythmias in TDD, yet how B-vitamins impact the pathophysiology of TANGO2 Deficiency Disorder and the mechanism driving lethal ventricular arrhythmias remains unclear. This study proposes to assess B9, a component of B-vitamins, by combining clinical patient data, a mouse model, and patient-derived, induced pluripotent stem cells to investigate B9’s effectiveness in treating arrhythmias and to elucidate the mechanism of TDD-related arrhythmia development in this disease.",10770231 (contact),"MIYAKE, CHRISTINA YUMI (contact)","OJESE, OLANREWAJU OLANIYI",2024-08-09,2029-05-31,"Action Potentials;Acute;Animal Model;Animals;Anti-Arrhythmia Agents;Arrhythmia;Automobile Driving;autosome;Biological Models;Calcium;Cardiac;Cardiac Death;Cardiac Myocytes;Cell model;Cells;Child;Clinical;Clinical Data;clinically relevant;Cognitive;Data;Death Rate;Development;Diagnosis;Diet;Disease;Dose;drinking water;Effectiveness;Electrocardiogram;experience;Fasting;feeding;Folic Acid;folic acid supplementation;Functional disorder;Future;Gait;Genetic Diseases;Goals;Golgi Apparatus;Health;Heart;Heart Arrest;Heart failure;Homeostasis;Homologous Gene;Human;imaging study;improved;induced pluripotent stem cell;induced pluripotent stem cell derived cardiomyocytes;infancy;Infusion procedures;insight;Intake;International;Interview;Investigation;Ion Channel;knock-down;Knockout Mice;Life;Maps;Metabolic;Modeling;mortality;mouse model;Mus;Mutation;Natural History;novel;Nutritional;Optics;Outcome;patch clamp;Patient Care;patient derived induced pluripotent stem cells;patient registry;Patients;Physicians;Predisposition;prevent;Prevention;Prospective Studies;protective effect;Proteins;Protocols documentation;Publishing;randomized, clinical trials;receptor;Recommendation;Recurrence;Regimen;Retrospective Studies;Role;Seizures;Speech;Supplementation;Telemetry;Testing;Therapeutic Intervention;Tissues;translational approach;translational study;unethical;uptake;Ventricular Arrhythmia;Ventricular Tachycardia;Vitamin B Complex;Vitamin B Deficiency;Vitamin Deficiency;Vitamins;Western Blotting;Work",Investigation of Cardiac Arrhythmias in TANGO2 Disorder,166388,MPPB,Integrative Myocardial Physiology/Pathophysiology B Study Section[MPPB],NA,A1,1,499999,300952,800951,NA
10981535,R01,AI,1,N,2024-08-01,2024-08-01,2025-07-31,855,R01AI175949,NA,PA-20-185,1R01AI175949-01A1,NIAID:862440\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,NA,SEATTLE,UNITED STATES,NA,07,806433145,US,10068583,FRED HUTCHINSON CANCER CENTER,WA,981094433,"Project Narrative It is estimated that approximately 300 million people are infected with the hepatitis B virus (HBV), which is a largely incurable and lifelong infection that is responsible for >800,000 deaths annually, primarily due to severe symptoms including cirrhosis and liver cancer. Curative therapies for HBV are desperately needed but the lack of clinically relevant and affordable animal models for HBV have hindered the development of new therapies. In this proposal we will use our recently developed and affordable model for HBV to develop and evaluate novel curative gene therapies that target the HBV virus for elimination in infected cells.",1942486 (contact),"JEROME, KEITH R (contact)","BHOSLE, SUSHMA MADHUKAR",2024-08-01,2029-07-31,Address;adeno-associated viral vector;adenovirus mediated delivery;Affect;Animal Model;Animals;anti-hepatitis B;Anti-viral Agents;anti-viral efficacy;Anti-viral Therapy;Asian;Cells;Cessation of life;Chromatin;Chronic;Chronic Hepatitis B;Circular DNA;Cirrhosis;clinically relevant;Clustered Regularly Interspaced Short Palindromic Repeats;comparative;Complex;cost;COVID-19 vaccine;CRISPR/Cas technology;curative treatments;Data;delivery vehicle;Development;DNA;Dose;efficacy evaluation;efficacy testing;Enzymes;Evaluation;Event;experience;Gene Combinations;Gene Delivery;gene therapy;gene-editing approach;gene-targeted therapy;Genes;Genetic;Genome;genome integrity;Genome-wide Unbiased Identification of DSBs Enabled by sequencing;Genomics;genotoxicity;HBV Animal Model;Health;Hepatitis B;Hepatitis B Infection;Hepatitis B Virus;Hepatocyte;Hepatotoxicity;Human;humanized mouse;Immune response;Immunocompetent;immunogenicity;Immunotherapy;improved;In Vitro;in vivo;Infection;inhibitor;interest;lipid nanoparticle;Liver;Liver Failure;Longitudinal Studies;Malignant neoplasm of liver;Maximum Tolerated Dose;Mediating;Messenger RNA;Modeling;Monitor;mouse model;Mouse Strains;Mus;nanoparticle delivery;neurotoxicity;novel;novel strategies;novel therapeutics;nuclease;Persons;pgRNA;Pharmaceutical Preparations;Pongidae;Primary carcinoma of the liver cells;promoter;Publishing;Reporting;Reverse Transcriptase Inhibitors;Reverse Transcription;Risk;Safety;Simplexvirus;Study models;success;Symptoms;System;targeted nucleases;targeted treatment;Therapeutic;therapeutic development;therapeutic genome editing;Toxic effect;Transfection;Treatment Efficacy;Tupaiidae;Vaccines;vector;Viral;viral DNA;Viral Genes;Viremia;Virus;Virus Diseases;Virus Replication;Work,A new humanized mouse model to study HBV gene editing,175949,HBPP,Hepatobiliary Pathophysiology Study Section[HBPP],NA,A1,1,514370,348070,862440,NA
