APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,OPPORTUNITY NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
10834968,R36,DA,5,N,2024-03-29,2024-05-01,2025-04-30,279,R36DA057413,SCHOOLS OF PUBLIC HEALTH,PA-20-208,5R36DA057413-02,NIDA:43470\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON DRUG ABUSE,NA,Aurora,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,06,041096314,US,1199905,UNIVERSITY OF COLORADO DENVER,CO,800452571,"PROJECT NARRATIVE This research will address the evolving drug overdose epidemic by elucidating the complexities of polysubstance use among the general adult population and identifying the associated risk profiles. The findings will be particularly relevant for determining critical windows of changing risk or resilience to drug use across the life span. We will evaluate the predictive value of community and societal factors to inform future prevention, treatment, and public health initiatives to improve individuals’ health.",78532438 (contact),"ROCKHILL, KARILYNN  (contact)","CREAMER, MELISA RAY",2023-05-01,2025-04-30,Address;Adult;Age;Behavior;Behavioral;Benzodiazepines;Caring;Cessation of life;Classification;Communities;community-level factor;Complex;Data Sources;Death Rate;Diagnosis;Dimensions;Drug abuse;drug development;Drug usage;drug use behavior;Drug user;Epidemic;experience;Family;follow-up;Future;General Population;Glean;Goals;Health;Health Services Accessibility;Healthcare;high risk population;improved;indexing;Individual;Insurance Coverage;Intervention;Law Enforcement;Life;Life Experience;life span;Measures;Medical;Mental Health;Nature;novel;Opioid;opioid use disorder;Overdose;overdose death;overdose risk;Pattern;Peer Pressure;Persons;Pharmaceutical Preparations;polysubstance use;Population;population survey;Predictive Factor;predictive modeling;Predictive Value;Prevalence;Prevention;Psyche structure;psychostimulant;Psychotropic Drugs;Public Health;random forest;Recording of previous events;Recreation;Recreational Drugs;Research;resilience;Respondent;Risk;Risk Factors;social stigma;Societal Factors;stimulant use;Substance Abuse Detection;substance use;Substance Use Disorder;Surveys;Testing;Time;traumatic event;United States;Work;young adult,"Polysubstance Drug Use in the General Population: Present Day Behaviors, Critical Windows, and Predictors of Psychoactive Drug Use",57413,SSPB,Social Sciences and Population Studies B Study Section[SSPB],NA,NA,2,42933,537,43470,NA
10834969,R01,HL,5,N,2024-03-22,2024-04-01,2025-03-31,838,R01HL163177,SCHOOLS OF NURSING,PA-20-185,5R01HL163177-02,NHLBI:579896\,NON-SBIR/STTR RPGS,2024,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",NA,NEW HAVEN,UNITED STATES,NONE,03,043207562,US,9420201,YALE UNIVERSITY,CT,065208327,"PROJECT NARRATIVE Clinician burnout—particularly in ICUs—has persisted, despite widespread recognition of this problem. This study will yield valuable information about a crucial missing piece of the puzzle: how organizational factors contribute to burnout in ICU clinicians and adverse, preventable outcomes in patients with acute respiratory failure. By generating novel evidence about the factors that promote organizational resilience in ICUs, the study will lead to improvements in quality of care for patients with acute respiratory failure.",10551805;10508863 (contact),"BUCHBINDER, MARA HELENE;COSTA, DEENA KELLY (contact)","STEFAN, MIHAELA STEFANIA",2023-05-01,2028-03-31,"acute care;Acute respiratory failure;Address;Administrator;Adult;adverse outcome;Affect;Attention;Buffers;burnout;care outcomes;Caring;Chronic;Communication;Community Hospitals;Complex;coping;COVID-19 pandemic;cultural health;Data;data modeling;Depersonalization;Development;Electronic Health Record;Employee Health;Engineering;Ensure;Equipment and supply inventories;exhaustion;experience;Fatigue;Focus Groups;Future;Goals;Health;health care settings;Healthcare;Healthcare Systems;Hospitals;improved;improved outcome;Individual;instrument;Intensive Care Units;Intervention;Interview;Measures;Mechanical ventilation;Medical;Medicine;Methods;mindfulness;mortality;mortality risk;multilevel analysis;National Heart, Lung, and Blood Institute;neglect;novel;novel strategies;Nurses;Occupational;Operative Surgical Procedures;Organization administrative structures;Outcome;Pathway Analysis;Patient Care;Patient-Focused Outcomes;Patients;peer;Perception;Performance;Performance at work;Personal Satisfaction;Physicians;Policy Maker;prevent;professional atmosphere;promote resilience;Quality of Care;Relaxation Therapy;Reporting;Research;Research Design;Research Personnel;resilience;resilience scale;Resources;respiratory;Risk Reduction;Role;Safety;Sampling;Severity of illness;Shapes;skills;Stress;stressor;Structure;success;Surgical Intensive Care;Surveys;System;Testing;Time;United States National Academy of Sciences;Ventilator;Work;Workplace",Organizational resilience: A novel strategy for improving ICU outcomes,163177,ODHS,Organization and Delivery of Health Services Study Section[ODHS],NA,NA,2,462505,117391,579896,NA
10834970,T32,GM,5,N,2024-04-12,2024-05-01,2025-04-30,859,T32GM144895,SCHOOLS OF ARTS AND SCIENCES,PAR-21-026,5T32GM144895-03,NIGMS:457505\,"TRAINING, INSTITUTIONAL",2024,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,NA,DOVER,UNITED STATES,BIOLOGY,00,114337629,US,108401,DELAWARE STATE UNIVERSITY,DE,199012202,"Public Health Relevance Today’s biomedical researchers represent the backbone of innovation that improves public health nationwide. However, they have little resemblance to the America’s increasingly diverse populations which contributes to disparities in health access and outcomes. The proposed project to establish a G-RISE site at Delaware State University (DSU) will promote diversity of the new workforce in biomedical research. Being a Historically Black University, DSU is well positioned to significantly contribute towards this goal as its Neuroscience PhD program graduates are 60% among minorities underrepresented in the biomedical research workforce.",8860439 (contact);10235013,"HARRINGTON, MELISSA A (contact);KIM, YONGHWAN","BLATCH, SYDELLA ANNE",2022-05-01,2027-04-30,Delaware;Neurosciences;pre-doctoral;Training;Universities,G-RISE at Delaware State University: Diversifying neuroscience through predoctoral training at an HBCU,144895,TWD,Training and Workforce Development Study Section - D[TWD-D],NA,NA,3,430416,27089,457505,NA
10834971,R01,AI,5,N,2024-04-17,2024-05-01,2025-04-30,855,R01AI112844,SCHOOLS OF MEDICINE,PA-19-056,5R01AI112844-12,NIAID:504024\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,NA,CHARLOTTESVILLE,UNITED STATES,INTERNAL MEDICINE/MEDICINE,05,065391526,US,1526402,UNIVERSITY OF VIRGINIA,VA,229044195,"Narrative The goal of this proposal is to investigate the molecular mechanisms regulating the development of protective CD8 T cell immunity in the respiratory tract during influenza infection. We plan to elucidate the molecular cues, signaling pathways, transcriptional regulation and metabolic control of the development, maintenance and function of anti-influenza tissue-resident memory T cells (TRM). We expect our study will help to design future interventions to promote TRM protective function and long-term maintenance in the lung, which ultimately will aid the design of future influenza therapeutics and/or vaccines.",10516319 (contact),"SUN, JIE  (contact)","ARNOLD, MICHELLE MARIE",2015-02-10,2025-04-30,Adult;anti-influenza;CD8-Positive T-Lymphocytes;CD8B1 gene;Cells;Child;cross reactivity;Cues;cytokine;cytotoxic CD8 T cells;Data;design;Development;Epigenetic Process;epigenetic profiling;fitness;Funding;Future;future pandemic;GADD45B;Gene Expression Profiling;Generations;Genetic Transcription;global health;Goals;Grant;Health;Human;Immunity;Immunologic Memory;inducible Cre;Influenza;influenza infection;Influenza Therapeutic;Influenza vaccination;influenza virus vaccine;influenzavirus;Intervention;Lower Respiratory Tract Infection;Lung;Maintenance;MAP3K7 gene;Mediating;Memory;Metabolic;Metabolic Control;Mitochondria;mitochondrial fitness;mitochondrial metabolism;Molecular;Molecular Target;mouse model;novel;pandemic influenza;pathogen;Pathway interactions;Persons;Play;Prevention;Probability;Receptor Signaling;Regulation;Reporting;Research;Respiratory System;Role;Signal Pathway;Signal Transduction;T cell response;T memory cell;T-Cell Development;T-Lymphocyte;therapeutic vaccine;tissue resident memory T cell;Tissues;transcription factor;Transcriptional Regulation;Transforming Growth Factor beta;Transforming Growth Factor beta Receptors;Transgenic Mice;Upper Respiratory Infections;Vaccines,Molecular regulation of protective CD8 immunity against influenza infection,112844,CMIA,Cellular and Molecular Immunology - A Study Section[CMIA],NA,NA,12,319722,184302,504024,NA
10834972,R01,AR,5,N,2024-01-05,2024-03-01,2025-02-28,846,R01AR082365,BIOMED ENGR/COL ENGR/ENGR STA,PA-20-185,5R01AR082365-02,NIAMS:323418\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,NA,RICHMOND,UNITED STATES,ENGINEERING (ALL TYPES),04,105300446,US,353201,VIRGINIA COMMONWEALTH UNIVERSITY,VA,232980568,"NARRATIVE Aligned collagen fibers are the primarily source of strength in tendons, ligaments, and menisci; however these fibers do not regenerate after injury, nor in engineered replacements, creating a lack of repair options. There is a need to regenerate these collagen fibers to develop functional repairs and replacements for tissues throughout the body. Using a novel culture system, we will investigate how cells sense and response to mechanical cues in developing collagen fibers so to better engineer functional ligament replacements and to drive repair in the body after injury.",15801855 (contact),"PUETZER, JENNIFER  (contact)","MARQUITZ, ARON",2023-05-01,2028-02-28,Actomyosin;cell growth regulation;Cells;cellular development;Chemicals;Cicatrix;clinically relevant;Closure by clamp;Collagen;Collagen Fiber;Collagen Fibril;crosslink;Cues;Cytoskeleton;density;Development;Devices;Diameter;Embryo;Engineering;Environment;Fascicle;Fiber;Fibroblasts;Focal Adhesion Kinase 1;Gel;Goals;Human;In Vitro;in vivo;Individual;Injury;insight;Integrins;Ion Channel;Knowledge;Length;Ligaments;loss of function;mechanical signal;Mechanical Stimulation;Mechanics;mechanotransduction;Meniscus structure of joint;meter;Methods;Mobility decline;mouse model;Musculoskeletal;Natural regeneration;Neonatal;novel;Pain;Periodicity;Piezo 1 ion channel;Play;postnatal;Proteoglycan;Protocols documentation;Rehabilitation therapy;repaired;replacement tissue;response;restraint;Role;sensor;Signal Pathway;Signal Transduction;Source;Stretching;Surface;System;Tendon structure;therapeutic target;Tissue Engineering;tissue regeneration;Tissues;Translating;transmission process;Work,Unraveling the Mechanism of Mechanotransduction in Hierarchical Collagen Fiber Formation,82365,MTE,Musculoskeletal Tissue Engineering Study Section[MTE],NA,NA,2,213400,110018,323418,NA
10834973,IK2,VA,5,N,2024-08-22,2024-04-01,2025-03-31,999,IK2RX003128,NA,RX-19-007,5IK2RX003128-05,NA,OTHERS,2024,Veterans Affairs,NA,Aurora,UNITED STATES,NA,06,003252830,US,481018,VA EASTERN COLORADO HEALTH CARE SYSTEM,CO,800457211,"OEF/OIF/OND Veterans face an unprecedented array of combat-related disabilities. Referred to as polytraumatic injuries, these impairments often include traumatic brain injury, PTSD, chronic pain, and depression. Veterans with polytraumatic injuries struggle with community reintegration and psychosocial functioning, leading to high rates of unemployment, poor health outcomes, and increased risk for substance abuse and suicide. To date, however, there has yet to be a systematic investigation of the role of nutrition in psychosocial recovery. Our work, therefore, aims to operationalize and develop a theoretically grounded, empirically validated outcome measure of “nutritional functioning”. Additionally, as integrative health modalities are increasingly popular among injured OEF/OIF/OND Veterans, we will conduct our research in Whole Health and Rehabilitation settings. A unique cohort requires innovative approaches, and our project will address the VHA’s overarching goal of improving psychological recovery in Veterans with polytrauma.",14508423 (contact),"BROSTOW, DIANA  (contact)",NA,2020-04-01,2025-03-31,"Address;Affect;Anxiety;Awareness;Behavior;Belief;care providers;care systems;Caring;Characteristics;chronic pain;Classification;Clinical;Clinical Trials;cognitive capacity;cohort;combat;community reintegration;Complex;Country;Data;Development;dexterity;Dimensions;disability;Economics;Elements;Encapsulated;Enrollment;Environmental Risk Factor;experience;Face;feeding;Food;food insecurity;food security;Freedom;functional disability;Future;Goals;Health;health care model;Health Status;Healthcare;Impairment;improved;Income;Individual;injured;Injury;innovation;Integrative Medicine;internalized stigma;International;Intervention;Interview;Investigation;Knowledge;Learning;Life;Literature;Location;Maintenance;Measurement;Measures;Medical center;Meditation;Mental Depression;mental function;Methods;mindfulness-based stress reduction;Modality;Modeling;Multiple Trauma;novel strategies;nutrition;Nutritional;operation;Outcome;Outcome Measure;Perception;Personal Communication;Persons;Physical Capacity;Physical Function;Physical Rehabilitation;poor health outcome;Population;Post-Traumatic Stress Disorders;Poverty;Process;Property;Provider;psychologic;psychological distress;Psychometrics;psychosocial;Psychosocial Factor;randomized, clinical trials;Recording of previous events;Recovery;Recovery of Function;rehabilitation service;Rehabilitation therapy;rehabilitative care;Reporting;Research;Research Personnel;Restaurants;Risk;Risk Factors;Role;Sampling;Services;Shapes;Social Functioning;Societies;statistics;Stigmatization;Substance abuse problem;substance use;Suggestion;suicidal behavior;Suicide;Symptoms;therapy design;Training;Traumatic Brain Injury;Unemployment;Validation;validation studies;Veterans;Veterans Health Administration;whole health;Work","""Nutritional Functioning"" in OEF/OIF/OND Veterans with Polytraumatic Injuries: Developing a New Approach",3128,RRD9,Career Development Program - Panel II[RRD9],NA,NA,5,NA,NA,NA,NA
10834974,K24,DA,5,N,2024-04-15,2024-05-01,2025-04-30,279,K24DA039783,SCHOOLS OF MEDICINE,PA-19-121,5K24DA039783-09,NIDA:206888\,OTHER RESEARCH-RELATED,2024,NATIONAL INSTITUTE ON DRUG ABUSE,NA,CHARLESTON,UNITED STATES,PSYCHIATRY,06,183710748,US,7575301,MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,294074636,"PUBLIC HEALTH RELEVANCE Young people who have experienced traumatic events are much more likely than those who have not had such experiences to acquire HIV and to develop substance use problems, costing the US economy hundreds of billions of dollars. The goal of the proposed research is to refine and evaluate a virtual reality tool to enhance the trauma-informed assessment and prevention of substance use and sexual risk behaviors among young people who have experienced trauma and are at high risk for HIV acquisition. The significantly heightened capacity for mentorship of early stage patient-oriented researchers who will learn about the incorporation of virtual reality technologies with HIV and substance use risk reduction for trauma-exposed young people, along with the numerous other related training experiences gleaned from the candidate's research program in these areas, further enhances the public health importance of the proposed K24 renewal.",6726805 (contact),"DANIELSON, CARLA KMETT (contact)","LEE-WINN, ANGELA EUNJI",2015-07-01,2026-04-30,Achievement;addiction;Address;Adolescent;Adolescent Risk Behavior;Adult;AIDS prevention;Area;Award;Behavior;Budgets;Clinic;Clinical;Clinical assessments;Clinical Sciences;Clinical Trials;Complex;cost;Cues;Data;Development;early-career faculty;efficacy evaluation;emotion regulation;Emotions;Environment;Evaluation;experience;Exposure to;Feedback;Focus Groups;Funding;Glean;Goals;Health Personnel;high risk;high risk behavior;high risk population;HIV;HIV risk;HIV Seronegativity;improved;innovation;Instruction;International;Internships;interpersonal trauma;Interview;Knowledge;Learning;lens;lifetime risk;Link;Measures;Mentors;Mentorship;Methods;mHealth;Mid-Career Clinical Scientist Award (K24);Modeling;National Institute of Drug Abuse;new technology;patient oriented;patient oriented research;Persons;physical abuse;Play;Population;Populations at Risk;Postdoctoral Fellow;pre-doctoral;Preparation;Prevention;preventive intervention;Procedures;Process;Productivity;programs;Psychologist;Psychology;Public Health;public health relevance;Publications;Qualitative Research;Reaction;Recommendation;Recording of previous events;Reporting;Research;Research Design;Research Personnel;Research Project Grants;Resources;response;Risk;Risk Assessment;Risk Behaviors;Risk Factors;Risk Reduction;Role;Sampling;Scientist;self reported behavior;Sexual abuse;sexual risk behavior;skills;skills training;Substance abuse problem;substance use;Substance Use Disorder;substance use prevention;substance use treatment;Technology;Teenagers;Time;tool;tool development;Training;training opportunity;Trauma;trauma exposure;traumatic event;traumatic stress;Underrepresented Populations;United States National Institutes of Health;Violence;virtual;virtual reality;virtual reality environment;Work;young adult;young men who have sex with men;Youth,Mentorship and Research in HIV and Addiction Prevention Among Traumatized Youth,39783,HIBI,HIV/AIDS Intra- and Inter-personal Determinants and Behavioral Interventions Study Section[HIBI],NA,NA,9,191563,15325,206888,NA
10834975,R34,AA,5,N,2024-05-14,2024-05-01,2025-04-30,273,R34AA030655,SCHOOLS OF MEDICINE,PA-21-110,5R34AA030655-02,NIAAA:238505\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,NA,Los Angeles,UNITED STATES,PSYCHIATRY,37,072933393,US,7636101,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,900894304,"Project Narrative  Alcohol use disorder and binge eating disorders are debilitating illnesses that often co-occur and develop during late adolescence. College students are particularly at-risk for establishing problematic binge drinking and binge eating patterns that could manifest into full disorders. We seek to develop and test a transdiagnostic approach to target the underlying mechanisms maintaining problematic binge drinking and eating behaviors among students. Developing an evidence-based mobile phone-accessible and personalized intervention that could be scalable to reach thousands of students nationally can help to alleviate personal, familial, and societal costs resulting from binge drinking and binge eating in this population.",12442989;9732235 (contact),"MURRAY, STUART B;PEDERSEN, ERIC R. (contact)","KERRIDGE, BRADLEY TOWNSEND",2023-05-01,2026-04-30,"acceptability and feasibility;Address;Adolescence;Adult;Affect;Alcohol consumption;alcohol measurement;alcohol poisoning;alcohol related consequences;alcohol use disorder;American;Anxiety;Behavior;behavior change;Behavioral;behavioral health intervention;binge drinking;Binge Eating;Binge eating disorder;binge type behavior;Bulimia;care seeking;Cellular Phone;Cessation of life;Cognitive;college;Consumption;conventional therapy;Counseling;Coupled;Data;design;Development;Diagnosis;Diagnostic;diagnostic strategy;diagnostic value;Disease;drinking;drinking behavior;Eating Behavior;Eating Disorders;Education;efficacy evaluation;emotion regulation;evidence base;Evidence based intervention;Evidence based practice;Evidence based treatment;experience;Feedback;Female;fighting;Focus Groups;Food;food restriction;Frequencies;Harm Reduction;Healthy Eating;Heavy Drinking;heavy drinking college student;high intensity drinking;high risk sexual behavior;Impairment;Impulsivity;Incidence;Individual;Injury;innovation;Intervention;intervention effect;intervention refinement;Link;male;Medical;Memory;Mental Depression;Methods;Morbidity - disease rate;mortality;Motivation;negative affect;Neurobiology;Obesity;Outcome;Pattern;personalized approach;personalized intervention;Persons;Phase;Phenotype;physical conditioning;pilot test;Population;post intervention;Prevalence;prevent;preventable death;Prevention;Prevention approach;preventive intervention;Procedures;programs;Public Health;Randomized;Randomized, Controlled Trials;recruit;Reporting;Resistance;Resources;Rewards;Risk;screening;secondary outcome;Severities;sex;sexual assault;skills;Social Functioning;societal costs;Students;Symptoms;Testing;Time;Treatment Efficacy;Treatment outcome;university student;women versus men;young adult",A Mobile-Based Intervention to Address Heavy Drinking and Binge Eating in College Students,30655,IPTA,Interventions to Prevent and Treat Addictions Study Section[IPTA],NA,NA,2,143750,94755,238505,NA
10834976,R01,AI,5,N,2024-04-15,2024-05-01,2025-04-30,855,R01AI152158,NA,RFA-AI-19-036,5R01AI152158-05,NIAID:911002\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,NA,BOSTON,UNITED STATES,NA,08,073130411,US,4907701,MASSACHUSETTS GENERAL HOSPITAL,MA,021142621,"Based on accumulating data pointing to highly significant shifts in TB-specific antibody glycosylation across latent and active TB disease, the goal of this proposal is to develop an inexpensive, simple, reliable TB-specific antibody-based point-of-care diagnostic to manage TB disease in children under the age of 5.",12587939 (contact),"BRYSON, BRYAN DAVID (contact)","LOMBO RODRIGUEZ, TANIA",2020-05-06,2025-04-30,5 year old;Acceleration;Acute;Adult;Affect;Africa;Age;Antibodies;Antibody Response;Antibody titer measurement;Antigen Targeting;Antigens;Area;Binding;Biological Assay;Biological Markers;biomarker signature;Blood;Cause of Death;Cessation of life;Child;Childhood;Classification;Clinical;co-infection;cohort;Data;Detection;Development;Diagnosis;Diagnostic;diagnostic accuracy;Diagnostic Equipment;diagnostic signature;diagnostic strategy;Diagnostic tests;Disease;Drops;Electrical Engineering;Electronics;Enrollment;Epidemic;Exposure to;Failure;Geography;glycosylation;Goals;high risk;HIV;HIV Infections;HIV-exposed uninfected infant;HIV/TB;Immunologist;improved;Individual;Infection;Inflammatory;Link;Machine Learning;Measurement;Measures;microchip;miniaturize;multidisciplinary;Mycobacterium tuberculosis;Mycobacterium tuberculosis antigens;Nature;novel;pathogen;pediatrician;point of care;point of care testing;point-of-care detection;point-of-care diagnosis;point-of-care diagnostics;Polysaccharides;Population;prenatal exposure;Preparation;prevent;programs;prospective;Pulmonary Tuberculosis;Reporting;Resource-limited setting;response;Sampling;Scheme;Sensitivity and Specificity;sensor;Serology test;Serum;Severities;Shapes;sialylation;South Africa;Specificity;Sputum;Structure;System;Technology;Testing;Time;Translating;Tuberculosis;Tuberculosis diagnosis;tuberculosis treatment;Typhoid Fever;Vaccines,Multiplexed Antigen-Specific Antibody Fc Profiling on a Chip for Point-of-Care Diagnosis of TB in HIV-infected Children,152158,ZRG1,Special Emphasis Panel[ZRG1-IDM-R(50)R],NA,NA,5,732999,178003,911002,NA
10834977,R01,DA,5,N,2024-05-17,2024-06-01,2025-05-31,279,R01DA052465,SCHOOLS OF MEDICINE,PA-20-185,5R01DA052465-04,NIDA:680143\,NON-SBIR/STTR RPGS,2024,NATIONAL INSTITUTE ON DRUG ABUSE,NA,PHILADELPHIA,UNITED STATES,PHARMACOLOGY,03,042250712,US,6463801,UNIVERSITY OF PENNSYLVANIA,PA,191046205,"PROJECT NARRATIVE One outstanding question in addiction biology concerns the mechanism by which neurological changes persist long past the cessation of drug taking. The persistent nature of epigenetic modifications may underlie their role in chronic psychiatric diseases, such as addiction and depression. This proposal aims to define the molecular mechanisms by which a key neuronal transcription factor, Nr4a1, leads to long-term change in gene expression that persist across cocaine abstinence.",10862823 (contact),"HELLER, ELIZABETH A (contact)","SATTERLEE, JOHN S",2021-07-01,2026-05-31,Abstinence;addiction;Attenuated;attenuation;Basic Science;Behavior;Behavioral;Binding;Bioinformatics;Biology;Brain;CARTPT gene;Cell Differentiation process;Cell Nucleus;cell type;Chromatin;Chronic;Cleavage Under Targets and Release Using Nuclease;Clustered Regularly Interspaced Short Palindromic Repeats;Cocaine;cocaine craving;Cocaine Dependence;cocaine exposure;cocaine related behaviors;cocaine reward;cocaine seeking;cocaine self-administration;craving;CRISPR interference;CRISPR-mediated transcriptional activation;Data;Data Set;Development;dopaminergic neuron;drug abstinence;Drug Addiction;Drug Exposure;Drug Targeting;Epigenetic Process;epigenetic profiling;experimental study;Extinction;Female;Gene Activation;Gene Expression;Gene Expression Profiling;Genes;Genetic Transcription;genome-wide;histone modification;Histones;Hour;in vivo;Individual;Life;Link;Machine Learning;machine learning method;male;Measures;Mediating;member;Mental Depression;Mental disorders;Methods;Methyltransferase;Modification;Molecular;Mus;Nature;neuroadaptation;Neurologic;Neurons;new therapeutic target;novel;Nuclear Receptors;Nucleus Accumbens;Pathologic;Pharmaceutical Preparations;pharmacologic;Phenotype;Post-Translational Protein Processing;Predisposition;programs;prolonged abstinence;Publishing;rat orphan nuclear receptor NR4A1;recruit;Regulation;Relapse;Repression;Research;Rewards;Role;Sampling;Signal Transduction;small molecule;Substance Use Disorder;Symptoms;Testing;Therapeutic Agents;transcription factor;transcriptome sequencing;translational potential;unsupervised learning;Work,Epigenetic mechanisms of sustained transcription across cocaine abstinence,52465,MNPS,Molecular Neuropharmacology and Signaling Study Section[MNPS],NA,NA,4,424032,256111,680143,NA
